2019-07-24 10:10:21,990: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectReentrancyAdvanced, DetectUnusedRetVal, DetectUninitializedStorage, DetectDelegatecall, DetectEnvInstruction, DetectIntegerOverflow, DetectUninitializedMemory, DetectExternalCallAndLeak
2019-07-24 10:10:21,990: [12] m.main:INFO: Beginning analysis
2019-07-24 10:10:22,022: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 10:10:24,531: [12] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-24 10:10:28,473: [12] m.e.manticore:INFO: 1 alive states, 5 terminated states
2019-07-24 10:10:29,018: [12] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-07-24 10:10:33,566: [12] m.e.manticore:INFO: 1 alive states, 10 terminated states
2019-07-24 10:10:34,566: [1521] m.c.manticore:INFO: Generated testcase No. 0 - RETURN(3 txs)
2019-07-24 10:10:34,592: [1524] m.c.manticore:INFO: Generated testcase No. 1 - RETURN(1 txs)
2019-07-24 10:10:34,633: [1526] m.c.manticore:INFO: Generated testcase No. 2 - REVERT(2 txs)
2019-07-24 10:10:34,664: [1531] m.c.manticore:INFO: Generated testcase No. 3 - REVERT(2 txs)
2019-07-24 10:10:34,716: [1539] m.c.manticore:INFO: Generated testcase No. 5 - REVERT(3 txs)
2019-07-24 10:10:34,724: [1522] m.c.manticore:INFO: Generated testcase No. 4 - REVERT(2 txs)
2019-07-24 10:10:34,814: [1529] m.c.manticore:INFO: Generated testcase No. 6 - RETURN(2 txs)
2019-07-24 10:10:34,820: [1537] m.c.manticore:INFO: Generated testcase No. 7 - REVERT(2 txs)
2019-07-24 10:10:43,474: [1524] m.c.manticore:INFO: Generated testcase No. 8 - REVERT(3 txs)
2019-07-24 10:10:46,537: [1526] m.c.manticore:INFO: Generated testcase No. 9 - REVERT(3 txs)
2019-07-24 10:10:46,849: [1531] m.c.manticore:INFO: Generated testcase No. 10 - REVERT(3 txs)
2019-07-24 10:10:52,868: [12] m.c.manticore:INFO: Results in /mcore_7z5ycu9n
2019-07-24 10:10:54,660: [2144] m.main:INFO: Registered plugins: DetectUninitializedStorage, DetectInvalid, DetectDelegatecall, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectEnvInstruction, DetectSuicidal, DetectReentrancySimple, DetectIntegerOverflow
2019-07-24 10:10:54,661: [2144] m.main:INFO: Beginning analysis
2019-07-24 10:10:54,672: [2144] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 10:10:55,901: [2144] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-24 10:10:57,071: [2144] m.e.manticore:INFO: 0 alive states, 2 terminated states
2019-07-24 10:10:57,235: [2144] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-07-24 10:10:57,373: [2680] m.c.manticore:INFO: Generated testcase No. 0 - RETURN(1 txs)
2019-07-24 10:10:57,391: [2682] m.c.manticore:INFO: Generated testcase No. 1 - REVERT(2 txs)
2019-07-24 10:10:58,493: [2144] m.c.manticore:INFO: Results in /mcore_hm09bc16
2019-07-24 10:10:59,394: [2995] m.main:INFO: Registered plugins: DetectUnusedRetVal, DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectExternalCallAndLeak, DetectUninitializedStorage, DetectEnvInstruction, DetectReentrancyAdvanced, DetectIntegerOverflow, DetectDelegatecall, DetectUninitializedMemory
2019-07-24 10:10:59,395: [2995] m.main:INFO: Beginning analysis
2019-07-24 10:10:59,454: [2995] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 10:10:59,676: [3039] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-24 10:11:00,274: [2995] m.c.manticore:INFO: Results in /mcore_o5svon79
2019-07-24 10:11:01,088: [3298] m.main:INFO: Registered plugins: DetectDelegatecall, DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUninitializedMemory
2019-07-24 10:11:01,088: [3298] m.main:INFO: Beginning analysis
2019-07-24 10:11:01,110: [3298] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 10:11:17,290: [3347] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 589979912444277304783693584737151944510931224788, offset 160)
2019-07-24 10:11:17,348: [3347] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 589979912444277304783693584737151944510931224788, offset 161)
2019-07-24 10:11:17,377: [3347] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 589979912444277304783693584737151944510931224788, offset 162)
2019-07-24 10:11:17,397: [3347] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 589979912444277304783693584737151944510931224788, offset 163)
2019-07-24 10:11:17,456: [3347] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 589979912444277304783693584737151944510931224788, offset 164)
2019-07-24 10:11:17,476: [3347] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 589979912444277304783693584737151944510931224788, offset 165)
2019-07-24 10:11:17,495: [3347] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 589979912444277304783693584737151944510931224788, offset 166)
2019-07-24 10:11:17,546: [3347] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 589979912444277304783693584737151944510931224788, offset 167)
2019-07-24 10:11:17,578: [3347] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 589979912444277304783693584737151944510931224788, offset 168)
2019-07-24 10:11:17,600: [3347] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 589979912444277304783693584737151944510931224788, offset 169)
2019-07-24 10:11:17,659: [3347] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 589979912444277304783693584737151944510931224788, offset 170)
2019-07-24 10:11:17,678: [3347] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 589979912444277304783693584737151944510931224788, offset 171)
2019-07-24 10:11:17,697: [3347] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 589979912444277304783693584737151944510931224788, offset 172)
2019-07-24 10:11:17,743: [3347] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 589979912444277304783693584737151944510931224788, offset 173)
2019-07-24 10:11:17,759: [3347] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 589979912444277304783693584737151944510931224788, offset 174)
2019-07-24 10:11:17,780: [3347] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 589979912444277304783693584737151944510931224788, offset 175)
2019-07-24 10:11:17,815: [3347] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 589979912444277304783693584737151944510931224788, offset 176)
2019-07-24 10:11:17,863: [3347] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 589979912444277304783693584737151944510931224788, offset 177)
2019-07-24 10:11:17,885: [3347] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 589979912444277304783693584737151944510931224788, offset 178)
2019-07-24 10:11:17,932: [3347] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 589979912444277304783693584737151944510931224788, offset 179)
