2019-08-01 13:02:17,250: [12] m.main:INFO: Registered plugins: DetectUninitializedStorage, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUnusedRetVal, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectDelegatecall, DetectIntegerOverflow, DetectReentrancySimple, DetectInvalid
2019-08-01 13:02:17,250: [12] m.main:INFO: Beginning analysis
2019-08-01 13:02:17,261: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-08-01 13:02:22,556: [12] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-01 13:03:10,553: [12] m.e.manticore:INFO: 7 alive states, 17 terminated states
2019-08-01 13:03:14,294: [12] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-08-01 13:12:52,327: [3785] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-01 13:20:56,839: [3758] m.c.worker:ERROR: Exception in state 2: SolverError('',)
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/worker.py", line 121, in run
    current_state.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/state.py", line 6, in execute
    return self._platform.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2684, in execute
    self.current_vm.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1210, in execute
    last_pc, last_gas, instruction, arguments, fee, allocated = self._checkpoint()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1109, in _checkpoint
    self._consume(fee)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 972, in _consume
    self.constraints, constraint
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 436, in get_all_values
    while self._is_sat():
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 328, in _is_sat
    raise SolverError(status)
manticore.exceptions.SolverError
 
2019-08-01 13:25:49,784: [3754] m.c.worker:ERROR: Exception in state 1: SolverError('',)
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/worker.py", line 121, in run
    current_state.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/state.py", line 6, in execute
    return self._platform.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2684, in execute
    self.current_vm.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1210, in execute
    last_pc, last_gas, instruction, arguments, fee, allocated = self._checkpoint()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1109, in _checkpoint
    self._consume(fee)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 972, in _consume
    self.constraints, constraint
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 436, in get_all_values
    while self._is_sat():
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 328, in _is_sat
    raise SolverError(status)
manticore.exceptions.SolverError
 
2019-08-01 13:25:50,233: [12] m.e.manticore:INFO: 47 alive states, 136 terminated states
2019-08-01 13:25:55,958: [29000] m.c.manticore:INFO: Generated testcase No. 1 - RETURN(3 txs)
2019-08-01 13:25:55,972: [28996] m.c.manticore:INFO: Generated testcase No. 2 - RETURN(3 txs)
2019-08-01 13:25:56,132: [29002] m.c.manticore:INFO: Generated testcase No. 5 - RETURN(3 txs)
2019-08-01 13:25:56,158: [28998] m.c.manticore:INFO: Generated testcase No. 4 - RETURN(3 txs)
2019-08-01 13:25:56,190: [29006] m.c.manticore:INFO: Generated testcase No. 7 - RETURN(3 txs)
2019-08-01 13:25:56,208: [29017] m.c.manticore:INFO: Generated testcase No. 3 - RETURN(3 txs)
2019-08-01 13:25:56,244: [28994] m.c.manticore:INFO: Generated testcase No. 0 - RETURN(3 txs)
2019-08-01 13:25:56,285: [29023] m.c.manticore:INFO: Generated testcase No. 8 - RETURN(3 txs)
2019-08-01 13:25:56,982: [29011] m.c.manticore:INFO: Generated testcase No. 6 - RETURN(3 txs)
2019-08-01 13:26:33,324: [29000] m.c.manticore:INFO: Generated testcase No. 9 - RETURN(3 txs)
2019-08-01 13:26:39,113: [29017] m.c.manticore:INFO: Generated testcase No. 10 - RETURN(3 txs)
2019-08-01 13:26:40,995: [28998] m.c.manticore:INFO: Generated testcase No. 11 - RETURN(3 txs)
2019-08-01 13:26:41,953: [28996] m.c.manticore:INFO: Generated testcase No. 12 - RETURN(3 txs)
2019-08-01 13:26:42,016: [29023] m.c.manticore:INFO: Generated testcase No. 13 - RETURN(3 txs)
2019-08-01 13:26:42,851: [29006] m.c.manticore:INFO: Generated testcase No. 14 - RETURN(3 txs)
2019-08-01 13:26:44,720: [29002] m.c.manticore:INFO: Generated testcase No. 15 - RETURN(3 txs)
2019-08-01 13:26:50,243: [29011] m.c.manticore:INFO: Generated testcase No. 16 - RETURN(3 txs)
2019-08-01 13:27:01,951: [28994] m.c.manticore:INFO: Generated testcase No. 17 - RETURN(3 txs)
2019-08-01 13:27:17,200: [29017] m.c.manticore:INFO: Generated testcase No. 18 - RETURN(3 txs)
2019-08-01 13:27:20,130: [29000] m.c.manticore:INFO: Generated testcase No. 19 - RETURN(3 txs)
2019-08-01 13:27:23,349: [28996] m.c.manticore:INFO: Generated testcase No. 20 - RETURN(3 txs)
2019-08-01 13:27:24,499: [29011] m.c.manticore:INFO: Generated testcase No. 21 - RETURN(3 txs)
2019-08-01 13:27:24,910: [28998] m.c.manticore:INFO: Generated testcase No. 22 - RETURN(3 txs)
2019-08-01 13:27:25,237: [29006] m.c.manticore:INFO: Generated testcase No. 23 - RETURN(3 txs)
2019-08-01 13:27:26,040: [29002] m.c.manticore:INFO: Generated testcase No. 24 - RETURN(3 txs)
2019-08-01 13:27:26,540: [29023] m.c.manticore:INFO: Generated testcase No. 25 - RETURN(3 txs)
2019-08-01 13:27:37,691: [28994] m.c.manticore:INFO: Generated testcase No. 26 - RETURN(3 txs)
2019-08-01 13:27:48,842: [29017] m.c.manticore:INFO: Generated testcase No. 27 - RETURN(3 txs)
2019-08-01 13:27:52,792: [28996] m.c.manticore:INFO: Generated testcase No. 28 - RETURN(3 txs)
2019-08-01 13:27:52,901: [29000] m.c.manticore:INFO: Generated testcase No. 29 - RETURN(3 txs)
2019-08-01 13:27:54,744: [29011] m.c.manticore:INFO: Generated testcase No. 30 - RETURN(3 txs)
2019-08-01 13:27:55,986: [29006] m.c.manticore:INFO: Generated testcase No. 31 - RETURN(3 txs)
2019-08-01 13:28:03,475: [29002] m.c.manticore:INFO: Generated testcase No. 32 - RETURN(3 txs)
2019-08-01 13:28:05,197: [29023] m.c.manticore:INFO: Generated testcase No. 33 - RETURN(3 txs)
2019-08-01 13:28:10,109: [28998] m.c.manticore:INFO: Generated testcase No. 34 - RETURN(3 txs)
2019-08-01 13:28:14,231: [28994] m.c.manticore:INFO: Generated testcase No. 35 - RETURN(3 txs)
2019-08-01 13:28:24,217: [29017] m.c.manticore:INFO: Generated testcase No. 36 - RETURN(3 txs)
2019-08-01 13:28:27,405: [29011] m.c.manticore:INFO: Generated testcase No. 37 - RETURN(3 txs)
2019-08-01 13:28:29,677: [28996] m.c.manticore:INFO: Generated testcase No. 38 - RETURN(3 txs)
2019-08-01 13:28:34,846: [29006] m.c.manticore:INFO: Generated testcase No. 40 - RETURN(3 txs)
2019-08-01 13:28:36,283: [29000] m.c.manticore:INFO: Generated testcase No. 39 - RETURN(3 txs)
2019-08-01 13:28:38,488: [29002] m.c.manticore:INFO: Generated testcase No. 41 - RETURN(3 txs)
2019-08-01 13:28:40,434: [29023] m.c.manticore:INFO: Generated testcase No. 42 - RETURN(3 txs)
2019-08-01 13:28:43,801: [28998] m.c.manticore:INFO: Generated testcase No. 43 - RETURN(3 txs)
2019-08-01 13:28:48,734: [28994] m.c.manticore:INFO: Generated testcase No. 44 - RETURN(3 txs)
2019-08-01 13:29:01,411: [28996] m.c.manticore:INFO: Generated testcase No. 45 - RETURN(3 txs)
2019-08-01 13:29:02,730: [29011] m.c.manticore:INFO: Generated testcase No. 46 - RETURN(3 txs)
2019-08-01 13:29:05,134: [29017] m.c.manticore:INFO: Generated testcase No. 47 - RETURN(1 txs)
2019-08-01 13:29:11,093: [29006] m.c.manticore:INFO: Generated testcase No. 48 - REVERT(2 txs)
2019-08-01 13:29:12,632: [29000] m.c.manticore:INFO: Generated testcase No. 49 - REVERT(2 txs)
2019-08-01 13:29:12,667: [29023] m.c.manticore:INFO: Generated testcase No. 50 - REVERT(2 txs)
2019-08-01 13:29:12,890: [29002] m.c.manticore:INFO: Generated testcase No. 51 - REVERT(2 txs)
2019-08-01 13:29:17,787: [28998] m.c.manticore:INFO: Generated testcase No. 52 - REVERT(2 txs)
2019-08-01 13:29:22,349: [28994] m.c.manticore:INFO: Generated testcase No. 53 - REVERT(2 txs)
2019-08-01 13:29:33,206: [29011] m.c.manticore:INFO: Generated testcase No. 54 - REVERT(2 txs)
2019-08-01 13:29:34,446: [29017] m.c.manticore:INFO: Generated testcase No. 55 - REVERT(2 txs)
2019-08-01 13:29:34,492: [28996] m.c.manticore:INFO: Generated testcase No. 56 - REVERT(2 txs)
2019-08-01 13:29:41,388: [29023] m.c.manticore:INFO: Generated testcase No. 57 - REVERT(2 txs)
2019-08-01 13:29:41,749: [29000] m.c.manticore:INFO: Generated testcase No. 58 - REVERT(2 txs)
2019-08-01 13:29:41,944: [29006] m.c.manticore:INFO: Generated testcase No. 59 - REVERT(2 txs)
2019-08-01 13:29:44,993: [29002] m.c.manticore:INFO: Generated testcase No. 60 - REVERT(2 txs)
2019-08-01 13:29:46,989: [28998] m.c.manticore:INFO: Generated testcase No. 61 - REVERT(2 txs)
2019-08-01 13:29:51,702: [28994] m.c.manticore:INFO: Generated testcase No. 62 - REVERT(2 txs)
2019-08-01 13:30:00,549: [29017] m.c.manticore:INFO: Generated testcase No. 63 - REVERT(2 txs)
2019-08-01 13:30:03,103: [28996] m.c.manticore:INFO: Generated testcase No. 64 - RETURN(2 txs)
2019-08-01 13:30:05,793: [29011] m.c.manticore:INFO: Generated testcase No. 65 - RETURN(2 txs)
2019-08-01 13:30:10,681: [29000] m.c.manticore:INFO: Generated testcase No. 67 - RETURN(2 txs)
2019-08-01 13:30:12,976: [29006] m.c.manticore:INFO: Generated testcase No. 68 - RETURN(2 txs)
2019-08-01 13:30:13,574: [29023] m.c.manticore:INFO: Generated testcase No. 66 - RETURN(2 txs)
2019-08-01 13:30:15,197: [29002] m.c.manticore:INFO: Generated testcase No. 69 - RETURN(2 txs)
2019-08-01 13:30:19,474: [28998] m.c.manticore:INFO: Generated testcase No. 70 - REVERT(3 txs)
2019-08-01 13:30:24,344: [28994] m.c.manticore:INFO: Generated testcase No. 71 - RETURN(2 txs)
2019-08-01 13:30:34,486: [28996] m.c.manticore:INFO: Generated testcase No. 72 - REVERT(3 txs)
2019-08-01 13:30:37,141: [29017] m.c.manticore:INFO: Generated testcase No. 73 - REVERT(3 txs)
2019-08-01 13:30:38,877: [29011] m.c.manticore:INFO: Generated testcase No. 74 - REVERT(3 txs)
2019-08-01 13:30:41,829: [29023] m.c.manticore:INFO: Generated testcase No. 75 - REVERT(3 txs)
2019-08-01 13:30:44,286: [29000] m.c.manticore:INFO: Generated testcase No. 76 - REVERT(3 txs)
2019-08-01 13:30:45,534: [29006] m.c.manticore:INFO: Generated testcase No. 77 - REVERT(3 txs)
2019-08-01 13:30:46,687: [29002] m.c.manticore:INFO: Generated testcase No. 78 - REVERT(3 txs)
2019-08-01 13:30:54,484: [28998] m.c.manticore:INFO: Generated testcase No. 79 - REVERT(3 txs)
2019-08-01 13:30:56,813: [28994] m.c.manticore:INFO: Generated testcase No. 80 - REVERT(3 txs)
2019-08-01 13:31:06,618: [28996] m.c.manticore:INFO: Generated testcase No. 81 - REVERT(3 txs)
2019-08-01 13:31:12,227: [29011] m.c.manticore:INFO: Generated testcase No. 82 - REVERT(3 txs)
2019-08-01 13:31:13,424: [29017] m.c.manticore:INFO: Generated testcase No. 83 - REVERT(3 txs)
2019-08-01 13:31:17,533: [29023] m.c.manticore:INFO: Generated testcase No. 84 - REVERT(3 txs)
2019-08-01 13:31:18,791: [29006] m.c.manticore:INFO: Generated testcase No. 85 - REVERT(3 txs)
2019-08-01 13:31:20,430: [29002] m.c.manticore:INFO: Generated testcase No. 86 - REVERT(3 txs)
2019-08-01 13:31:21,678: [29000] m.c.manticore:INFO: Generated testcase No. 87 - REVERT(3 txs)
2019-08-01 13:31:26,340: [28998] m.c.manticore:INFO: Generated testcase No. 88 - REVERT(3 txs)
2019-08-01 13:31:30,902: [28994] m.c.manticore:INFO: Generated testcase No. 89 - REVERT(3 txs)
2019-08-01 13:31:42,015: [28996] m.c.manticore:INFO: Generated testcase No. 90 - REVERT(3 txs)
2019-08-01 13:31:44,932: [29011] m.c.manticore:INFO: Generated testcase No. 91 - REVERT(3 txs)
2019-08-01 13:31:46,616: [29017] m.c.manticore:INFO: Generated testcase No. 92 - REVERT(3 txs)
2019-08-01 13:31:52,696: [29023] m.c.manticore:INFO: Generated testcase No. 93 - REVERT(3 txs)
2019-08-01 13:31:54,431: [29006] m.c.manticore:INFO: Generated testcase No. 94 - REVERT(3 txs)
2019-08-01 13:31:58,589: [29000] m.c.manticore:INFO: Generated testcase No. 95 - REVERT(3 txs)
2019-08-01 13:32:02,083: [29002] m.c.manticore:INFO: Generated testcase No. 96 - REVERT(3 txs)
2019-08-01 13:32:05,285: [28994] m.c.manticore:INFO: Generated testcase No. 97 - REVERT(3 txs)
2019-08-01 13:32:07,137: [28998] m.c.manticore:INFO: Generated testcase No. 98 - REVERT(3 txs)
2019-08-01 13:32:11,701: [28996] m.c.manticore:INFO: Generated testcase No. 99 - REVERT(3 txs)
