2019-07-24 20:41:39,123: [13] m.main:INFO: Registered plugins: DetectReentrancyAdvanced, DetectSuicidal, DetectUninitializedStorage, DetectDelegatecall, DetectEnvInstruction, DetectUninitializedMemory, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectIntegerOverflow, DetectReentrancySimple, DetectInvalid
2019-07-24 20:41:39,123: [13] m.main:INFO: Beginning analysis
2019-07-24 20:41:39,135: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 20:41:39,353: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-24 20:41:39,943: [13] m.c.manticore:INFO: Results in /mcore_yrestgm6
2019-07-24 20:41:40,925: [316] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectDelegatecall, DetectExternalCallAndLeak, DetectSuicidal, DetectUninitializedStorage, DetectIntegerOverflow, DetectEnvInstruction, DetectReentrancyAdvanced, DetectUninitializedMemory, DetectUnusedRetVal
2019-07-24 20:41:40,925: [316] m.main:INFO: Beginning analysis
2019-07-24 20:41:40,937: [316] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 20:41:55,600: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 20:41:56,707: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 20:42:15,125: [316] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-24 20:42:51,008: [1524] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 20:43:44,607: [1532] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 20:43:54,207: [1532] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 20:44:05,779: [1516] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 20:44:40,503: [1527] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 20:44:53,991: [1524] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 20:45:04,505: [1527] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 20:47:13,109: [1531] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 778710149271479780904345538635369283754842961514, offset 128)
2019-07-24 20:47:15,163: [1531] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 778710149271479780904345538635369283754842961514, offset 129)
2019-07-24 20:47:17,092: [1531] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 778710149271479780904345538635369283754842961514, offset 130)
2019-07-24 20:47:18,999: [1531] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 778710149271479780904345538635369283754842961514, offset 131)
2019-07-24 20:47:21,392: [1531] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 778710149271479780904345538635369283754842961514, offset 132)
2019-07-24 20:47:24,521: [1531] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 778710149271479780904345538635369283754842961514, offset 133)
2019-07-24 20:47:25,993: [1531] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 778710149271479780904345538635369283754842961514, offset 134)
2019-07-24 20:47:30,361: [1522] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 20:47:31,280: [1531] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 778710149271479780904345538635369283754842961514, offset 135)
2019-07-24 20:47:33,600: [1531] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 778710149271479780904345538635369283754842961514, offset 136)
2019-07-24 20:47:35,456: [1531] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 778710149271479780904345538635369283754842961514, offset 137)
2019-07-24 20:47:37,808: [1531] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 778710149271479780904345538635369283754842961514, offset 138)
2019-07-24 20:47:39,911: [1531] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 778710149271479780904345538635369283754842961514, offset 139)
2019-07-24 20:47:42,288: [1531] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 778710149271479780904345538635369283754842961514, offset 140)
