2019-08-06 07:16:14,116: [12] m.main:INFO: Registered plugins: DetectDelegatecall, DetectReentrancySimple, DetectSuicidal, DetectInvalid, DetectUninitializedMemory, DetectUninitializedStorage, DetectExternalCallAndLeak, DetectIntegerOverflow, DetectUnusedRetVal, DetectEnvInstruction, DetectReentrancyAdvanced
2019-08-06 07:16:14,117: [12] m.main:INFO: Beginning analysis
2019-08-06 07:16:14,139: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-08-06 07:16:14,248: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-08-06 07:16:14,482: [12] m.c.manticore:INFO: Results in /mcore_snbq_t8z
2019-08-06 07:16:15,200: [315] m.main:INFO: Registered plugins: DetectInvalid, DetectSuicidal, DetectReentrancySimple, DetectReentrancyAdvanced, DetectExternalCallAndLeak, DetectEnvInstruction, DetectDelegatecall, DetectUninitializedStorage, DetectIntegerOverflow, DetectUnusedRetVal, DetectUninitializedMemory
2019-08-06 07:16:15,200: [315] m.main:INFO: Beginning analysis
2019-08-06 07:16:15,222: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-08-06 07:16:21,762: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-06 07:19:21,593: [315] m.e.manticore:INFO: 4 alive states, 20 terminated states
2019-08-06 07:19:25,398: [315] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-08-06 07:32:33,545: [3062] m.c.worker:ERROR: Exception in state 4: SolverError('',)
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/worker.py", line 121, in run
    current_state.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/state.py", line 6, in execute
    return self._platform.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2684, in execute
    self.current_vm.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1210, in execute
    last_pc, last_gas, instruction, arguments, fee, allocated = self._checkpoint()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1109, in _checkpoint
    self._consume(fee)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 972, in _consume
    self.constraints, constraint
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 436, in get_all_values
    while self._is_sat():
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 328, in _is_sat
    raise SolverError(status)
manticore.exceptions.SolverError
 
2019-08-06 07:35:09,891: [315] m.e.manticore:INFO: 16 alive states, 99 terminated states
2019-08-06 07:35:15,155: [11298] m.c.manticore:INFO: Generated testcase No. 0 - RETURN(3 txs)
2019-08-06 07:35:15,287: [11300] m.c.manticore:INFO: Generated testcase No. 1 - RETURN(3 txs)
2019-08-06 07:35:15,347: [11336] m.c.manticore:INFO: Generated testcase No. 5 - RETURN(3 txs)
2019-08-06 07:35:15,362: [11307] m.c.manticore:INFO: Generated testcase No. 4 - RETURN(3 txs)
2019-08-06 07:35:15,421: [11328] m.c.manticore:INFO: Generated testcase No. 2 - RETURN(3 txs)
2019-08-06 07:35:15,490: [11315] m.c.manticore:INFO: Generated testcase No. 3 - RETURN(3 txs)
2019-08-06 07:35:15,536: [11320] m.c.manticore:INFO: Generated testcase No. 6 - RETURN(3 txs)
2019-08-06 07:35:15,550: [11335] m.c.manticore:INFO: Generated testcase No. 7 - RETURN(3 txs)
2019-08-06 07:35:15,576: [11303] m.c.manticore:INFO: Generated testcase No. 8 - RETURN(3 txs)
2019-08-06 07:35:15,746: [11338] m.c.manticore:INFO: Generated testcase No. 9 - RETURN(3 txs)
2019-08-06 07:35:51,752: [11328] m.c.manticore:INFO: Generated testcase No. 10 - RETURN(3 txs)
2019-08-06 07:35:52,379: [11298] m.c.manticore:INFO: Generated testcase No. 11 - RETURN(3 txs)
2019-08-06 07:35:52,609: [11320] m.c.manticore:INFO: Generated testcase No. 12 - RETURN(3 txs)
2019-08-06 07:35:52,753: [11300] m.c.manticore:INFO: Generated testcase No. 13 - RETURN(3 txs)
2019-08-06 07:35:52,817: [11338] m.c.manticore:INFO: Generated testcase No. 14 - RETURN(3 txs)
2019-08-06 07:35:53,156: [11336] m.c.manticore:INFO: Generated testcase No. 15 - RETURN(3 txs)
2019-08-06 07:35:53,228: [11303] m.c.manticore:INFO: Generated testcase No. 16 - REVERT(2 txs)
2019-08-06 07:35:53,420: [11315] m.c.manticore:INFO: Generated testcase No. 17 - RETURN(1 txs)
2019-08-06 07:35:53,624: [11335] m.c.manticore:INFO: Generated testcase No. 18 - REVERT(2 txs)
2019-08-06 07:35:54,853: [11307] m.c.manticore:INFO: Generated testcase No. 19 - REVERT(2 txs)
2019-08-06 07:36:25,016: [11315] m.c.manticore:INFO: Generated testcase No. 20 - REVERT(2 txs)
2019-08-06 07:36:26,618: [11335] m.c.manticore:INFO: Generated testcase No. 21 - REVERT(2 txs)
2019-08-06 07:36:26,752: [11303] m.c.manticore:INFO: Generated testcase No. 22 - REVERT(2 txs)
2019-08-06 07:36:28,319: [11338] m.c.manticore:INFO: Generated testcase No. 23 - REVERT(2 txs)
2019-08-06 07:36:28,912: [11328] m.c.manticore:INFO: Generated testcase No. 24 - REVERT(2 txs)
2019-08-06 07:36:28,955: [11298] m.c.manticore:INFO: Generated testcase No. 25 - REVERT(2 txs)
2019-08-06 07:36:29,460: [11307] m.c.manticore:INFO: Generated testcase No. 26 - REVERT(2 txs)
2019-08-06 07:36:29,462: [11336] m.c.manticore:INFO: Generated testcase No. 27 - REVERT(2 txs)
2019-08-06 07:36:29,920: [11300] m.c.manticore:INFO: Generated testcase No. 28 - REVERT(2 txs)
2019-08-06 07:36:30,951: [11320] m.c.manticore:INFO: Generated testcase No. 29 - REVERT(2 txs)
2019-08-06 07:36:58,659: [11315] m.c.manticore:INFO: Generated testcase No. 30 - REVERT(2 txs)
2019-08-06 07:36:59,313: [11335] m.c.manticore:INFO: Generated testcase No. 31 - REVERT(2 txs)
2019-08-06 07:37:00,663: [11303] m.c.manticore:INFO: Generated testcase No. 32 - REVERT(2 txs)
2019-08-06 07:37:00,859: [11338] m.c.manticore:INFO: Generated testcase No. 33 - REVERT(2 txs)
2019-08-06 07:37:01,749: [11336] m.c.manticore:INFO: Generated testcase No. 34 - REVERT(2 txs)
2019-08-06 07:37:02,329: [11298] m.c.manticore:INFO: Generated testcase No. 35 - REVERT(2 txs)
2019-08-06 07:37:03,873: [11328] m.c.manticore:INFO: Generated testcase No. 36 - RETURN(2 txs)
2019-08-06 07:37:03,926: [11307] m.c.manticore:INFO: Generated testcase No. 37 - RETURN(2 txs)
2019-08-06 07:37:05,423: [11300] m.c.manticore:INFO: Generated testcase No. 38 - RETURN(2 txs)
2019-08-06 07:37:05,772: [11320] m.c.manticore:INFO: Generated testcase No. 39 - RETURN(2 txs)
2019-08-06 07:37:33,656: [11315] m.c.manticore:INFO: Generated testcase No. 40 - REVERT(3 txs)
2019-08-06 07:37:35,438: [11303] m.c.manticore:INFO: Generated testcase No. 41 - REVERT(3 txs)
