2019-08-05 07:37:35,693: [13] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectEnvInstruction, DetectDelegatecall, DetectExternalCallAndLeak, DetectUninitializedStorage, DetectSuicidal, DetectReentrancyAdvanced, DetectUninitializedMemory, DetectIntegerOverflow, DetectUnusedRetVal
2019-08-05 07:37:35,693: [13] m.main:INFO: Beginning analysis
2019-08-05 07:37:35,704: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-08-05 07:37:36,666: [13] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-05 07:37:37,294: [13] m.e.manticore:INFO: 0 alive states, 2 terminated states
2019-08-05 07:37:37,426: [13] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-08-05 07:37:37,495: [583] m.c.manticore:INFO: Generated testcase No. 0 - RETURN(1 txs)
2019-08-05 07:37:37,498: [584] m.c.manticore:INFO: Generated testcase No. 1 - REVERT(2 txs)
2019-08-05 07:37:38,315: [13] m.c.manticore:INFO: Results in /mcore_95crh8j_
2019-08-05 07:37:39,227: [898] m.main:INFO: Registered plugins: DetectExternalCallAndLeak, DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectUninitializedStorage, DetectUninitializedMemory, DetectUnusedRetVal, DetectDelegatecall, DetectEnvInstruction, DetectIntegerOverflow, DetectReentrancyAdvanced
2019-08-05 07:37:39,228: [898] m.main:INFO: Beginning analysis
2019-08-05 07:37:39,257: [898] m.e.manticore:INFO: Starting symbolic create contract
2019-08-05 07:37:41,120: [898] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-05 07:37:43,407: [898] m.e.manticore:INFO: 1 alive states, 5 terminated states
2019-08-05 07:37:43,989: [898] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-08-05 07:37:46,235: [898] m.e.manticore:INFO: 1 alive states, 10 terminated states
2019-08-05 07:37:46,941: [2407] m.c.manticore:INFO: Generated testcase No. 0 - RETURN(3 txs)
2019-08-05 07:37:46,990: [2408] m.c.manticore:INFO: Generated testcase No. 1 - REVERT(2 txs)
2019-08-05 07:37:47,019: [2414] m.c.manticore:INFO: Generated testcase No. 2 - REVERT(2 txs)
2019-08-05 07:37:47,039: [2433] m.c.manticore:INFO: Generated testcase No. 3 - RETURN(2 txs)
2019-08-05 07:37:47,040: [2426] m.c.manticore:INFO: Generated testcase No. 4 - REVERT(2 txs)
2019-08-05 07:37:47,043: [2411] m.c.manticore:INFO: Generated testcase No. 5 - RETURN(1 txs)
2019-08-05 07:37:47,111: [2431] m.c.manticore:INFO: Generated testcase No. 6 - REVERT(3 txs)
2019-08-05 07:37:47,118: [2419] m.c.manticore:INFO: Generated testcase No. 8 - REVERT(2 txs)
2019-08-05 07:37:47,125: [2437] m.c.manticore:INFO: Generated testcase No. 7 - REVERT(3 txs)
2019-08-05 07:37:51,231: [2411] m.c.manticore:INFO: Generated testcase No. 9 - REVERT(3 txs)
2019-08-05 07:37:52,728: [2408] m.c.manticore:INFO: Generated testcase No. 10 - REVERT(3 txs)
2019-08-05 07:37:55,491: [898] m.c.manticore:INFO: Results in /mcore__d7oxth7
2019-08-05 07:37:57,009: [3032] m.main:INFO: Registered plugins: DetectReentrancyAdvanced, DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectEnvInstruction, DetectUninitializedStorage, DetectSuicidal, DetectExternalCallAndLeak, DetectUninitializedMemory, DetectDelegatecall, DetectIntegerOverflow
2019-08-05 07:37:57,010: [3032] m.main:INFO: Beginning analysis
2019-08-05 07:37:57,031: [3032] m.e.manticore:INFO: Starting symbolic create contract
2019-08-05 07:37:57,188: [3076] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-08-05 07:37:57,446: [3032] m.c.manticore:INFO: Results in /mcore_s65ysx33
2019-08-05 07:37:58,146: [3335] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectUninitializedStorage, DetectSuicidal, DetectReentrancyAdvanced, DetectIntegerOverflow, DetectDelegatecall, DetectUninitializedMemory, DetectExternalCallAndLeak, DetectEnvInstruction
2019-08-05 07:37:58,146: [3335] m.main:INFO: Beginning analysis
2019-08-05 07:37:58,162: [3335] m.e.manticore:INFO: Starting symbolic create contract
2019-08-05 07:38:30,604: [3335] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-05 07:39:06,726: [4557] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-05 07:39:21,950: [4551] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-05 07:40:10,183: [4549] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 215973974307530402712715687086147674241710790999, offset 128)
2019-08-05 07:40:10,662: [4549] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 215973974307530402712715687086147674241710790999, offset 129)
2019-08-05 07:40:11,165: [4549] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 215973974307530402712715687086147674241710790999, offset 130)
2019-08-05 07:40:11,656: [4549] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 215973974307530402712715687086147674241710790999, offset 131)
2019-08-05 07:40:12,163: [4549] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 215973974307530402712715687086147674241710790999, offset 132)
2019-08-05 07:40:12,644: [4549] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 215973974307530402712715687086147674241710790999, offset 133)
2019-08-05 07:40:13,137: [4549] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 215973974307530402712715687086147674241710790999, offset 134)
2019-08-05 07:40:13,657: [4549] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 215973974307530402712715687086147674241710790999, offset 135)
2019-08-05 07:40:14,656: [4549] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 215973974307530402712715687086147674241710790999, offset 136)
2019-08-05 07:40:15,158: [4549] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 215973974307530402712715687086147674241710790999, offset 137)
2019-08-05 07:40:15,636: [4549] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 215973974307530402712715687086147674241710790999, offset 138)
2019-08-05 07:40:16,106: [4549] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 215973974307530402712715687086147674241710790999, offset 139)
2019-08-05 07:40:16,773: [4549] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 215973974307530402712715687086147674241710790999, offset 140)
2019-08-05 07:40:17,270: [4549] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 215973974307530402712715687086147674241710790999, offset 141)
2019-08-05 07:40:17,785: [4549] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 215973974307530402712715687086147674241710790999, offset 142)
2019-08-05 07:40:18,288: [4549] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 215973974307530402712715687086147674241710790999, offset 143)
2019-08-05 07:40:18,792: [4549] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 215973974307530402712715687086147674241710790999, offset 144)
2019-08-05 07:40:19,302: [4549] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 215973974307530402712715687086147674241710790999, offset 145)
2019-08-05 07:40:19,804: [4549] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 215973974307530402712715687086147674241710790999, offset 146)
