2019-08-02 11:54:01,993: [12] m.main:INFO: Registered plugins: DetectIntegerOverflow, DetectSuicidal, DetectUnusedRetVal, DetectReentrancySimple, DetectExternalCallAndLeak, DetectEnvInstruction, DetectDelegatecall, DetectUninitializedStorage, DetectInvalid, DetectReentrancyAdvanced, DetectUninitializedMemory
2019-08-02 11:54:01,993: [12] m.main:INFO: Beginning analysis
2019-08-02 11:54:02,032: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-08-02 11:54:02,490: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-08-02 11:54:02,760: [12] m.c.manticore:INFO: Results in /mcore__m5x8glt
2019-08-02 11:54:03,520: [315] m.main:INFO: Registered plugins: DetectUnusedRetVal, DetectReentrancySimple, DetectInvalid, DetectDelegatecall, DetectExternalCallAndLeak, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectEnvInstruction, DetectReentrancyAdvanced, DetectUninitializedMemory
2019-08-02 11:54:03,520: [315] m.main:INFO: Beginning analysis
2019-08-02 11:54:03,534: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-08-02 11:54:03,960: [359] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-08-02 11:54:04,249: [315] m.c.manticore:INFO: Results in /mcore_22jpn3c7
2019-08-02 11:54:05,001: [618] m.main:INFO: Registered plugins: DetectUnusedRetVal, DetectReentrancySimple, DetectExternalCallAndLeak, DetectSuicidal, DetectUninitializedStorage, DetectEnvInstruction, DetectReentrancyAdvanced, DetectIntegerOverflow, DetectDelegatecall, DetectUninitializedMemory, DetectInvalid
2019-08-02 11:54:05,002: [618] m.main:INFO: Beginning analysis
2019-08-02 11:54:05,030: [618] m.e.manticore:INFO: Starting symbolic create contract
2019-08-02 11:54:05,454: [662] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-08-02 11:54:05,754: [618] m.c.manticore:INFO: Results in /mcore_x0zu9nfa
2019-08-02 11:54:06,538: [921] m.main:INFO: Registered plugins: DetectDelegatecall, DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectReentrancyAdvanced, DetectUninitializedMemory
2019-08-02 11:54:06,538: [921] m.main:INFO: Beginning analysis
2019-08-02 11:54:06,549: [921] m.e.manticore:INFO: Starting symbolic create contract
2019-08-02 11:54:07,490: [921] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-02 11:54:08,072: [921] m.e.manticore:INFO: 0 alive states, 2 terminated states
2019-08-02 11:54:08,166: [921] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-08-02 11:54:08,305: [1458] m.c.manticore:INFO: Generated testcase No. 0 - RETURN(1 txs)
2019-08-02 11:54:08,328: [1460] m.c.manticore:INFO: Generated testcase No. 1 - REVERT(2 txs)
2019-08-02 11:54:09,147: [921] m.c.manticore:INFO: Results in /mcore_mjyve9lz
2019-08-02 11:54:10,056: [1772] m.main:INFO: Registered plugins: DetectUnusedRetVal, DetectReentrancySimple, DetectExternalCallAndLeak, DetectSuicidal, DetectUninitializedStorage, DetectInvalid, DetectEnvInstruction, DetectReentrancyAdvanced, DetectDelegatecall, DetectUninitializedMemory, DetectIntegerOverflow
2019-08-02 11:54:10,056: [1772] m.main:INFO: Beginning analysis
2019-08-02 11:54:10,066: [1772] m.e.manticore:INFO: Starting symbolic create contract
2019-08-02 11:54:17,530: [1772] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-02 11:54:22,552: [2566] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:54:22,860: [2560] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:54:24,558: [2569] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:54:26,258: [2573] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:54:26,644: [2575] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:54:27,461: [2574] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-02 11:54:28,264: [1772] m.e.manticore:INFO: 4 alive states, 15 terminated states
2019-08-02 11:54:31,061: [1772] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-08-02 11:54:45,532: [4337] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:54:46,838: [4305] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:54:47,535: [4308] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:54:47,727: [4306] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:54:49,038: [4350] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:54:49,934: [4337] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:54:53,342: [4305] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:54:55,629: [4329] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:54:57,110: [4322] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:55:00,027: [4306] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:55:01,857: [4315] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-02 11:55:02,735: [4322] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:55:05,595: [4337] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-02 11:55:06,986: [4308] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-02 11:55:10,840: [4308] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:55:12,234: [4343] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-02 11:55:12,925: [4329] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:55:14,131: [4322] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:55:15,037: [4313] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:55:15,542: [4305] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:55:16,141: [4315] m.e.detectors:WARNING: INVALID instruction
2019-08-02 11:55:17,440: [4322] m.e.detectors:WARNING: INVALID instruction
