2019-07-22 11:12:12,801: [13] m.main:INFO: Registered plugins: DetectEnvInstruction, DetectSuicidal, DetectReentrancySimple, DetectInvalid, DetectDelegatecall, DetectUnusedRetVal, DetectUninitializedMemory, DetectExternalCallAndLeak, DetectIntegerOverflow, DetectUninitializedStorage, DetectReentrancyAdvanced
2019-07-22 11:12:12,802: [13] m.main:INFO: Beginning analysis
2019-07-22 11:12:12,829: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-07-22 11:12:13,899: [13] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-22 11:12:14,613: [13] m.e.manticore:INFO: 0 alive states, 2 terminated states
2019-07-22 11:12:14,716: [13] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-07-22 11:12:14,866: [592] m.c.manticore:INFO: Generated testcase No. 0 - RETURN(1 txs)
2019-07-22 11:12:14,871: [586] m.c.manticore:INFO: Generated testcase No. 1 - REVERT(2 txs)
2019-07-22 11:12:15,790: [13] m.c.manticore:INFO: Results in /mcore_9bzc2pl_
2019-07-22 11:12:16,647: [898] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectSuicidal, DetectUnusedRetVal, DetectInvalid, DetectDelegatecall, DetectExternalCallAndLeak, DetectUninitializedStorage, DetectEnvInstruction, DetectIntegerOverflow, DetectUninitializedMemory, DetectReentrancyAdvanced
2019-07-22 11:12:16,647: [898] m.main:INFO: Beginning analysis
2019-07-22 11:12:16,663: [898] m.e.manticore:INFO: Starting symbolic create contract
2019-07-22 11:12:19,229: [898] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-22 11:12:23,823: [898] m.e.manticore:INFO: 1 alive states, 7 terminated states
2019-07-22 11:12:24,963: [898] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-07-22 11:12:30,163: [898] m.e.manticore:INFO: 1 alive states, 14 terminated states
2019-07-22 11:12:31,439: [2638] m.c.manticore:INFO: Generated testcase No. 0 - RETURN(3 txs)
2019-07-22 11:12:31,508: [2639] m.c.manticore:INFO: Generated testcase No. 1 - RETURN(1 txs)
2019-07-22 11:12:31,603: [2646] m.c.manticore:INFO: Generated testcase No. 4 - REVERT(2 txs)
2019-07-22 11:12:31,610: [2647] m.c.manticore:INFO: Generated testcase No. 3 - REVERT(2 txs)
2019-07-22 11:12:31,611: [2644] m.c.manticore:INFO: Generated testcase No. 5 - REVERT(2 txs)
2019-07-22 11:12:31,616: [2641] m.c.manticore:INFO: Generated testcase No. 2 - REVERT(2 txs)
2019-07-22 11:12:31,705: [2652] m.c.manticore:INFO: Generated testcase No. 7 - REVERT(2 txs)
2019-07-22 11:12:31,731: [2648] m.c.manticore:INFO: Generated testcase No. 6 - REVERT(2 txs)
2019-07-22 11:12:31,815: [2650] m.c.manticore:INFO: Generated testcase No. 8 - REVERT(3 txs)
2019-07-22 11:12:31,844: [2649] m.c.manticore:INFO: Generated testcase No. 9 - RETURN(2 txs)
2019-07-22 11:12:52,905: [2641] m.c.manticore:INFO: Generated testcase No. 10 - REVERT(3 txs)
2019-07-22 11:12:53,707: [2647] m.c.manticore:INFO: Generated testcase No. 11 - REVERT(3 txs)
2019-07-22 11:12:54,217: [2644] m.c.manticore:INFO: Generated testcase No. 12 - REVERT(3 txs)
2019-07-22 11:12:56,220: [2648] m.c.manticore:INFO: Generated testcase No. 13 - REVERT(3 txs)
2019-07-22 11:12:56,433: [2652] m.c.manticore:INFO: Generated testcase No. 14 - REVERT(3 txs)
2019-07-22 11:13:09,372: [898] m.c.manticore:INFO: Results in /mcore_i6t4jyn2
2019-07-22 11:13:11,755: [3389] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectExternalCallAndLeak, DetectReentrancyAdvanced, DetectEnvInstruction, DetectUninitializedMemory, DetectDelegatecall
2019-07-22 11:13:11,755: [3389] m.main:INFO: Beginning analysis
2019-07-22 11:13:11,772: [3389] m.e.manticore:INFO: Starting symbolic create contract
2019-07-22 11:13:12,236: [3433] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-22 11:13:12,699: [3389] m.c.manticore:INFO: Results in /mcore_2cdzz7xc
2019-07-22 11:13:13,427: [3692] m.main:INFO: Registered plugins: DetectSuicidal, DetectReentrancySimple, DetectInvalid, DetectReentrancyAdvanced, DetectEnvInstruction, DetectDelegatecall, DetectUninitializedStorage, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectUninitializedMemory, DetectIntegerOverflow
2019-07-22 11:13:13,428: [3692] m.main:INFO: Beginning analysis
2019-07-22 11:13:13,447: [3692] m.e.manticore:INFO: Starting symbolic create contract
2019-07-22 11:13:47,187: [3692] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-22 11:20:13,473: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 128)
2019-07-22 11:20:15,069: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 129)
2019-07-22 11:20:16,426: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 130)
2019-07-22 11:20:18,236: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 131)
2019-07-22 11:20:20,134: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 132)
2019-07-22 11:20:22,370: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 133)
2019-07-22 11:20:25,275: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 134)
2019-07-22 11:20:26,738: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 135)
2019-07-22 11:20:28,071: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 136)
2019-07-22 11:20:31,676: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 137)
2019-07-22 11:20:33,274: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 138)
2019-07-22 11:20:35,570: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 139)
2019-07-22 11:20:37,135: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 140)
2019-07-22 11:20:39,110: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 141)
2019-07-22 11:20:41,254: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 142)
2019-07-22 11:20:43,758: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 143)
2019-07-22 11:20:45,664: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 144)
2019-07-22 11:20:47,450: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 145)
2019-07-22 11:20:49,774: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 146)
2019-07-22 11:20:53,678: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 147)
2019-07-22 11:20:55,477: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 148)
2019-07-22 11:20:57,346: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 149)
2019-07-22 11:20:58,573: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 128)
2019-07-22 11:20:58,673: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 150)
2019-07-22 11:20:59,954: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 151)
2019-07-22 11:21:02,070: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 152)
2019-07-22 11:21:02,078: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 129)
2019-07-22 11:21:03,762: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 153)
2019-07-22 11:21:03,766: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 130)
2019-07-22 11:21:05,612: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 131)
2019-07-22 11:21:05,846: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 154)
2019-07-22 11:21:07,374: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 132)
2019-07-22 11:21:07,759: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 155)
2019-07-22 11:21:09,774: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 133)
2019-07-22 11:21:10,062: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 156)
2019-07-22 11:21:11,173: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 134)
2019-07-22 11:21:11,574: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 157)
2019-07-22 11:21:12,914: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 135)
2019-07-22 11:21:13,222: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 158)
2019-07-22 11:21:14,918: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 159)
2019-07-22 11:21:15,418: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 136)
2019-07-22 11:21:17,174: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 137)
2019-07-22 11:21:18,374: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 138)
2019-07-22 11:21:20,171: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 139)
2019-07-22 11:21:21,771: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 140)
2019-07-22 11:21:24,060: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 128)
2019-07-22 11:21:26,042: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 141)
2019-07-22 11:21:26,168: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 129)
2019-07-22 11:21:27,458: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 130)
2019-07-22 11:21:27,672: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 142)
2019-07-22 11:21:29,675: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 131)
2019-07-22 11:21:29,954: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 143)
2019-07-22 11:21:31,341: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 132)
2019-07-22 11:21:31,602: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 144)
2019-07-22 11:21:32,972: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 133)
2019-07-22 11:21:33,475: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 145)
2019-07-22 11:21:34,668: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 134)
2019-07-22 11:21:34,871: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 146)
2019-07-22 11:21:35,574: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 135)
2019-07-22 11:21:36,573: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 147)
2019-07-22 11:21:37,470: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 136)
2019-07-22 11:21:37,676: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 148)
2019-07-22 11:21:39,471: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 149)
2019-07-22 11:21:39,472: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 137)
2019-07-22 11:21:40,910: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 138)
2019-07-22 11:21:41,066: [4780] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 150)
2019-07-22 11:21:42,106: [4782] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1305186598062788392419873260656697632914374902910, offset 139)
