2019-07-24 05:39:21,736: [13] m.main:INFO: Registered plugins: DetectReentrancyAdvanced, DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUninitializedMemory, DetectDelegatecall
2019-07-24 05:39:21,736: [13] m.main:INFO: Beginning analysis
2019-07-24 05:39:21,766: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 05:39:21,982: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-24 05:39:22,493: [13] m.c.manticore:INFO: Results in /mcore_mxvt49_g
2019-07-24 05:39:23,266: [316] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectExternalCallAndLeak, DetectReentrancyAdvanced, DetectEnvInstruction, DetectUninitializedMemory, DetectDelegatecall
2019-07-24 05:39:23,266: [316] m.main:INFO: Beginning analysis
2019-07-24 05:39:23,277: [316] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 05:39:43,282: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 05:39:44,395: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 05:40:07,701: [316] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-24 05:41:11,722: [1722] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 05:42:10,838: [1735] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 05:42:20,912: [1735] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 05:42:34,726: [1726] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 05:42:35,946: [1722] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 05:44:48,164: [1726] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 05:47:29,626: [1732] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 96152764906687358180913135619728675266134682110, offset 128)
2019-07-24 05:47:32,614: [1732] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 96152764906687358180913135619728675266134682110, offset 129)
2019-07-24 05:47:35,830: [1732] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 96152764906687358180913135619728675266134682110, offset 130)
2019-07-24 05:47:39,056: [1732] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 96152764906687358180913135619728675266134682110, offset 131)
2019-07-24 05:47:42,810: [1732] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 96152764906687358180913135619728675266134682110, offset 132)
2019-07-24 05:47:47,322: [1732] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 96152764906687358180913135619728675266134682110, offset 133)
2019-07-24 05:47:50,239: [1732] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 96152764906687358180913135619728675266134682110, offset 134)
2019-07-24 05:47:59,002: [1732] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 96152764906687358180913135619728675266134682110, offset 135)
2019-07-24 05:48:01,806: [1732] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 96152764906687358180913135619728675266134682110, offset 136)
2019-07-24 05:48:04,934: [1732] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 96152764906687358180913135619728675266134682110, offset 137)
2019-07-24 05:48:07,650: [1732] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 96152764906687358180913135619728675266134682110, offset 138)
2019-07-24 05:48:09,569: [1732] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 96152764906687358180913135619728675266134682110, offset 139)
2019-07-24 05:48:13,746: [1732] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 96152764906687358180913135619728675266134682110, offset 140)
