2019-07-25 16:57:17,000: [12] m.main:INFO: Registered plugins: DetectDelegatecall, DetectUnusedRetVal, DetectReentrancySimple, DetectInvalid, DetectReentrancyAdvanced, DetectEnvInstruction, DetectSuicidal, DetectUninitializedStorage, DetectIntegerOverflow, DetectExternalCallAndLeak, DetectUninitializedMemory
2019-07-25 16:57:17,000: [12] m.main:INFO: Beginning analysis
2019-07-25 16:57:17,066: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 16:57:17,291: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-25 16:57:17,796: [12] m.c.manticore:INFO: Results in /mcore_gxzodwha
2019-07-25 16:57:18,589: [315] m.main:INFO: Registered plugins: DetectEnvInstruction, DetectUninitializedStorage, DetectSuicidal, DetectExternalCallAndLeak, DetectIntegerOverflow, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectDelegatecall, DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal
2019-07-25 16:57:18,590: [315] m.main:INFO: Beginning analysis
2019-07-25 16:57:18,614: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 16:57:35,573: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 16:57:36,783: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 16:58:00,862: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-25 16:58:41,651: [1544] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 16:59:33,226: [1535] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 16:59:46,430: [1535] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 16:59:55,762: [1554] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 17:00:03,046: [1516] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 17:01:04,367: [1515] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 17:01:24,039: [1535] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 17:01:34,966: [1515] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 17:04:14,323: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 128)
2019-07-25 17:04:17,014: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 129)
2019-07-25 17:04:19,646: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 130)
2019-07-25 17:04:22,162: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 131)
2019-07-25 17:04:28,638: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 132)
2019-07-25 17:04:31,006: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 133)
2019-07-25 17:04:33,168: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 134)
2019-07-25 17:04:35,942: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 135)
2019-07-25 17:04:38,006: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 136)
2019-07-25 17:04:40,355: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 137)
2019-07-25 17:04:43,154: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 138)
2019-07-25 17:04:45,530: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 139)
2019-07-25 17:04:48,147: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 140)
2019-07-25 17:04:51,742: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 141)
2019-07-25 17:04:54,671: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 142)
2019-07-25 17:04:57,873: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 143)
2019-07-25 17:05:04,866: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 144)
2019-07-25 17:05:08,010: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 145)
2019-07-25 17:05:10,110: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 146)
2019-07-25 17:05:13,010: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 147)
2019-07-25 17:05:15,350: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 148)
2019-07-25 17:05:18,030: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 149)
2019-07-25 17:05:22,070: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 150)
2019-07-25 17:05:24,834: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 151)
2019-07-25 17:05:27,668: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 152)
2019-07-25 17:05:30,472: [1554] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 826662035676754129388406110046597303760508602247, offset 153)
