2019-07-25 11:42:15,567: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectUnusedRetVal, DetectUninitializedStorage, DetectEnvInstruction, DetectDelegatecall, DetectUninitializedMemory, DetectExternalCallAndLeak, DetectIntegerOverflow, DetectReentrancyAdvanced
2019-07-25 11:42:15,568: [12] m.main:INFO: Beginning analysis
2019-07-25 11:42:15,580: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 11:42:15,887: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-25 11:42:16,438: [12] m.c.manticore:INFO: Results in /mcore_0yytxne9
2019-07-25 11:42:17,254: [315] m.main:INFO: Registered plugins: DetectReentrancyAdvanced, DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectEnvInstruction, DetectUninitializedStorage, DetectSuicidal, DetectDelegatecall, DetectUninitializedMemory, DetectExternalCallAndLeak, DetectIntegerOverflow
2019-07-25 11:42:17,255: [315] m.main:INFO: Beginning analysis
2019-07-25 11:42:17,273: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 11:42:33,471: [365] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 11:42:34,790: [365] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 11:42:58,479: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-25 11:43:41,078: [1526] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 11:44:29,930: [1523] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 11:44:42,763: [1523] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 11:44:52,410: [1528] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 11:44:59,634: [1527] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 11:45:52,606: [1523] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 11:46:19,213: [1523] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 11:46:22,350: [1531] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 11:49:07,262: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 128)
2019-07-25 11:49:09,542: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 129)
2019-07-25 11:49:12,742: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 130)
2019-07-25 11:49:15,354: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 131)
2019-07-25 11:49:18,114: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 132)
2019-07-25 11:49:21,468: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 133)
2019-07-25 11:49:24,510: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 134)
2019-07-25 11:49:26,250: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 135)
2019-07-25 11:49:29,050: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 136)
2019-07-25 11:49:32,523: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 137)
2019-07-25 11:49:35,254: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 138)
2019-07-25 11:49:43,132: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 139)
2019-07-25 11:49:45,848: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 140)
2019-07-25 11:49:49,338: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 141)
2019-07-25 11:49:52,007: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 142)
2019-07-25 11:49:55,284: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 143)
2019-07-25 11:49:58,246: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 144)
2019-07-25 11:50:02,431: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 145)
2019-07-25 11:50:04,962: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 146)
2019-07-25 11:50:07,318: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 147)
2019-07-25 11:50:09,711: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 148)
2019-07-25 11:50:11,764: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 149)
2019-07-25 11:50:14,006: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 150)
2019-07-25 11:50:16,665: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 151)
2019-07-25 11:50:19,541: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 152)
2019-07-25 11:50:22,650: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 153)
2019-07-25 11:50:32,610: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 154)
2019-07-25 11:50:35,731: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 155)
2019-07-25 11:50:38,218: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 156)
2019-07-25 11:50:40,446: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 157)
2019-07-25 11:50:42,962: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 158)
2019-07-25 11:50:45,330: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 159)
2019-07-25 11:50:56,438: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 128)
2019-07-25 11:50:59,546: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 129)
2019-07-25 11:51:02,862: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 130)
2019-07-25 11:51:05,110: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 131)
2019-07-25 11:51:08,022: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 132)
2019-07-25 11:51:11,442: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 133)
2019-07-25 11:51:14,434: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 260081345512848156643692935665249214109590576376, offset 134)
