2019-07-24 23:14:45,353: [13] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectExternalCallAndLeak, DetectUninitializedStorage, DetectEnvInstruction, DetectDelegatecall, DetectIntegerOverflow, DetectReentrancyAdvanced, DetectSuicidal, DetectUninitializedMemory, DetectUnusedRetVal
2019-07-24 23:14:45,353: [13] m.main:INFO: Beginning analysis
2019-07-24 23:14:45,371: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 23:14:45,598: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-24 23:14:46,097: [13] m.c.manticore:INFO: Results in /mcore_6mw25uv3
2019-07-24 23:14:46,988: [316] m.main:INFO: Registered plugins: DetectSuicidal, DetectReentrancyAdvanced, DetectInvalid, DetectEnvInstruction, DetectDelegatecall, DetectUninitializedMemory, DetectIntegerOverflow, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectReentrancySimple, DetectUninitializedStorage
2019-07-24 23:14:46,988: [316] m.main:INFO: Beginning analysis
2019-07-24 23:14:47,003: [316] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 23:15:28,842: [316] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-24 23:17:02,150: [1509] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 23:17:24,171: [1499] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 23:18:21,745: [1509] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 23:18:55,865: [1509] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 23:21:13,570: [1496] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 23:21:37,665: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 128)
2019-07-24 23:21:41,045: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 129)
2019-07-24 23:21:43,177: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 130)
2019-07-24 23:21:47,038: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 131)
2019-07-24 23:21:49,377: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 132)
2019-07-24 23:21:52,133: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 133)
2019-07-24 23:21:54,575: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 134)
2019-07-24 23:21:55,970: [1496] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 23:21:57,477: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 135)
2019-07-24 23:22:00,178: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 136)
2019-07-24 23:22:03,929: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 137)
2019-07-24 23:22:11,857: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 138)
2019-07-24 23:22:15,413: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 139)
2019-07-24 23:22:18,577: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 140)
2019-07-24 23:22:21,437: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 141)
2019-07-24 23:22:24,545: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 142)
2019-07-24 23:22:27,181: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 143)
2019-07-24 23:22:29,577: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 144)
2019-07-24 23:22:32,825: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 145)
2019-07-24 23:22:35,578: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 146)
2019-07-24 23:22:37,966: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 147)
2019-07-24 23:22:40,866: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 148)
2019-07-24 23:22:43,679: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 149)
2019-07-24 23:22:46,017: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 150)
2019-07-24 23:22:47,961: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 151)
2019-07-24 23:22:52,655: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 152)
2019-07-24 23:22:54,250: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 153)
2019-07-24 23:22:56,217: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 128)
2019-07-24 23:22:56,377: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 154)
2019-07-24 23:22:58,281: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 155)
2019-07-24 23:22:58,461: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 129)
2019-07-24 23:22:59,949: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 156)
2019-07-24 23:23:00,445: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 130)
2019-07-24 23:23:01,325: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 157)
2019-07-24 23:23:02,978: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 131)
2019-07-24 23:23:03,661: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 158)
2019-07-24 23:23:05,078: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 132)
2019-07-24 23:23:07,013: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 159)
2019-07-24 23:23:08,379: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 133)
2019-07-24 23:23:10,478: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 134)
2019-07-24 23:23:11,817: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 135)
2019-07-24 23:23:13,478: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 136)
2019-07-24 23:23:14,681: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 128)
2019-07-24 23:23:14,873: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 137)
2019-07-24 23:23:16,374: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 138)
2019-07-24 23:23:16,621: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 129)
2019-07-24 23:23:17,826: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 139)
2019-07-24 23:23:18,735: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 130)
2019-07-24 23:23:20,673: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 131)
2019-07-24 23:23:22,076: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 140)
2019-07-24 23:23:22,679: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 132)
2019-07-24 23:23:23,765: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 141)
2019-07-24 23:23:24,157: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 133)
2019-07-24 23:23:25,641: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 142)
2019-07-24 23:23:26,513: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 134)
2019-07-24 23:23:28,125: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 143)
2019-07-24 23:23:28,178: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 135)
2019-07-24 23:23:29,981: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 144)
2019-07-24 23:23:30,041: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 136)
2019-07-24 23:23:31,629: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 145)
2019-07-24 23:23:33,265: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 146)
2019-07-24 23:23:35,177: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 147)
2019-07-24 23:23:36,486: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 137)
2019-07-24 23:23:36,580: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 148)
2019-07-24 23:23:38,137: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 138)
2019-07-24 23:23:39,529: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 149)
2019-07-24 23:23:40,670: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 139)
2019-07-24 23:23:42,580: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 150)
2019-07-24 23:23:42,617: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 140)
2019-07-24 23:23:44,571: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 151)
2019-07-24 23:23:44,729: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 141)
2019-07-24 23:23:46,453: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 152)
2019-07-24 23:23:47,177: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 142)
2019-07-24 23:23:48,673: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 153)
2019-07-24 23:23:49,613: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 143)
2019-07-24 23:23:50,341: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 154)
2019-07-24 23:23:51,649: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 144)
2019-07-24 23:23:52,469: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 155)
2019-07-24 23:23:53,653: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 145)
2019-07-24 23:23:54,825: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 156)
2019-07-24 23:23:55,869: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 146)
2019-07-24 23:23:56,917: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 157)
2019-07-24 23:23:58,672: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 158)
2019-07-24 23:23:58,774: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 147)
2019-07-24 23:24:01,174: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 148)
2019-07-24 23:24:01,417: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 159)
2019-07-24 23:24:03,269: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 149)
2019-07-24 23:24:04,561: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 150)
2019-07-24 23:24:06,778: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 151)
2019-07-24 23:24:09,177: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 152)
2019-07-24 23:24:09,178: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 128)
2019-07-24 23:24:11,252: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 153)
2019-07-24 23:24:13,243: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 154)
2019-07-24 23:24:14,025: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 129)
2019-07-24 23:24:15,473: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 155)
2019-07-24 23:24:16,557: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 130)
2019-07-24 23:24:17,378: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 156)
2019-07-24 23:24:18,379: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 131)
2019-07-24 23:24:19,757: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 157)
2019-07-24 23:24:19,981: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 132)
2019-07-24 23:24:22,381: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 133)
2019-07-24 23:24:24,985: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 134)
2019-07-24 23:24:26,774: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 158)
2019-07-24 23:24:27,437: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 135)
2019-07-24 23:24:28,981: [1512] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 159)
2019-07-24 23:24:29,825: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 136)
2019-07-24 23:24:31,974: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 137)
2019-07-24 23:24:34,378: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 138)
2019-07-24 23:24:36,773: [1502] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 464641470209362322228902806653025936351762389051, offset 139)
