2019-07-23 01:12:39,989: [13] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectSuicidal, DetectUninitializedStorage, DetectEnvInstruction, DetectReentrancyAdvanced, DetectDelegatecall, DetectUninitializedMemory, DetectIntegerOverflow
2019-07-23 01:12:39,990: [13] m.main:INFO: Beginning analysis
2019-07-23 01:12:40,001: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-07-23 01:12:40,300: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-23 01:12:40,800: [13] m.c.manticore:INFO: Results in /mcore_boevlzbq
2019-07-23 01:12:41,689: [316] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectDelegatecall, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectEnvInstruction, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectExternalCallAndLeak
2019-07-23 01:12:41,689: [316] m.main:INFO: Beginning analysis
2019-07-23 01:12:41,698: [316] m.e.manticore:INFO: Starting symbolic create contract
2019-07-23 01:13:14,538: [316] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-23 01:14:03,983: [1510] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 01:14:26,281: [1490] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 01:15:09,231: [1510] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 01:15:09,570: [1513] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 01:15:55,182: [1487] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 689046923455501434218589066928112875254339106268, offset 128)
2019-07-23 01:15:56,130: [1487] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 689046923455501434218589066928112875254339106268, offset 129)
2019-07-23 01:15:56,880: [1487] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 689046923455501434218589066928112875254339106268, offset 130)
2019-07-23 01:15:57,873: [1487] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 689046923455501434218589066928112875254339106268, offset 131)
2019-07-23 01:15:58,752: [1487] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 689046923455501434218589066928112875254339106268, offset 132)
2019-07-23 01:15:59,664: [1487] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 689046923455501434218589066928112875254339106268, offset 133)
2019-07-23 01:16:00,530: [1487] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 689046923455501434218589066928112875254339106268, offset 134)
2019-07-23 01:16:01,364: [1487] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 689046923455501434218589066928112875254339106268, offset 135)
2019-07-23 01:16:02,373: [1487] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 689046923455501434218589066928112875254339106268, offset 136)
2019-07-23 01:16:04,270: [1487] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 689046923455501434218589066928112875254339106268, offset 137)
2019-07-23 01:16:04,974: [1487] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 689046923455501434218589066928112875254339106268, offset 138)
2019-07-23 01:16:05,927: [1487] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 689046923455501434218589066928112875254339106268, offset 139)
2019-07-23 01:16:06,663: [1487] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 689046923455501434218589066928112875254339106268, offset 140)
2019-07-23 01:16:07,285: [1487] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 689046923455501434218589066928112875254339106268, offset 141)
