2019-07-25 03:55:24,471: [12] m.main:INFO: Registered plugins: DetectUnusedRetVal, DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectEnvInstruction, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectIntegerOverflow, DetectDelegatecall, DetectExternalCallAndLeak, DetectUninitializedMemory
2019-07-25 03:55:24,471: [12] m.main:INFO: Beginning analysis
2019-07-25 03:55:24,483: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 03:55:24,877: [58] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-25 03:55:25,381: [12] m.c.manticore:INFO: Results in /mcore_befcpqzf
2019-07-25 03:55:26,185: [315] m.main:INFO: Registered plugins: DetectExternalCallAndLeak, DetectUnusedRetVal, DetectDelegatecall, DetectReentrancySimple, DetectInvalid, DetectEnvInstruction, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectUninitializedMemory, DetectReentrancyAdvanced
2019-07-25 03:55:26,185: [315] m.main:INFO: Beginning analysis
2019-07-25 03:55:26,196: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 03:55:41,962: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 03:55:43,155: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 03:56:07,386: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-25 03:56:49,146: [1526] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 03:57:47,234: [1526] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 03:57:58,862: [1526] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 03:58:06,223: [1520] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 03:58:09,903: [1529] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 03:58:58,122: [1523] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 03:59:30,455: [1523] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 03:59:34,412: [1516] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 04:02:36,654: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 128)
2019-07-25 04:02:42,326: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 129)
2019-07-25 04:02:43,918: [1529] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 04:02:44,279: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 130)
2019-07-25 04:02:46,262: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 131)
2019-07-25 04:02:49,330: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 132)
2019-07-25 04:02:52,018: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 133)
2019-07-25 04:02:54,947: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 134)
2019-07-25 04:02:58,126: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 135)
2019-07-25 04:03:01,434: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 136)
2019-07-25 04:03:05,842: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 137)
2019-07-25 04:03:08,746: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 138)
2019-07-25 04:03:12,554: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 139)
2019-07-25 04:03:15,051: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 140)
2019-07-25 04:03:22,634: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 141)
2019-07-25 04:03:25,914: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 142)
2019-07-25 04:03:29,734: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 143)
2019-07-25 04:03:32,726: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 144)
2019-07-25 04:03:36,402: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 145)
2019-07-25 04:03:39,770: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 146)
2019-07-25 04:03:42,470: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 147)
2019-07-25 04:03:45,666: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 148)
2019-07-25 04:03:48,638: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 149)
2019-07-25 04:03:51,259: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 150)
2019-07-25 04:03:54,842: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 151)
2019-07-25 04:03:58,414: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 152)
2019-07-25 04:04:01,634: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 153)
2019-07-25 04:04:05,747: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 154)
2019-07-25 04:04:14,570: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 155)
2019-07-25 04:04:16,930: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 156)
2019-07-25 04:04:20,934: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 157)
2019-07-25 04:04:23,180: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 158)
2019-07-25 04:04:25,862: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 159)
2019-07-25 04:04:33,541: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 128)
2019-07-25 04:04:36,642: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 128)
2019-07-25 04:04:37,666: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 129)
2019-07-25 04:04:41,058: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 129)
2019-07-25 04:04:41,074: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 130)
2019-07-25 04:04:44,614: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 131)
2019-07-25 04:04:44,875: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 130)
2019-07-25 04:04:47,130: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 132)
2019-07-25 04:04:48,274: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 131)
2019-07-25 04:04:50,303: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 133)
2019-07-25 04:04:51,578: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 132)
2019-07-25 04:04:54,677: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1429684328570540707800409168305574206998917905070, offset 134)
