2019-08-04 20:42:46,351: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectDelegatecall
2019-08-04 20:42:46,352: [12] m.main:INFO: Beginning analysis
2019-08-04 20:42:46,363: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-08-04 20:42:46,475: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-08-04 20:42:46,654: [12] m.c.manticore:INFO: Results in /mcore_3h2og4wh
2019-08-04 20:42:47,210: [315] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectUninitializedStorage, DetectSuicidal, DetectExternalCallAndLeak, DetectReentrancyAdvanced, DetectEnvInstruction, DetectIntegerOverflow, DetectUninitializedMemory, DetectDelegatecall
2019-08-04 20:42:47,211: [315] m.main:INFO: Beginning analysis
2019-08-04 20:42:47,221: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-08-04 20:43:02,337: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-04 20:43:03,170: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-04 20:43:20,194: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-04 20:43:39,291: [1538] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-04 20:43:58,600: [1521] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-04 20:44:01,985: [1521] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-04 20:44:02,286: [1530] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-04 20:44:04,979: [1545] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-04 20:44:25,093: [1516] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-04 20:44:33,794: [1516] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-04 20:44:36,691: [1518] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-04 20:45:40,990: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1239375205084769106748772774406061762907291695136, offset 128)
2019-08-04 20:45:43,696: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1239375205084769106748772774406061762907291695136, offset 129)
2019-08-04 20:45:44,880: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1239375205084769106748772774406061762907291695136, offset 130)
2019-08-04 20:45:45,980: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1239375205084769106748772774406061762907291695136, offset 131)
2019-08-04 20:45:47,192: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1239375205084769106748772774406061762907291695136, offset 132)
2019-08-04 20:45:48,802: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1239375205084769106748772774406061762907291695136, offset 133)
2019-08-04 20:45:49,988: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1239375205084769106748772774406061762907291695136, offset 134)
2019-08-04 20:45:51,203: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1239375205084769106748772774406061762907291695136, offset 135)
2019-08-04 20:45:52,394: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1239375205084769106748772774406061762907291695136, offset 136)
2019-08-04 20:45:53,583: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1239375205084769106748772774406061762907291695136, offset 137)
2019-08-04 20:45:54,790: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1239375205084769106748772774406061762907291695136, offset 138)
2019-08-04 20:45:55,998: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1239375205084769106748772774406061762907291695136, offset 139)
2019-08-04 20:45:59,074: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1239375205084769106748772774406061762907291695136, offset 140)
2019-08-04 20:46:00,207: [1526] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1239375205084769106748772774406061762907291695136, offset 141)
