/unique_chucks/8/0xcbc66115e9d8655709c3408d0e320410aef1161a.sol
jar:file:/usr/local/lib/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 139
column: 2
content: for(uinti=0;i<receivers.length;i++){if(!processedTransactions[payment_ids[i]]){TokenTimelockvault=newTokenTimelock(token,receivers[i],vesting[i]);require(token.transfer(address(vault),transfers[i]));processedTransactions[payment_ids[i]]=true;emitVestingTransfer(receivers[i],address(vault),vesting[i],transfers[i]);}}

ruleId: SOLIDITY_GAS_LIMIT_IN_LOOPS
patternId: f6f853
severity: 2
line: 139
column: 2
content: for(uinti=0;i<receivers.length;i++){if(!processedTransactions[payment_ids[i]]){TokenTimelockvault=newTokenTimelock(token,receivers[i],vesting[i]);require(token.transfer(address(vault),transfers[i]));processedTransactions[payment_ids[i]]=true;emitVestingTransfer(receivers[i],address(vault),vesting[i],transfers[i]);}}

ruleId: SOLIDITY_PRAGMAS_VERSION
patternId: 23fc32
severity: 1
line: 1
column: 16
content: ^

ruleId: SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA
patternId: 5616b2
severity: 1
line: 71
column: 7
content: private

ruleId: SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA
patternId: 5616b2
severity: 1
line: 74
column: 9
content: private

ruleId: SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA
patternId: 5616b2
severity: 1
line: 77
column: 9
content: private

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 125
column: 1
content: mapping(uint32=>bool)processedTransactions;

SOLIDITY_VISIBILITY :1
SOLIDITY_PRAGMAS_VERSION :1
SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA :3
SOLIDITY_EXTRA_GAS_IN_LOOPS :1
SOLIDITY_GAS_LIMIT_IN_LOOPS :1
