2019-07-26 05:35:35,690: [12] m.main:INFO: Registered plugins: DetectExternalCallAndLeak, DetectReentrancyAdvanced, DetectIntegerOverflow, DetectSuicidal, DetectReentrancySimple, DetectInvalid, DetectUninitializedMemory, DetectEnvInstruction, DetectDelegatecall, DetectUninitializedStorage, DetectUnusedRetVal
2019-07-26 05:35:35,690: [12] m.main:INFO: Beginning analysis
2019-07-26 05:35:35,702: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 05:35:36,043: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-26 05:35:36,530: [12] m.c.manticore:INFO: Results in /mcore_o3wk4plp
2019-07-26 05:35:37,465: [315] m.main:INFO: Registered plugins: DetectReentrancyAdvanced, DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectDelegatecall, DetectUninitializedStorage, DetectSuicidal, DetectEnvInstruction, DetectIntegerOverflow, DetectUninitializedMemory, DetectExternalCallAndLeak
2019-07-26 05:35:37,465: [315] m.main:INFO: Beginning analysis
2019-07-26 05:35:37,483: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 05:36:18,665: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-26 05:37:55,541: [1518] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 05:38:19,761: [1509] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 05:39:22,025: [1514] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 05:39:54,484: [1514] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 05:41:02,169: [1487] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 05:42:26,437: [1518] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 05:42:56,857: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 128)
2019-07-26 05:43:00,313: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 129)
2019-07-26 05:43:02,525: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 130)
2019-07-26 05:43:07,442: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 131)
2019-07-26 05:43:10,477: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 132)
2019-07-26 05:43:13,751: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 133)
2019-07-26 05:43:14,789: [1518] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 05:43:17,281: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 134)
2019-07-26 05:43:19,457: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 135)
2019-07-26 05:43:22,333: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 136)
2019-07-26 05:43:25,037: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 137)
2019-07-26 05:43:28,882: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 138)
2019-07-26 05:43:32,241: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 139)
2019-07-26 05:43:38,185: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 140)
2019-07-26 05:43:40,349: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 141)
2019-07-26 05:43:42,629: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 142)
2019-07-26 05:43:45,114: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 143)
2019-07-26 05:43:48,653: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 144)
2019-07-26 05:43:52,349: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 145)
2019-07-26 05:43:56,158: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 146)
2019-07-26 05:43:59,157: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 147)
2019-07-26 05:44:01,664: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 148)
2019-07-26 05:44:05,541: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 149)
2019-07-26 05:44:11,869: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 150)
2019-07-26 05:44:14,380: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 151)
2019-07-26 05:44:17,651: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 152)
2019-07-26 05:44:20,122: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 153)
2019-07-26 05:44:22,181: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 154)
2019-07-26 05:44:24,277: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 155)
2019-07-26 05:44:25,983: [1506] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 175339441003710157860719110687706591253673124253, offset 156)
