2019-08-01 03:10:26,669: [13] m.main:INFO: Registered plugins: DetectUnusedRetVal, DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectDelegatecall, DetectEnvInstruction, DetectUninitializedMemory, DetectExternalCallAndLeak, DetectIntegerOverflow
2019-08-01 03:10:26,670: [13] m.main:INFO: Beginning analysis
2019-08-01 03:10:26,711: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-08-01 03:10:36,189: [13] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-01 03:10:56,337: [954] m.e.detectors:WARNING: Reachable external call to sender
2019-08-01 03:10:58,114: [937] m.e.detectors:WARNING: Returned value at CALL instruction is not used
2019-08-01 03:11:48,195: [940] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 485239273801564984987943823052669764621805634408, offset 128)
2019-08-01 03:11:48,655: [940] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 485239273801564984987943823052669764621805634408, offset 129)
2019-08-01 03:11:49,119: [940] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 485239273801564984987943823052669764621805634408, offset 130)
2019-08-01 03:11:49,595: [940] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 485239273801564984987943823052669764621805634408, offset 131)
2019-08-01 03:11:50,327: [940] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 485239273801564984987943823052669764621805634408, offset 132)
2019-08-01 03:11:50,795: [940] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 485239273801564984987943823052669764621805634408, offset 133)
2019-08-01 03:11:51,263: [940] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 485239273801564984987943823052669764621805634408, offset 134)
2019-08-01 03:11:51,716: [940] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 485239273801564984987943823052669764621805634408, offset 135)
2019-08-01 03:11:52,190: [940] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 485239273801564984987943823052669764621805634408, offset 136)
2019-08-01 03:11:52,652: [940] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 485239273801564984987943823052669764621805634408, offset 137)
