2019-07-26 02:28:09,100: [12] m.main:INFO: Registered plugins: DetectUninitializedMemory, DetectInvalid, DetectUnusedRetVal, DetectReentrancySimple, DetectExternalCallAndLeak, DetectSuicidal, DetectEnvInstruction, DetectUninitializedStorage, DetectReentrancyAdvanced, DetectDelegatecall, DetectIntegerOverflow
2019-07-26 02:28:09,101: [12] m.main:INFO: Beginning analysis
2019-07-26 02:28:09,169: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 02:28:10,671: [12] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-26 02:28:11,766: [12] m.e.manticore:INFO: 0 alive states, 2 terminated states
2019-07-26 02:28:11,962: [12] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-07-26 02:28:12,009: [582] m.c.manticore:INFO: Generated testcase No. 0 - RETURN(1 txs)
2019-07-26 02:28:12,103: [587] m.c.manticore:INFO: Generated testcase No. 1 - REVERT(2 txs)
2019-07-26 02:28:13,277: [12] m.c.manticore:INFO: Results in /mcore_hkalj5cj
2019-07-26 02:28:14,493: [897] m.main:INFO: Registered plugins: DetectReentrancyAdvanced, DetectUnusedRetVal, DetectReentrancySimple, DetectInvalid, DetectExternalCallAndLeak, DetectSuicidal, DetectUninitializedMemory, DetectEnvInstruction, DetectUninitializedStorage, DetectIntegerOverflow, DetectDelegatecall
2019-07-26 02:28:14,494: [897] m.main:INFO: Beginning analysis
2019-07-26 02:28:14,560: [897] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 02:28:17,522: [897] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-26 02:28:21,476: [897] m.e.manticore:INFO: 1 alive states, 5 terminated states
2019-07-26 02:28:22,342: [897] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-07-26 02:28:26,762: [897] m.e.manticore:INFO: 1 alive states, 10 terminated states
2019-07-26 02:28:27,699: [2407] m.c.manticore:INFO: Generated testcase No. 0 - RETURN(1 txs)
2019-07-26 02:28:27,702: [2405] m.c.manticore:INFO: Generated testcase No. 1 - RETURN(3 txs)
2019-07-26 02:28:27,780: [2412] m.c.manticore:INFO: Generated testcase No. 2 - REVERT(2 txs)
2019-07-26 02:28:27,945: [2427] m.c.manticore:INFO: Generated testcase No. 3 - RETURN(2 txs)
2019-07-26 02:28:27,949: [2406] m.c.manticore:INFO: Generated testcase No. 5 - REVERT(2 txs)
2019-07-26 02:28:28,014: [2415] m.c.manticore:INFO: Generated testcase No. 4 - REVERT(2 txs)
2019-07-26 02:28:28,015: [2424] m.c.manticore:INFO: Generated testcase No. 6 - REVERT(3 txs)
2019-07-26 02:28:28,044: [2418] m.c.manticore:INFO: Generated testcase No. 7 - REVERT(3 txs)
2019-07-26 02:28:28,147: [2409] m.c.manticore:INFO: Generated testcase No. 8 - REVERT(2 txs)
2019-07-26 02:28:40,058: [2407] m.c.manticore:INFO: Generated testcase No. 9 - REVERT(3 txs)
2019-07-26 02:28:42,713: [2406] m.c.manticore:INFO: Generated testcase No. 10 - REVERT(3 txs)
2019-07-26 02:28:48,568: [897] m.c.manticore:INFO: Results in /mcore_9so2798a
2019-07-26 02:28:50,528: [3030] m.main:INFO: Registered plugins: DetectUninitializedMemory, DetectEnvInstruction, DetectInvalid, DetectSuicidal, DetectReentrancySimple, DetectReentrancyAdvanced, DetectIntegerOverflow, DetectDelegatecall, DetectUninitializedStorage, DetectExternalCallAndLeak, DetectUnusedRetVal
2019-07-26 02:28:50,528: [3030] m.main:INFO: Beginning analysis
2019-07-26 02:28:50,568: [3030] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 02:28:50,985: [3076] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-26 02:28:51,437: [3030] m.c.manticore:INFO: Results in /mcore_i9la4t1a
2019-07-26 02:28:52,374: [3333] m.main:INFO: Registered plugins: DetectUnusedRetVal, DetectUninitializedStorage, DetectEnvInstruction, DetectSuicidal, DetectDelegatecall, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectExternalCallAndLeak, DetectIntegerOverflow, DetectReentrancySimple, DetectInvalid
2019-07-26 02:28:52,374: [3333] m.main:INFO: Beginning analysis
2019-07-26 02:28:52,387: [3333] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 02:29:33,434: [3333] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-26 02:36:19,062: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 128)
2019-07-26 02:36:20,853: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 129)
2019-07-26 02:36:23,658: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 130)
2019-07-26 02:36:25,450: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 131)
2019-07-26 02:36:27,214: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 132)
2019-07-26 02:36:28,770: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 133)
2019-07-26 02:36:30,566: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 134)
2019-07-26 02:36:34,062: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 135)
2019-07-26 02:36:35,974: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 136)
2019-07-26 02:36:37,554: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 137)
2019-07-26 02:36:38,930: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 138)
2019-07-26 02:36:40,370: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 139)
2019-07-26 02:36:42,132: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 140)
2019-07-26 02:36:44,470: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 141)
2019-07-26 02:36:46,618: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 142)
2019-07-26 02:36:48,243: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 143)
2019-07-26 02:36:50,166: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 144)
2019-07-26 02:36:54,866: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 145)
2019-07-26 02:36:56,770: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 146)
2019-07-26 02:36:58,422: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 147)
2019-07-26 02:37:01,038: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 148)
2019-07-26 02:37:02,734: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 149)
2019-07-26 02:37:03,970: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 150)
2019-07-26 02:37:05,774: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 151)
2019-07-26 02:37:07,870: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 152)
2019-07-26 02:37:10,158: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 153)
2019-07-26 02:37:12,674: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 154)
2019-07-26 02:37:14,263: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 155)
2019-07-26 02:37:16,766: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 156)
2019-07-26 02:37:21,457: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 157)
2019-07-26 02:37:22,473: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 158)
2019-07-26 02:37:24,106: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 159)
2019-07-26 02:37:27,546: [4429] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 128)
2019-07-26 02:37:29,369: [4429] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 129)
2019-07-26 02:37:30,174: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 128)
2019-07-26 02:37:31,534: [4429] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 130)
2019-07-26 02:37:32,173: [4440] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 703121178449818081770203147153514801416036133085, offset 129)
