2019-08-02 16:34:20,258: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUninitializedMemory, DetectDelegatecall
2019-08-02 16:34:20,258: [12] m.main:INFO: Beginning analysis
2019-08-02 16:34:20,267: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-08-02 16:34:20,376: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-08-02 16:34:20,623: [12] m.c.manticore:INFO: Results in /mcore_eh6xdy9k
2019-08-02 16:34:21,368: [315] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectDelegatecall, DetectSuicidal, DetectExternalCallAndLeak, DetectUninitializedStorage, DetectIntegerOverflow, DetectEnvInstruction, DetectReentrancyAdvanced, DetectUninitializedMemory, DetectUnusedRetVal
2019-08-02 16:34:21,368: [315] m.main:INFO: Beginning analysis
2019-08-02 16:34:21,415: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-08-02 16:34:39,455: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-02 16:34:40,625: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-02 16:35:02,876: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-02 16:35:28,915: [1518] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-02 16:35:54,972: [1533] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-02 16:36:00,340: [1533] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-02 16:36:04,279: [1522] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-02 16:36:05,341: [1529] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-02 16:36:35,082: [1522] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-02 16:36:48,420: [1533] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-02 16:36:48,515: [1522] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-02 16:38:14,498: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160596849714930750804113040603361668607203960763, offset 128)
2019-08-02 16:38:16,322: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160596849714930750804113040603361668607203960763, offset 129)
2019-08-02 16:38:19,491: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160596849714930750804113040603361668607203960763, offset 130)
2019-08-02 16:38:21,119: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160596849714930750804113040603361668607203960763, offset 131)
2019-08-02 16:38:22,831: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160596849714930750804113040603361668607203960763, offset 132)
2019-08-02 16:38:24,417: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160596849714930750804113040603361668607203960763, offset 133)
2019-08-02 16:38:26,919: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160596849714930750804113040603361668607203960763, offset 134)
2019-08-02 16:38:28,506: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160596849714930750804113040603361668607203960763, offset 135)
2019-08-02 16:38:30,394: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160596849714930750804113040603361668607203960763, offset 136)
2019-08-02 16:38:32,119: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160596849714930750804113040603361668607203960763, offset 137)
2019-08-02 16:38:33,995: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160596849714930750804113040603361668607203960763, offset 138)
2019-08-02 16:38:35,519: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160596849714930750804113040603361668607203960763, offset 139)
2019-08-02 16:38:38,714: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160596849714930750804113040603361668607203960763, offset 140)
2019-08-02 16:38:40,491: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160596849714930750804113040603361668607203960763, offset 141)
2019-08-02 16:38:42,898: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1160596849714930750804113040603361668607203960763, offset 142)
