/unique_chucks/25/0xe2ef9698900e7deef586e335caa25b2d4f22af5b.sol
jar:file:/usr/local/lib/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_DIV_MUL
patternId: 09hhh1
severity: 2
line: 344
column: 15
content: _betAmount/100*100

ruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 417
column: 2
content: for(uinti=0;nextRewardPlayNo<playNo&&i<currentRewardNum;i++){betInfostoragep=playerBetInfoOf[nextRewardPlayNo];if(!p.IsReturnAward){_cashPrize(p,allAmount,nextRewardPlayNo);}nextRewardPlayNo=nextRewardPlayNo.add(1);}

ruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 463
column: 2
content: for(uint_index=0;_index<_playNos.length;_index++){uint_playNo=_playNos[_index];if(_playNo>=gameBeginPlayNo&&_playNo<playNo){betInfostoragep=playerBetInfoOf[_playNo];if(!p.IsReturnAward){_cashPrize(p,allAmount,_playNo);}}}

ruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 561
column: 2
content: for(uint_index=0;_index<_playNos.length;_index++){uint_playNo=_playNos[_index];if(_playNo>=gameBeginPlayNo&&_playNo<playNo){betInfostoragep=playerBetInfoOf[_playNo];if(!p.IsReturnAward){p.IsReturnAward=true;uint256ToUser=p.BetAmount;userEtherOf[this]=userEtherOf[this].sub(ToUser);userEtherOf[p.Player]=userEtherOf[p.Player].add(ToUser);}}}

ruleId: SOLIDITY_GAS_LIMIT_IN_LOOPS
patternId: f6f853
severity: 2
line: 463
column: 2
content: for(uint_index=0;_index<_playNos.length;_index++){uint_playNo=_playNos[_index];if(_playNo>=gameBeginPlayNo&&_playNo<playNo){betInfostoragep=playerBetInfoOf[_playNo];if(!p.IsReturnAward){_cashPrize(p,allAmount,_playNo);}}}

ruleId: SOLIDITY_GAS_LIMIT_IN_LOOPS
patternId: f6f853
severity: 2
line: 561
column: 2
content: for(uint_index=0;_index<_playNos.length;_index++){uint_playNo=_playNos[_index];if(_playNo>=gameBeginPlayNo&&_playNo<playNo){betInfostoragep=playerBetInfoOf[_playNo];if(!p.IsReturnAward){p.IsReturnAward=true;uint256ToUser=p.BetAmount;userEtherOf[this]=userEtherOf[this].sub(ToUser);userEtherOf[p.Player]=userEtherOf[p.Player].add(ToUser);}}}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 59
column: 4
content: functionsetOwner(address_newOwner)publiconlyOwner{owner=_newOwner;}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 106
column: 4
content: functionsetOfficialGameUrl(string_newOfficialGameUrl)publiconlyOwner{officialGameUrl=_newOfficialGameUrl;}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 125
column: 1
content: functionsetAuction(address_newAuction)publiconlyOwner{auction=_newAuction;}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 226
column: 1
content: functionsetDecider(address_decider)publiconlyOwner{decider=_decider;}

ruleId: SOLIDITY_PRAGMAS_VERSION
patternId: 23fc32
severity: 1
line: 1
column: 16
content: ^

ruleId: SOLIDITY_SAFEMATH
patternId: 837cac
severity: 1
line: 47
column: 1
content: usingSafeMathforuint256;

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 91h3sa
severity: 1
line: 609
column: 13
content: public

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 106
column: 32
content: string_newOfficialGameUrl

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 113
column: 20
content: string_gameName

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 252
column: 21
content: string_team1

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 252
column: 36
content: string_team2

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 271
column: 22
content: string_team1

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 271
column: 37
content: string_team2

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 452
column: 26
content: uint[]_playNos

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 458
column: 30
content: uint[]_playNos

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 556
column: 25
content: uint[]_playNos

SOLIDITY_SAFEMATH :1
SOLIDITY_OVERPOWERED_ROLE :4
SOLIDITY_PRAGMAS_VERSION :1
SOLIDITY_EXTRA_GAS_IN_LOOPS :3
SOLIDITY_UPGRADE_TO_050 :10
SOLIDITY_GAS_LIMIT_IN_LOOPS :2
SOLIDITY_DIV_MUL :1
