/unique_chucks/11/0x3521b99f2020fe66213aa27aff326118cdea86a2.sol
jar:file:/usr/local/lib/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_ERC20_APPROVE
patternId: af782c
severity: 2
line: 285
column: 2
content: functionapprove(address_to,uint256_itemId)onlyERC721()public{require(msg.sender!=_to);require(tokenExists(_itemId));require(ownerOf(_itemId)==msg.sender);if(_to==0){if(approvedOfItem[_itemId]!=0){deleteapprovedOfItem[_itemId];Approval(msg.sender,0,_itemId);}}else{approvedOfItem[_itemId]=_to;Approval(msg.sender,_to,_itemId);}}

ruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 128
column: 4
content: for(uint256i=0;i<_itemIds.length;i++){if(priceOfItem[_itemIds[i]]>0||itemRegistry.priceOf(_itemIds[i])==0){continue;}listItemFromRegistry(_itemIds[i]);}

ruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 148
column: 4
content: for(uint256i=0;i<_itemIds.length;i++){listItem(_itemIds[i],_price,_owner);}

ruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 250
column: 4
content: for(uint256i=0;i<listedItems.length;i++){if(ownerOf(listedItems[i])==_owner){counter++;}}

ruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 267
column: 4
content: for(uint256i=0;i<listedItems.length;i++){if(ownerOf(listedItems[i])==_owner){items[itemCounter]=listedItems[i];itemCounter+=1;}}

ruleId: SOLIDITY_GAS_LIMIT_IN_LOOPS
patternId: f6f853
severity: 2
line: 128
column: 4
content: for(uint256i=0;i<_itemIds.length;i++){if(priceOfItem[_itemIds[i]]>0||itemRegistry.priceOf(_itemIds[i])==0){continue;}listItemFromRegistry(_itemIds[i]);}

ruleId: SOLIDITY_GAS_LIMIT_IN_LOOPS
patternId: f6f853
severity: 2
line: 148
column: 4
content: for(uint256i=0;i<_itemIds.length;i++){listItem(_itemIds[i],_price,_owner);}

ruleId: SOLIDITY_GAS_LIMIT_IN_LOOPS
patternId: f6f853
severity: 2
line: 250
column: 4
content: for(uint256i=0;i<listedItems.length;i++){if(ownerOf(listedItems[i])==_owner){counter++;}}

ruleId: SOLIDITY_GAS_LIMIT_IN_LOOPS
patternId: f6f853
severity: 2
line: 267
column: 4
content: for(uint256i=0;i<listedItems.length;i++){if(ownerOf(listedItems[i])==_owner){items[itemCounter]=listedItems[i];itemCounter+=1;}}

ruleId: SOLIDITY_PRAGMAS_VERSION
patternId: 23fc32
severity: 1
line: 1
column: 16
content: ^

ruleId: SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA
patternId: 5616b2
severity: 1
line: 53
column: 10
content: private

ruleId: SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA
patternId: 5616b2
severity: 1
line: 54
column: 28
content: private

ruleId: SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA
patternId: 5616b2
severity: 1
line: 55
column: 16
content: private

ruleId: SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA
patternId: 5616b2
severity: 1
line: 56
column: 7
