/unique_chucks/23/0x0aab7417de4f1b8255c7bcef24ffe5ad0e0441f9.sol
jar:file:/usr/local/lib/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_LOCKED_MONEY
patternId: 30281d
severity: 3
line: 317
column: 0
content: contractLISCTradeisFrezeeableAccounts,Tradeable,LinkedToFiatTransform,InvestmentTransform,StartStopSell{uint256internalbaseFiatPrice;uint256publicminBuyAmount;constructor(uint256basePrice)public{baseFiatPrice=basePrice;}functionpriceInUSD()viewpublicreturns(uint256){uint256price=baseFiatPrice;price=fiatDrift(price);price=investmentRate(price);require(price>0,"USD price cant be zero");returnprice;}functionpriceInETH()viewpublicreturns(uint256){returnFiatToEther(priceInUSD());}functiontokensPerETH()viewpublicreturns(uint256){uint256EthPerToken=priceInETH();returndenominator*denominator/EthPerToken;}functionbuy(stringcomment)payablepubliccanBuynotFrozen(msg.sender){uint256USDAmount=EtherToFiat(msg.value);require(USDAmount>minBuyAmount,"You cant buy lesser than min USD amount");_buy(msg.value,tokensPerETH(),comment);}functionsell(uint256tokenAmount,stringcomment)publiccanSellnotFrozen(msg.sender){_sell(tokenAmount,tokensPerETH(),comment);}}

ruleId: SOLIDITY_PRAGMAS_VERSION
patternId: 23fc32
severity: 1
line: 1
column: 16
content: ^

ruleId: SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA
patternId: 5616b2
severity: 1
line: 6
column: 10
content: private

ruleId: SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA
patternId: 5616b2
severity: 1
line: 226
column: 7
content: private

ruleId: SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA
patternId: 5616b2
severity: 1
line: 247
column: 16
content: private

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 53
column: 6
content: stringtokenName

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 54
column: 6
content: stringtokenSymbol

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 95
column: 6
content: stringtokenName

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 96
column: 6
content: stringtokenSymbol

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 119
column: 19
content: stringcomment

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 123
column: 36
content: stringcomment

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 160
column: 55
content: stringcomment

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 170
column: 57
content: stringcomment

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 210
column: 20
content: stringcomment

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 347
column: 15
content: stringcomment

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 354
column: 37
content: stringcomment

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 366
column: 6
content: stringtokenName

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 367
column: 6
content: stringtokenSymbol

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 377
column: 59
content: stringcomment

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 393
column: 21
content: string_message

SOLIDITY_PRAGMAS_VERSION :1
SOLIDITY_LOCKED_MONEY :1
SOLIDITY_PRIVATE_MODIFIER_DONT_HIDE_DATA :3
SOLIDITY_UPGRADE_TO_050 :15
