2019-07-24 20:53:55,710: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectDelegatecall, DetectEnvInstruction, DetectUnusedRetVal, DetectIntegerOverflow, DetectUninitializedMemory, DetectExternalCallAndLeak, DetectSuicidal
2019-07-24 20:53:55,711: [12] m.main:INFO: Beginning analysis
2019-07-24 20:53:55,723: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 20:54:04,655: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 160)
2019-07-24 20:54:04,678: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 161)
2019-07-24 20:54:04,706: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 162)
2019-07-24 20:54:04,729: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 163)
2019-07-24 20:54:04,747: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 164)
2019-07-24 20:54:04,766: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 165)
2019-07-24 20:54:04,785: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 166)
2019-07-24 20:54:04,807: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 167)
2019-07-24 20:54:04,825: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 168)
2019-07-24 20:54:04,844: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 169)
2019-07-24 20:54:04,863: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 170)
2019-07-24 20:54:04,884: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 171)
2019-07-24 20:54:04,908: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 172)
2019-07-24 20:54:04,928: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 173)
2019-07-24 20:54:04,951: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 174)
2019-07-24 20:54:04,974: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 175)
2019-07-24 20:54:04,997: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 176)
2019-07-24 20:54:05,019: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 177)
2019-07-24 20:54:05,040: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 178)
2019-07-24 20:54:05,061: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 179)
2019-07-24 20:54:05,084: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 180)
2019-07-24 20:54:05,105: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 181)
2019-07-24 20:54:05,128: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 182)
2019-07-24 20:54:05,150: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 183)
2019-07-24 20:54:05,171: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 184)
2019-07-24 20:54:05,195: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 185)
2019-07-24 20:54:05,218: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 186)
2019-07-24 20:54:05,241: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 187)
2019-07-24 20:54:05,264: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 188)
2019-07-24 20:54:05,287: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 189)
2019-07-24 20:54:05,308: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 190)
2019-07-24 20:54:05,329: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 191)
2019-07-24 20:54:06,596: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 192)
2019-07-24 20:54:06,620: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 193)
2019-07-24 20:54:06,645: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 194)
2019-07-24 20:54:06,663: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 195)
2019-07-24 20:54:06,685: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 196)
2019-07-24 20:54:06,707: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 197)
2019-07-24 20:54:06,732: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 198)
2019-07-24 20:54:06,751: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 199)
2019-07-24 20:54:06,775: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 200)
2019-07-24 20:54:06,796: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 201)
2019-07-24 20:54:06,815: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 202)
2019-07-24 20:54:06,839: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 203)
2019-07-24 20:54:06,861: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 204)
2019-07-24 20:54:06,881: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 205)
2019-07-24 20:54:06,904: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 206)
2019-07-24 20:54:06,928: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 207)
2019-07-24 20:54:06,950: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 208)
2019-07-24 20:54:06,973: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 209)
2019-07-24 20:54:06,994: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 210)
2019-07-24 20:54:07,015: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 211)
2019-07-24 20:54:07,037: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 212)
2019-07-24 20:54:07,063: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 213)
2019-07-24 20:54:07,084: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 214)
2019-07-24 20:54:07,102: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 215)
2019-07-24 20:54:07,123: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 216)
2019-07-24 20:54:07,143: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 217)
2019-07-24 20:54:07,166: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 218)
2019-07-24 20:54:07,185: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 219)
2019-07-24 20:54:07,209: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 220)
2019-07-24 20:54:07,231: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 221)
2019-07-24 20:54:07,253: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 222)
2019-07-24 20:54:07,275: [60] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1085346885582425875732758699251792149774568436226, offset 223)
2019-07-24 20:54:13,687: [12] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-24 20:59:39,439: [12] m.e.manticore:INFO: 11 alive states, 13 terminated states
2019-07-24 20:59:47,766: [12] m.e.manticore:INFO: Starting symbolic transaction: 1
