2019-07-26 05:33:36,483: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectDelegatecall
2019-07-26 05:33:36,484: [12] m.main:INFO: Beginning analysis
2019-07-26 05:33:36,495: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 05:33:36,681: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-26 05:33:37,202: [12] m.c.manticore:INFO: Results in /mcore_pqm16b1s
2019-07-26 05:33:38,198: [315] m.main:INFO: Registered plugins: DetectUninitializedMemory, DetectUnusedRetVal, DetectReentrancySimple, DetectInvalid, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectReentrancyAdvanced, DetectDelegatecall
2019-07-26 05:33:38,198: [315] m.main:INFO: Beginning analysis
2019-07-26 05:33:38,209: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 05:33:57,179: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-26 05:33:58,400: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-26 05:34:22,121: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-26 05:35:09,376: [1523] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-26 05:36:07,418: [1520] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 05:36:20,125: [1520] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-26 05:36:30,313: [1524] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 05:36:45,223: [1514] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-26 05:37:39,473: [1520] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 05:38:10,822: [1520] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 05:38:15,853: [1521] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-26 05:41:14,265: [1521] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 168498929444829337993866556008048503905959654171, offset 128)
2019-07-26 05:41:17,221: [1521] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 168498929444829337993866556008048503905959654171, offset 129)
2019-07-26 05:41:19,584: [1521] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 168498929444829337993866556008048503905959654171, offset 130)
2019-07-26 05:41:22,053: [1521] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 168498929444829337993866556008048503905959654171, offset 131)
2019-07-26 05:41:23,781: [1521] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 168498929444829337993866556008048503905959654171, offset 132)
2019-07-26 05:41:25,569: [1521] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 168498929444829337993866556008048503905959654171, offset 133)
2019-07-26 05:41:27,481: [1521] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 168498929444829337993866556008048503905959654171, offset 134)
2019-07-26 05:41:29,654: [1521] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 168498929444829337993866556008048503905959654171, offset 135)
2019-07-26 05:41:31,581: [1521] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 168498929444829337993866556008048503905959654171, offset 136)
2019-07-26 05:41:34,085: [1521] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 168498929444829337993866556008048503905959654171, offset 137)
2019-07-26 05:41:39,292: [1521] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 168498929444829337993866556008048503905959654171, offset 138)
2019-07-26 05:41:41,482: [1521] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 168498929444829337993866556008048503905959654171, offset 139)
2019-07-26 05:41:44,683: [1521] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 168498929444829337993866556008048503905959654171, offset 140)
2019-07-26 05:41:47,649: [1521] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 168498929444829337993866556008048503905959654171, offset 141)
2019-07-26 05:41:52,025: [1521] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 168498929444829337993866556008048503905959654171, offset 142)
2019-07-26 05:41:56,253: [1521] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 168498929444829337993866556008048503905959654171, offset 143)
2019-07-26 05:42:00,845: [1521] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 168498929444829337993866556008048503905959654171, offset 144)
2019-07-26 05:42:05,854: [1521] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 168498929444829337993866556008048503905959654171, offset 145)
2019-07-26 05:42:11,221: [1521] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 168498929444829337993866556008048503905959654171, offset 146)
2019-07-26 05:42:16,349: [1521] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 168498929444829337993866556008048503905959654171, offset 147)
