2019-07-24 13:01:18,740: [12] m.main:INFO: Registered plugins: DetectUnusedRetVal, DetectReentrancySimple, DetectInvalid, DetectExternalCallAndLeak, DetectSuicidal, DetectUninitializedStorage, DetectIntegerOverflow, DetectEnvInstruction, DetectReentrancyAdvanced, DetectDelegatecall, DetectUninitializedMemory
2019-07-24 13:01:18,741: [12] m.main:INFO: Beginning analysis
2019-07-24 13:01:18,752: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 13:01:19,038: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-24 13:01:19,451: [12] m.c.manticore:INFO: Results in /mcore_1wcf9phy
2019-07-24 13:01:20,287: [315] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUninitializedMemory, DetectDelegatecall
2019-07-24 13:01:20,288: [315] m.main:INFO: Beginning analysis
2019-07-24 13:01:20,317: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 13:01:37,215: [369] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 13:01:38,484: [369] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 13:02:00,475: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-24 13:02:40,225: [1518] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 13:03:27,791: [1535] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 13:03:39,017: [1535] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 13:03:44,907: [1527] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 13:03:50,671: [1518] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 13:04:46,619: [1518] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 13:05:12,091: [1518] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 13:05:13,166: [1532] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 13:07:38,966: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 128)
2019-07-24 13:07:41,692: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 129)
2019-07-24 13:07:44,011: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 130)
2019-07-24 13:07:50,459: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 131)
2019-07-24 13:07:53,303: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 132)
2019-07-24 13:07:56,816: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 133)
2019-07-24 13:07:59,679: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 134)
2019-07-24 13:08:01,486: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 135)
2019-07-24 13:08:03,792: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 136)
2019-07-24 13:08:06,116: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 137)
2019-07-24 13:08:08,304: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 138)
2019-07-24 13:08:11,196: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 139)
2019-07-24 13:08:13,612: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 140)
2019-07-24 13:08:15,755: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 141)
2019-07-24 13:08:19,420: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 142)
2019-07-24 13:08:26,113: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 143)
2019-07-24 13:08:28,268: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 144)
2019-07-24 13:08:30,696: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 145)
2019-07-24 13:08:32,813: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 146)
2019-07-24 13:08:35,600: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 147)
2019-07-24 13:08:38,015: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 148)
2019-07-24 13:08:40,318: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1114952871716350794056115014742698738814211876181, offset 149)
