2019-07-23 05:24:38,501: [13] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUninitializedMemory, DetectDelegatecall
2019-07-23 05:24:38,501: [13] m.main:INFO: Beginning analysis
2019-07-23 05:24:38,551: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-07-23 05:24:38,779: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-23 05:24:39,277: [13] m.c.manticore:INFO: Results in /mcore_0x7gw50y
2019-07-23 05:24:40,129: [316] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectDelegatecall, DetectUninitializedStorage, DetectExternalCallAndLeak, DetectReentrancyAdvanced, DetectUninitializedMemory, DetectIntegerOverflow, DetectEnvInstruction, DetectUnusedRetVal
2019-07-23 05:24:40,130: [316] m.main:INFO: Beginning analysis
2019-07-23 05:24:40,169: [316] m.e.manticore:INFO: Starting symbolic create contract
2019-07-23 05:24:56,112: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-23 05:24:57,074: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-23 05:25:16,052: [316] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-23 05:25:54,518: [1519] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-23 05:26:49,562: [1537] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 05:26:59,938: [1537] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-23 05:27:00,734: [1519] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-23 05:27:03,930: [1530] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 05:27:58,206: [1519] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 05:28:18,634: [1539] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-23 05:28:24,957: [1519] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 05:30:49,550: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1045821121014365612506559177206289834604767534403, offset 128)
2019-07-23 05:30:53,266: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1045821121014365612506559177206289834604767534403, offset 129)
2019-07-23 05:30:59,172: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1045821121014365612506559177206289834604767534403, offset 130)
2019-07-23 05:31:01,534: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1045821121014365612506559177206289834604767534403, offset 131)
2019-07-23 05:31:03,842: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1045821121014365612506559177206289834604767534403, offset 132)
2019-07-23 05:31:06,234: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1045821121014365612506559177206289834604767534403, offset 133)
2019-07-23 05:31:08,570: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1045821121014365612506559177206289834604767534403, offset 134)
2019-07-23 05:31:10,962: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1045821121014365612506559177206289834604767534403, offset 135)
2019-07-23 05:31:12,630: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1045821121014365612506559177206289834604767534403, offset 136)
2019-07-23 05:31:16,238: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1045821121014365612506559177206289834604767534403, offset 137)
2019-07-23 05:31:18,646: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1045821121014365612506559177206289834604767534403, offset 138)
2019-07-23 05:31:21,258: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1045821121014365612506559177206289834604767534403, offset 139)
2019-07-23 05:31:23,673: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1045821121014365612506559177206289834604767534403, offset 140)
2019-07-23 05:31:29,857: [1522] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1045821121014365612506559177206289834604767534403, offset 141)
