2019-07-24 01:39:36,967: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectDelegatecall, DetectSuicidal, DetectExternalCallAndLeak, DetectUninitializedStorage, DetectEnvInstruction, DetectIntegerOverflow, DetectReentrancyAdvanced, DetectUninitializedMemory, DetectUnusedRetVal
2019-07-24 01:39:36,968: [12] m.main:INFO: Beginning analysis
2019-07-24 01:39:36,984: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 01:39:37,292: [60] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-24 01:39:37,766: [12] m.c.manticore:INFO: Results in /mcore_lingt19i
2019-07-24 01:39:38,508: [315] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectUninitializedStorage, DetectEnvInstruction, DetectDelegatecall, DetectUninitializedMemory, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectIntegerOverflow, DetectReentrancyAdvanced
2019-07-24 01:39:38,508: [315] m.main:INFO: Beginning analysis
2019-07-24 01:39:38,566: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 01:39:56,960: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 01:39:58,242: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 01:40:22,928: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-24 01:41:08,051: [1541] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 01:42:03,846: [1533] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 01:42:15,342: [1533] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 01:42:23,038: [1526] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 01:42:26,514: [1541] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 01:43:22,969: [1515] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 01:43:53,818: [1515] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 01:43:55,707: [1537] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 01:46:46,554: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 128)
2019-07-24 01:46:50,110: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 129)
2019-07-24 01:46:53,146: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 130)
2019-07-24 01:46:55,830: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 131)
2019-07-24 01:47:03,715: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 132)
2019-07-24 01:47:05,954: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 133)
2019-07-24 01:47:08,527: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 134)
2019-07-24 01:47:11,066: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 135)
2019-07-24 01:47:14,250: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 136)
2019-07-24 01:47:16,630: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 137)
2019-07-24 01:47:19,746: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 138)
2019-07-24 01:47:22,403: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 139)
2019-07-24 01:47:24,766: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 140)
2019-07-24 01:47:27,230: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 141)
2019-07-24 01:47:29,935: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 142)
2019-07-24 01:47:32,022: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 143)
2019-07-24 01:47:40,273: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 144)
2019-07-24 01:47:43,079: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 145)
2019-07-24 01:47:46,255: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 146)
2019-07-24 01:47:49,927: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 147)
2019-07-24 01:47:52,855: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 148)
2019-07-24 01:47:55,342: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 149)
2019-07-24 01:47:58,410: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 150)
2019-07-24 01:48:01,218: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 151)
2019-07-24 01:48:04,034: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 152)
2019-07-24 01:48:06,471: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 306953254362523951087461492729648972632471334391, offset 153)
