2019-07-31 12:33:34,341: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectUninitializedStorage, DetectExternalCallAndLeak, DetectSuicidal, DetectEnvInstruction, DetectIntegerOverflow, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectDelegatecall
2019-07-31 12:33:34,341: [12] m.main:INFO: Beginning analysis
2019-07-31 12:33:34,356: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-31 12:33:36,032: [12] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-31 12:36:39,548: [318] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-31 12:36:39,873: [12] m.e.manticore:INFO: 5 alive states, 10 terminated states
2019-07-31 12:36:45,637: [12] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-07-31 12:45:05,994: [1677] m.c.worker:ERROR: Exception in state 8: SolverError('',)
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1213, in execute
    result = self._handler(*arguments)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1086, in _handler
    return implementation(*arguments)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 548, in wrapper
    return func(*args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2013, in RETURN
    raise EndTx("RETURN", data)
manticore.platforms.evm.EndTx: EndTX<RETURN>

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/worker.py", line 121, in run
    current_state.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/state.py", line 6, in execute
    return self._platform.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2684, in execute
    self.current_vm.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1285, in execute
    self._advance(exception=True)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1166, in _advance
    self._publish("did_evm_execute_instruction", last_instruction, last_arguments, result)
  File "/usr/local/lib/python3.6/dist-packages/manticore/utils/event.py", line 128, in _publish
    self._publish_impl(_name, *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/utils/event.py", line 145, in _publish_impl
    sink._publish_impl(_name, *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/utils/event.py", line 145, in _publish_impl
    sink._publish_impl(_name, *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/utils/event.py", line 143, in _publish_impl
    sink._publish_impl(_name, self, *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/utils/event.py", line 136, in _publish_impl
    callback(robj(), *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/detectors.py", line 530, in did_evm_execute_instruction_callback
    self._check_finding(state, data)
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/detectors.py", line 502, in _check_finding
    if state.can_be_true(condition):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/state.py", line 297, in can_be_true
    return self._solver.can_be_true(self._constraints, expr)
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 402, in can_be_true
    return self._is_sat()
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 328, in _is_sat
    raise SolverError(status)
manticore.exceptions.SolverError
 
2019-07-31 12:48:34,599: [12] m.e.manticore:INFO: 24 alive states, 60 terminated states
2019-07-31 12:48:44,992: [7529] m.c.manticore:INFO: Generated testcase No. 0 - RETURN(3 txs)
2019-07-31 12:48:45,042: [7531] m.c.manticore:INFO: Generated testcase No. 1 - RETURN(3 txs)
2019-07-31 12:48:45,301: [7539] m.c.manticore:INFO: Generated testcase No. 5 - RETURN(3 txs)
2019-07-31 12:48:45,295: [7547] m.c.manticore:INFO: Generated testcase No. 6 - RETURN(3 txs)
2019-07-31 12:48:45,332: [7558] m.c.manticore:INFO: Generated testcase No. 2 - RETURN(3 txs)
2019-07-31 12:48:45,380: [7552] m.c.manticore:INFO: Generated testcase No. 4 - RETURN(3 txs)
2019-07-31 12:48:45,399: [7535] m.c.manticore:INFO: Generated testcase No. 3 - RETURN(3 txs)
2019-07-31 12:48:45,485: [7544] m.c.manticore:INFO: Generated testcase No. 7 - RETURN(3 txs)
2019-07-31 12:48:45,687: [7554] m.c.manticore:INFO: Generated testcase No. 8 - RETURN(3 txs)
2019-07-31 12:49:28,783: [7554] m.c.manticore:INFO: Generated testcase No. 9 - RETURN(3 txs)
2019-07-31 12:49:30,178: [7558] m.c.manticore:INFO: Generated testcase No. 10 - RETURN(3 txs)
2019-07-31 12:49:48,519: [7547] m.c.manticore:INFO: Generated testcase No. 11 - RETURN(3 txs)
2019-07-31 12:49:57,829: [7544] m.c.manticore:INFO: Generated testcase No. 12 - RETURN(3 txs)
2019-07-31 12:50:30,988: [7547] m.c.manticore:INFO: Generated testcase No. 13 - RETURN(3 txs)
2019-07-31 12:50:39,203: [7554] m.c.manticore:INFO: Generated testcase No. 14 - RETURN(3 txs)
2019-07-31 12:51:13,579: [7544] m.c.manticore:INFO: Generated testcase No. 15 - RETURN(3 txs)
2019-07-31 12:51:37,196: [7547] m.c.manticore:INFO: Generated testcase No. 16 - RETURN(3 txs)
2019-07-31 12:51:59,737: [7554] m.c.manticore:INFO: Generated testcase No. 17 - RETURN(3 txs)
2019-07-31 12:52:13,175: [7544] m.c.manticore:INFO: Generated testcase No. 18 - RETURN(3 txs)
2019-07-31 12:52:32,483: [7547] m.c.manticore:INFO: Generated testcase No. 19 - RETURN(3 txs)
2019-07-31 12:53:13,287: [7554] m.c.manticore:INFO: Generated testcase No. 20 - RETURN(3 txs)
2019-07-31 12:54:06,882: [7547] m.c.manticore:INFO: Generated testcase No. 21 - RETURN(3 txs)
2019-07-31 12:54:57,181: [7547] m.c.manticore:INFO: Generated testcase No. 22 - RETURN(3 txs)
2019-07-31 12:55:46,806: [7547] m.c.manticore:INFO: Generated testcase No. 23 - RETURN(3 txs)
2019-07-31 12:57:04,680: [7547] m.c.manticore:INFO: Generated testcase No. 24 - RETURN(1 txs)
2019-07-31 12:57:52,705: [7547] m.c.manticore:INFO: Generated testcase No. 25 - REVERT(2 txs)
2019-07-31 12:58:57,901: [7547] m.c.manticore:INFO: Generated testcase No. 26 - REVERT(2 txs)
2019-07-31 13:00:02,896: [7547] m.c.manticore:INFO: Generated testcase No. 27 - REVERT(2 txs)
2019-07-31 13:00:24,376: [7552] m.c.manticore:INFO: Generated testcase No. 28 - REVERT(2 txs)
2019-07-31 13:00:33,807: [7531] m.c.manticore:INFO: Generated testcase No. 29 - REVERT(2 txs)
2019-07-31 13:00:48,093: [7547] m.c.manticore:INFO: Generated testcase No. 30 - REVERT(2 txs)
2019-07-31 13:01:04,602: [7539] m.c.manticore:INFO: Generated testcase No. 31 - REVERT(2 txs)
2019-07-31 13:01:15,701: [7552] m.c.manticore:INFO: Generated testcase No. 32 - REVERT(2 txs)
