/unique_chucks/35/0xefa4a1ef3dd8f230c7d14e88f77dede0efdc2e7e.sol
jar:file:/usr/local/lib/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_ERC20_APPROVE
patternId: af782c
severity: 2
line: 139
column: 2
content: functionapprove(address_spender,uint256_value)publicreturns(bool){allowed[msg.sender][_spender]=_value;Approval(msg.sender,_spender,_value);returntrue;}

ruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 479
column: 8
content: for(uinti=0;i<totalPhases;i++){if(datetime>=phases[i].startTime&&datetime<=phases[i].endTime){returnphases[i].bonusPercent;}}

ruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 489
column: 8
content: for(uinti=0;i<totalPhases;i++){if(datetime>=phases[i].startTime&&datetime<=phases[i].endTime){returntrue;}}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 340
column: 4
content: functionsetMintTap(uint256_mintSpeed)onlyOwnerpublic{mintTap.startTime=now;mintTap.tokensIssued=0;mintTap.mintSpeed=_mintSpeed;MintTapSet(mintTap.startTime,mintTap.mintSpeed);}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 440
column: 4
content: functionsetWallet(address_address)onlyOwnerpublic{wallet=_address;WalletSet(_address);}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 583
column: 4
content: functionsetTotalPhases(uintvalue)onlyOwnerpublic{totalPhases=value;TotalPhasesChanged(value);}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 589
column: 4
content: functionsetPhase(uintindex,uint256_startTime,uint256_endTime,uint256_bonusPercent)onlyOwnerpublic{require(index<=totalPhases);phases[index]=Phase(_startTime,_endTime,_bonusPercent);SetPhase(index,_startTime,_endTime,_bonusPercent);}

ruleId: SOLIDITY_PRAGMAS_VERSION
patternId: 23fc32
severity: 1
line: 1
column: 16
content: ^

ruleId: SOLIDITY_SAFEMATH
patternId: 837cac
severity: 1
line: 55
column: 2
content: usingSafeMathforuint256;

ruleId: SOLIDITY_SAFEMATH
patternId: 837cac
severity: 1
line: 358
column: 4
content: usingSafeMathforuint256;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 57
column: 2
content: mapping(address=>uint256)balances;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 200
column: 4
content: mapping(address=>bool)owners;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 201
column: 4
content: mapping(address=>bool)minters;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 376
column: 4
content: mapping(uint=>Phase)phases;

SOLIDITY_VISIBILITY :4
SOLIDITY_SAFEMATH :2
SOLIDITY_OVERPOWERED_ROLE :4
SOLIDITY_PRAGMAS_VERSION :1
SOLIDITY_EXTRA_GAS_IN_LOOPS :2
SOLIDITY_ERC20_APPROVE :1
