2019-07-23 22:08:04,325: [12] m.main:INFO: Registered plugins: DetectSuicidal, DetectReentrancyAdvanced, DetectInvalid, DetectExternalCallAndLeak, DetectUninitializedMemory, DetectIntegerOverflow, DetectEnvInstruction, DetectReentrancySimple, DetectUnusedRetVal, DetectDelegatecall, DetectUninitializedStorage
2019-07-23 22:08:04,325: [12] m.main:INFO: Beginning analysis
2019-07-23 22:08:04,356: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-23 22:08:06,600: [12] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-23 22:08:09,771: [12] m.e.manticore:INFO: 1 alive states, 5 terminated states
2019-07-23 22:08:10,291: [12] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-07-23 22:08:13,994: [12] m.e.manticore:INFO: 1 alive states, 10 terminated states
2019-07-23 22:08:14,855: [1524] m.c.manticore:INFO: Generated testcase No. 0 - RETURN(3 txs)
2019-07-23 22:08:14,861: [1525] m.c.manticore:INFO: Generated testcase No. 2 - REVERT(2 txs)
2019-07-23 22:08:14,866: [1522] m.c.manticore:INFO: Generated testcase No. 1 - RETURN(1 txs)
2019-07-23 22:08:14,928: [1521] m.c.manticore:INFO: Generated testcase No. 3 - REVERT(2 txs)
2019-07-23 22:08:14,947: [1526] m.c.manticore:INFO: Generated testcase No. 4 - REVERT(2 txs)
2019-07-23 22:08:15,063: [1523] m.c.manticore:INFO: Generated testcase No. 6 - REVERT(2 txs)
2019-07-23 22:08:15,061: [1531] m.c.manticore:INFO: Generated testcase No. 5 - RETURN(2 txs)
2019-07-23 22:08:15,116: [1527] m.c.manticore:INFO: Generated testcase No. 7 - REVERT(3 txs)
2019-07-23 22:08:15,142: [1528] m.c.manticore:INFO: Generated testcase No. 9 - REVERT(3 txs)
2019-07-23 22:08:15,242: [1530] m.c.manticore:INFO: Generated testcase No. 8 - REVERT(3 txs)
2019-07-23 22:08:25,137: [1522] m.c.manticore:INFO: Generated testcase No. 10 - REVERT(3 txs)
2019-07-23 22:08:33,487: [12] m.c.manticore:INFO: Results in /mcore_kybtrjsr
2019-07-23 22:08:35,130: [2148] m.main:INFO: Registered plugins: DetectUnusedRetVal, DetectUninitializedStorage, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectDelegatecall, DetectIntegerOverflow, DetectReentrancySimple, DetectInvalid
2019-07-23 22:08:35,130: [2148] m.main:INFO: Beginning analysis
2019-07-23 22:08:35,154: [2148] m.e.manticore:INFO: Starting symbolic create contract
2019-07-23 22:08:35,384: [2192] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-23 22:08:35,876: [2148] m.c.manticore:INFO: Results in /mcore_jbwq1iac
2019-07-23 22:08:36,649: [2451] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectDelegatecall
2019-07-23 22:08:36,649: [2451] m.main:INFO: Beginning analysis
2019-07-23 22:08:36,667: [2451] m.e.manticore:INFO: Starting symbolic create contract
2019-07-23 22:09:10,293: [2451] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-23 22:10:15,626: [3873] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 22:10:30,822: [3877] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 22:11:06,258: [3869] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 22:11:15,306: [3865] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 22:11:39,769: [3865] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 22:11:45,822: [3869] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 22:13:28,202: [3866] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 22:14:20,150: [3873] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 329507385452568293999460148104511721060245577917, offset 128)
2019-07-23 22:14:22,442: [3873] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 329507385452568293999460148104511721060245577917, offset 129)
2019-07-23 22:14:25,138: [3873] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 329507385452568293999460148104511721060245577917, offset 130)
2019-07-23 22:14:27,466: [3873] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 329507385452568293999460148104511721060245577917, offset 131)
2019-07-23 22:14:30,362: [3873] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 329507385452568293999460148104511721060245577917, offset 132)
2019-07-23 22:14:33,330: [3873] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 329507385452568293999460148104511721060245577917, offset 133)
2019-07-23 22:14:35,246: [3873] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 329507385452568293999460148104511721060245577917, offset 134)
2019-07-23 22:14:38,062: [3873] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 329507385452568293999460148104511721060245577917, offset 135)
2019-07-23 22:14:40,326: [3873] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 329507385452568293999460148104511721060245577917, offset 136)
