2019-08-05 10:40:10,811: [12] m.main:INFO: Registered plugins: DetectEnvInstruction, DetectReentrancySimple, DetectIntegerOverflow, DetectDelegatecall, DetectReentrancyAdvanced, DetectInvalid, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectUninitializedMemory, DetectSuicidal, DetectUninitializedStorage
2019-08-05 10:40:10,812: [12] m.main:INFO: Beginning analysis
2019-08-05 10:40:10,841: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-08-05 10:40:20,346: [12] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-05 10:40:37,216: [1125] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-05 10:40:44,236: [1119] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-05 10:40:57,988: [1125] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-05 10:41:07,979: [1128] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 19620293667231452433704865832598547328774421537, offset 128)
2019-08-05 10:41:08,366: [1128] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 19620293667231452433704865832598547328774421537, offset 129)
2019-08-05 10:41:08,974: [1128] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 19620293667231452433704865832598547328774421537, offset 130)
2019-08-05 10:41:09,363: [1128] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 19620293667231452433704865832598547328774421537, offset 131)
2019-08-05 10:41:09,746: [1128] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 19620293667231452433704865832598547328774421537, offset 132)
2019-08-05 10:41:10,153: [1128] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 19620293667231452433704865832598547328774421537, offset 133)
2019-08-05 10:41:10,494: [1129] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-05 10:41:10,529: [1128] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 19620293667231452433704865832598547328774421537, offset 134)
2019-08-05 10:41:10,959: [1128] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 19620293667231452433704865832598547328774421537, offset 135)
2019-08-05 10:41:11,381: [1128] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 19620293667231452433704865832598547328774421537, offset 136)
2019-08-05 10:41:12,075: [1128] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 19620293667231452433704865832598547328774421537, offset 137)
2019-08-05 10:41:12,482: [1128] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 19620293667231452433704865832598547328774421537, offset 138)
