/unique_chucks/34/0x1ce41d9f3e2c211d3ff301dcc4b4776151e4a9ed.sol
jar:file:/usr/local/lib/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_DEPRECATED_CONSTRUCTIONS
patternId: 28fa69
severity: 1
line: 54
column: 1
content: functionbalanceOf(address_user)constantexternalreturns(uint256balance);

ruleId: SOLIDITY_DIV_MUL
patternId: 09hhh1
severity: 2
line: 366
column: 15
content: _betAmount/100*100

ruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 431
column: 2
content: for(uinti=0;nextRewardPlayNo<playNo&&i<currentRewardNum;i++){betInfostoragep=playerBetInfoOf[nextRewardPlayNo];if(!p.IsReturnAward){_cashPrize(p,allAmount,nextRewardPlayNo);}nextRewardPlayNo=nextRewardPlayNo.add(1);}

ruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 481
column: 2
content: for(uint_index=0;_index<_playNos.length;_index++){uint_playNo=_playNos[_index];if(_playNo>=gameBeginPlayNo&&_playNo<playNo){betInfostoragep=playerBetInfoOf[_playNo];if(!p.IsReturnAward){_cashPrize(p,allAmount,_playNo);}}}

ruleId: SOLIDITY_GAS_LIMIT_IN_LOOPS
patternId: f6f853
severity: 2
line: 481
column: 2
content: for(uint_index=0;_index<_playNos.length;_index++){uint_playNo=_playNos[_index];if(_playNo>=gameBeginPlayNo&&_playNo<playNo){betInfostoragep=playerBetInfoOf[_playNo];if(!p.IsReturnAward){_cashPrize(p,allAmount,_playNo);}}}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 72
column: 4
content: functionsetOwner(address_newOwner)publiconlyOwner{owner=_newOwner;}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 135
column: 4
content: functionsetOfficialGameUrl(string_newOfficialGameUrl)publiconlyOwner{officialGameUrl=_newOfficialGameUrl;}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 158
column: 1
content: functionsetAuction(address_newAuction)publiconlyOwner{auction=_newAuction;}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 261
column: 4
content: functionsetDecider(address_decider)publiconlyOwner{decider=_decider;}

ruleId: SOLIDITY_PRAGMAS_VERSION
patternId: 23fc32
severity: 1
line: 1
column: 16
content: ^

ruleId: SOLIDITY_SAFEMATH
patternId: 837cac
severity: 1
line: 59
column: 1
content: usingSafeMathforuint256;

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 91h3sa
severity: 1
line: 611
column: 13
content: public

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 135
column: 32
content: string_newOfficialGameUrl

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 142
column: 20
content: string_gameName

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 285
column: 21
content: string_team1

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 285
column: 36
content: string_team2

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 299
column: 22
content: string_team1

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 299
column: 37
content: string_team2

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 471
column: 26
content: uint[]_playNos

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 477
column: 30
content: uint[]_playNos

SOLIDITY_SAFEMATH :1
SOLIDITY_OVERPOWERED_ROLE :4
SOLIDITY_DEPRECATED_CONSTRUCTIONS :1
SOLIDITY_PRAGMAS_VERSION :1
SOLIDITY_EXTRA_GAS_IN_LOOPS :2
SOLIDITY_UPGRADE_TO_050 :9
SOLIDITY_GAS_LIMIT_IN_LOOPS :1
SOLIDITY_DIV_MUL :1
