2019-07-26 11:00:25,827: [13] m.main:INFO: Registered plugins: DetectReentrancyAdvanced, DetectInvalid, DetectDelegatecall, DetectReentrancySimple, DetectUninitializedStorage, DetectIntegerOverflow, DetectExternalCallAndLeak, DetectUnusedRetVal, DetectUninitializedMemory, DetectSuicidal, DetectEnvInstruction
2019-07-26 11:00:25,828: [13] m.main:INFO: Beginning analysis
2019-07-26 11:00:25,840: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 11:00:26,121: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-26 11:00:26,554: [13] m.c.manticore:INFO: Results in /mcore_079our6y
2019-07-26 11:00:27,414: [316] m.main:INFO: Registered plugins: DetectUnusedRetVal, DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectIntegerOverflow, DetectDelegatecall, DetectEnvInstruction, DetectUninitializedMemory, DetectExternalCallAndLeak
2019-07-26 11:00:27,415: [316] m.main:INFO: Beginning analysis
2019-07-26 11:00:27,426: [316] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 11:00:43,536: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-26 11:00:44,730: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-26 11:01:08,646: [316] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-26 11:01:49,935: [1550] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-26 11:02:41,207: [1517] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 11:02:52,419: [1517] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-26 11:03:04,715: [1521] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 11:03:09,007: [1550] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-26 11:04:02,699: [1549] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 11:04:28,527: [1515] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-26 11:04:31,763: [1549] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 11:07:01,767: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 320301130519308757372024096312830156312739530520, offset 128)
2019-07-26 11:07:04,120: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 320301130519308757372024096312830156312739530520, offset 129)
2019-07-26 11:07:06,027: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 320301130519308757372024096312830156312739530520, offset 130)
2019-07-26 11:07:08,421: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 320301130519308757372024096312830156312739530520, offset 131)
2019-07-26 11:07:11,020: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 320301130519308757372024096312830156312739530520, offset 132)
2019-07-26 11:07:12,988: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 320301130519308757372024096312830156312739530520, offset 133)
2019-07-26 11:07:19,424: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 320301130519308757372024096312830156312739530520, offset 134)
2019-07-26 11:07:21,823: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 320301130519308757372024096312830156312739530520, offset 135)
2019-07-26 11:07:24,889: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 320301130519308757372024096312830156312739530520, offset 136)
2019-07-26 11:07:27,102: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 320301130519308757372024096312830156312739530520, offset 137)
2019-07-26 11:07:31,400: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 320301130519308757372024096312830156312739530520, offset 138)
2019-07-26 11:07:33,466: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 320301130519308757372024096312830156312739530520, offset 139)
2019-07-26 11:07:36,287: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 320301130519308757372024096312830156312739530520, offset 140)
2019-07-26 11:07:39,228: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 320301130519308757372024096312830156312739530520, offset 141)
