/unique_chucks/9/0x9c356f813e116ec5a3b759eb4a121c572af545e9.sol
jar:file:/usr/local/lib/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_DIV_MUL
patternId: 09hhh1
severity: 2
line: 53
column: 39
content: SafeMath.mul(SafeMath.div(ballanceTomatoes[msg.sender],3),2)

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 102
column: 2
content: functionsetTIME_TO_MAKE_TOMATOES(uint256_newTime)publiconlyOwner{TIME_TO_MAKE_TOMATOES=_newTime;}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 106
column: 2
content: functionsetGetFree(boolnewGetFree)publiconlyOwner{getFree=newGetFree;}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 110
column: 2
content: functionsetNeedToGetFree(uintnewNeedToGetFree)publiconlyOwner{needToGetFree=newNeedToGetFree;}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 123
column: 2
content: functionsetStartingSeeds(uint256NEW_STARTING_SEEDS)publiconlyOwner{STARTING_SEEDS=NEW_STARTING_SEEDS;}

ruleId: SOLIDITY_PRAGMAS_VERSION
patternId: 23fc32
severity: 1
line: 1
column: 16
content: ^

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 22
column: 2
content: uint256PSN=10000;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 23
column: 2
content: uint256PSNH=5000;

SOLIDITY_VISIBILITY :2
SOLIDITY_OVERPOWERED_ROLE :4
SOLIDITY_PRAGMAS_VERSION :1
SOLIDITY_DIV_MUL :1
