2019-08-01 23:11:26,198: [13] m.main:INFO: Registered plugins: DetectExternalCallAndLeak, DetectUnusedRetVal, DetectUninitializedStorage, DetectReentrancyAdvanced, DetectSuicidal, DetectUninitializedMemory, DetectEnvInstruction, DetectIntegerOverflow, DetectReentrancySimple, DetectInvalid, DetectDelegatecall
2019-08-01 23:11:26,198: [13] m.main:INFO: Beginning analysis
2019-08-01 23:11:26,237: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-08-01 23:11:40,413: [13] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-01 23:12:17,334: [615] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-01 23:12:24,555: [13] m.e.manticore:INFO: 8 alive states, 20 terminated states
2019-08-01 23:12:32,473: [13] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-08-01 23:14:38,850: [3487] m.c.worker:ERROR: Exception in state 3: SolverError('',)
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/worker.py", line 121, in run
    current_state.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/state.py", line 6, in execute
    return self._platform.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2684, in execute
    self.current_vm.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1210, in execute
    last_pc, last_gas, instruction, arguments, fee, allocated = self._checkpoint()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1109, in _checkpoint
    self._consume(fee)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 972, in _consume
    self.constraints, constraint
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 436, in get_all_values
    while self._is_sat():
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 328, in _is_sat
    raise SolverError(status)
manticore.exceptions.SolverError
 
2019-08-01 23:15:07,248: [3493] m.c.worker:ERROR: Exception in state 7: SolverError('',)
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/worker.py", line 121, in run
    current_state.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/state.py", line 6, in execute
    return self._platform.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2684, in execute
    self.current_vm.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1210, in execute
    last_pc, last_gas, instruction, arguments, fee, allocated = self._checkpoint()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1109, in _checkpoint
    self._consume(fee)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 972, in _consume
    self.constraints, constraint
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 436, in get_all_values
    while self._is_sat():
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 328, in _is_sat
    raise SolverError(status)
manticore.exceptions.SolverError
 
2019-08-01 23:15:48,610: [3489] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-01 23:16:09,835: [3499] m.c.worker:ERROR: Exception in state 9: SolverError('',)
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/worker.py", line 121, in run
    current_state.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/state.py", line 6, in execute
    return self._platform.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2684, in execute
    self.current_vm.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1210, in execute
    last_pc, last_gas, instruction, arguments, fee, allocated = self._checkpoint()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1109, in _checkpoint
    self._consume(fee)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 972, in _consume
    self.constraints, constraint
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 436, in get_all_values
    while self._is_sat():
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 328, in _is_sat
    raise SolverError(status)
manticore.exceptions.SolverError
 
2019-08-01 23:17:11,318: [3492] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-01 23:17:36,292: [3491] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-01 23:18:11,133: [3489] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-01 23:18:25,535: [3492] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-01 23:19:19,814: [3496] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-01 23:19:42,942: [3489] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-01 23:20:10,781: [3489] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-01 23:20:11,824: [13] m.e.manticore:INFO: 64 alive states, 177 terminated states
2019-08-01 23:20:22,073: [25392] m.c.manticore:INFO: Generated testcase No. 2 - RETURN(3 txs)
2019-08-01 23:20:22,179: [25419] m.c.manticore:INFO: Generated testcase No. 0 - RETURN(3 txs)
2019-08-01 23:20:22,218: [25395] m.c.manticore:INFO: Generated testcase No. 1 - RETURN(3 txs)
2019-08-01 23:20:22,336: [25396] m.c.manticore:INFO: Generated testcase No. 4 - RETURN(3 txs)
2019-08-01 23:20:22,427: [25399] m.c.manticore:INFO: Generated testcase No. 5 - RETURN(3 txs)
2019-08-01 23:20:22,434: [25409] m.c.manticore:INFO: Generated testcase No. 3 - RETURN(3 txs)
2019-08-01 23:20:22,447: [25437] m.c.manticore:INFO: Generated testcase No. 6 - RETURN(3 txs)
2019-08-01 23:20:22,496: [25390] m.c.manticore:INFO: Generated testcase No. 7 - RETURN(3 txs)
2019-08-01 23:20:22,678: [25425] m.c.manticore:INFO: Generated testcase No. 8 - RETURN(3 txs)
2019-08-01 23:20:22,917: [25446] m.c.manticore:INFO: Generated testcase No. 9 - RETURN(3 txs)
2019-08-01 23:22:07,447: [25409] m.c.manticore:INFO: Generated testcase No. 10 - RETURN(3 txs)
2019-08-01 23:22:07,892: [25437] m.c.manticore:INFO: Generated testcase No. 11 - RETURN(3 txs)
2019-08-01 23:22:07,901: [25399] m.c.manticore:INFO: Generated testcase No. 12 - RETURN(3 txs)
2019-08-01 23:22:09,925: [25425] m.c.manticore:INFO: Generated testcase No. 13 - RETURN(3 txs)
2019-08-01 23:22:10,417: [25396] m.c.manticore:INFO: Generated testcase No. 14 - RETURN(3 txs)
2019-08-01 23:22:11,737: [25395] m.c.manticore:INFO: Generated testcase No. 15 - RETURN(3 txs)
2019-08-01 23:22:12,333: [25446] m.c.manticore:INFO: Generated testcase No. 16 - RETURN(3 txs)
2019-08-01 23:22:13,920: [25392] m.c.manticore:INFO: Generated testcase No. 17 - RETURN(3 txs)
2019-08-01 23:22:26,328: [25419] m.c.manticore:INFO: Generated testcase No. 18 - RETURN(3 txs)
2019-08-01 23:22:30,924: [25390] m.c.manticore:INFO: Generated testcase No. 19 - RETURN(3 txs)
2019-08-01 23:23:50,398: [25425] m.c.manticore:INFO: Generated testcase No. 20 - RETURN(3 txs)
2019-08-01 23:23:52,531: [25409] m.c.manticore:INFO: Generated testcase No. 21 - RETURN(3 txs)
2019-08-01 23:23:55,486: [25437] m.c.manticore:INFO: Generated testcase No. 23 - RETURN(3 txs)
2019-08-01 23:23:56,344: [25395] m.c.manticore:INFO: Generated testcase No. 24 - RETURN(3 txs)
2019-08-01 23:23:57,066: [25392] m.c.manticore:INFO: Generated testcase No. 22 - RETURN(3 txs)
2019-08-01 23:24:07,475: [25399] m.c.manticore:INFO: Generated testcase No. 25 - RETURN(3 txs)
2019-08-01 23:24:10,211: [25419] m.c.manticore:INFO: Generated testcase No. 26 - RETURN(3 txs)
2019-08-01 23:24:14,785: [25446] m.c.manticore:INFO: Generated testcase No. 27 - RETURN(3 txs)
2019-08-01 23:24:15,426: [25390] m.c.manticore:INFO: Generated testcase No. 28 - RETURN(3 txs)
2019-08-01 23:24:15,428: [25396] m.c.manticore:INFO: Generated testcase No. 29 - RETURN(3 txs)
2019-08-01 23:25:38,817: [25395] m.c.manticore:INFO: Generated testcase No. 30 - RETURN(3 txs)
2019-08-01 23:25:38,911: [25425] m.c.manticore:INFO: Generated testcase No. 31 - RETURN(3 txs)
2019-08-01 23:25:43,196: [25392] m.c.manticore:INFO: Generated testcase No. 32 - RETURN(3 txs)
2019-08-01 23:25:46,709: [25437] m.c.manticore:INFO: Generated testcase No. 33 - RETURN(3 txs)
2019-08-01 23:25:56,994: [25409] m.c.manticore:INFO: Generated testcase No. 34 - RETURN(3 txs)
2019-08-01 23:25:57,101: [25446] m.c.manticore:INFO: Generated testcase No. 35 - RETURN(3 txs)
2019-08-01 23:26:02,328: [25396] m.c.manticore:INFO: Generated testcase No. 36 - RETURN(3 txs)
2019-08-01 23:26:06,382: [25419] m.c.manticore:INFO: Generated testcase No. 37 - RETURN(3 txs)
2019-08-01 23:26:06,722: [25390] m.c.manticore:INFO: Generated testcase No. 38 - RETURN(3 txs)
2019-08-01 23:26:16,098: [25399] m.c.manticore:INFO: Generated testcase No. 39 - RETURN(3 txs)
2019-08-01 23:27:38,820: [25392] m.c.manticore:INFO: Generated testcase No. 40 - RETURN(3 txs)
2019-08-01 23:27:40,630: [25437] m.c.manticore:INFO: Generated testcase No. 41 - RETURN(3 txs)
2019-08-01 23:27:43,809: [25425] m.c.manticore:INFO: Generated testcase No. 42 - RETURN(3 txs)
2019-08-01 23:27:50,917: [25395] m.c.manticore:INFO: Generated testcase No. 43 - RETURN(3 txs)
2019-08-01 23:27:52,979: [25409] m.c.manticore:INFO: Generated testcase No. 44 - RETURN(3 txs)
