2019-07-26 01:07:59,113: [12] m.main:INFO: Registered plugins: DetectInvalid, DetectUnusedRetVal, DetectReentrancySimple, DetectDelegatecall, DetectExternalCallAndLeak, DetectSuicidal, DetectUninitializedStorage, DetectIntegerOverflow, DetectEnvInstruction, DetectReentrancyAdvanced, DetectUninitializedMemory
2019-07-26 01:07:59,113: [12] m.main:INFO: Beginning analysis
2019-07-26 01:07:59,125: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 01:07:59,339: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-26 01:07:59,866: [12] m.c.manticore:INFO: Results in /mcore_xco6is3t
2019-07-26 01:08:00,634: [315] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectEnvInstruction, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectDelegatecall
2019-07-26 01:08:00,635: [315] m.main:INFO: Beginning analysis
2019-07-26 01:08:00,645: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 01:08:33,854: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-26 01:09:31,912: [1495] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 01:09:53,192: [1494] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 01:10:41,099: [1490] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 01:10:46,011: [1486] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 01:11:40,712: [1504] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 899646264620064081804401440408018996977130956192, offset 128)
2019-07-26 01:11:41,807: [1504] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 899646264620064081804401440408018996977130956192, offset 129)
2019-07-26 01:11:42,508: [1504] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 899646264620064081804401440408018996977130956192, offset 130)
2019-07-26 01:11:43,315: [1504] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 899646264620064081804401440408018996977130956192, offset 131)
2019-07-26 01:11:44,221: [1504] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 899646264620064081804401440408018996977130956192, offset 132)
2019-07-26 01:11:45,207: [1504] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 899646264620064081804401440408018996977130956192, offset 133)
2019-07-26 01:11:46,022: [1504] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 899646264620064081804401440408018996977130956192, offset 134)
2019-07-26 01:11:48,314: [1504] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 899646264620064081804401440408018996977130956192, offset 135)
2019-07-26 01:11:48,917: [1504] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 899646264620064081804401440408018996977130956192, offset 136)
2019-07-26 01:11:49,717: [1504] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 899646264620064081804401440408018996977130956192, offset 137)
2019-07-26 01:11:50,821: [1504] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 899646264620064081804401440408018996977130956192, offset 138)
2019-07-26 01:11:51,519: [1504] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 899646264620064081804401440408018996977130956192, offset 139)
2019-07-26 01:11:52,421: [1504] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 899646264620064081804401440408018996977130956192, offset 140)
2019-07-26 01:11:53,223: [1504] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 899646264620064081804401440408018996977130956192, offset 141)
2019-07-26 01:11:54,211: [1504] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 899646264620064081804401440408018996977130956192, offset 142)
