2019-08-04 13:52:52,991: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectUninitializedStorage, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectIntegerOverflow, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectDelegatecall
2019-08-04 13:52:52,992: [12] m.main:INFO: Beginning analysis
2019-08-04 13:52:53,002: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-08-04 13:52:54,239: [12] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-04 13:54:26,356: [322] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-04 13:54:26,471: [12] m.e.manticore:INFO: 5 alive states, 10 terminated states
2019-08-04 13:54:30,087: [12] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-08-04 13:55:22,770: [1669] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-04 13:55:23,441: [1665] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-04 13:55:32,806: [1691] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-04 13:56:34,354: [1683] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-04 13:58:08,622: [1694] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-04 13:58:08,972: [12] m.e.manticore:INFO: 25 alive states, 60 terminated states
2019-08-04 13:58:19,003: [7541] m.c.manticore:INFO: Generated testcase No. 0 - RETURN(3 txs)
2019-08-04 13:58:19,032: [7542] m.c.manticore:INFO: Generated testcase No. 1 - RETURN(3 txs)
2019-08-04 13:58:19,066: [7545] m.c.manticore:INFO: Generated testcase No. 2 - RETURN(3 txs)
2019-08-04 13:58:19,075: [7547] m.c.manticore:INFO: Generated testcase No. 3 - RETURN(3 txs)
2019-08-04 13:58:19,114: [7555] m.c.manticore:INFO: Generated testcase No. 4 - RETURN(3 txs)
2019-08-04 13:58:19,136: [7553] m.c.manticore:INFO: Generated testcase No. 7 - RETURN(3 txs)
2019-08-04 13:58:19,138: [7550] m.c.manticore:INFO: Generated testcase No. 6 - RETURN(3 txs)
2019-08-04 13:58:19,144: [7551] m.c.manticore:INFO: Generated testcase No. 5 - RETURN(3 txs)
2019-08-04 13:58:19,208: [7557] m.c.manticore:INFO: Generated testcase No. 8 - RETURN(3 txs)
2019-08-04 13:58:24,659: [7557] m.c.manticore:INFO: Generated testcase No. 9 - RETURN(3 txs)
2019-08-04 13:58:26,336: [7555] m.c.manticore:INFO: Generated testcase No. 10 - RETURN(3 txs)
2019-08-04 13:58:27,831: [7553] m.c.manticore:INFO: Generated testcase No. 11 - RETURN(3 txs)
2019-08-04 13:58:31,235: [7557] m.c.manticore:INFO: Generated testcase No. 12 - RETURN(3 txs)
2019-08-04 13:58:34,183: [7555] m.c.manticore:INFO: Generated testcase No. 13 - RETURN(3 txs)
2019-08-04 13:58:35,831: [7553] m.c.manticore:INFO: Generated testcase No. 14 - RETURN(3 txs)
2019-08-04 13:58:41,878: [7555] m.c.manticore:INFO: Generated testcase No. 15 - RETURN(3 txs)
2019-08-04 13:58:52,818: [7555] m.c.manticore:INFO: Generated testcase No. 16 - RETURN(3 txs)
2019-08-04 13:59:00,121: [7555] m.c.manticore:INFO: Generated testcase No. 17 - RETURN(3 txs)
2019-08-04 13:59:07,349: [7555] m.c.manticore:INFO: Generated testcase No. 18 - RETURN(3 txs)
2019-08-04 13:59:14,965: [7555] m.c.manticore:INFO: Generated testcase No. 19 - RETURN(3 txs)
2019-08-04 13:59:19,779: [7542] m.c.manticore:INFO: Generated testcase No. 20 - RETURN(3 txs)
2019-08-04 13:59:21,037: [7550] m.c.manticore:INFO: Generated testcase No. 21 - RETURN(3 txs)
2019-08-04 13:59:21,107: [7555] m.c.manticore:INFO: Generated testcase No. 22 - RETURN(3 txs)
2019-08-04 13:59:22,188: [7551] m.c.manticore:INFO: Generated testcase No. 23 - RETURN(3 txs)
2019-08-04 13:59:23,486: [7547] m.c.manticore:INFO: Generated testcase No. 24 - RETURN(3 txs)
2019-08-04 13:59:25,862: [7555] m.c.manticore:INFO: Generated testcase No. 25 - RETURN(1 txs)
2019-08-04 13:59:26,112: [7542] m.c.manticore:INFO: Generated testcase No. 26 - REVERT(2 txs)
2019-08-04 13:59:27,278: [7551] m.c.manticore:INFO: Generated testcase No. 27 - REVERT(2 txs)
2019-08-04 13:59:28,487: [7547] m.c.manticore:INFO: Generated testcase No. 28 - REVERT(2 txs)
2019-08-04 13:59:29,475: [7555] m.c.manticore:INFO: Generated testcase No. 29 - REVERT(2 txs)
2019-08-04 13:59:30,004: [7542] m.c.manticore:INFO: Generated testcase No. 30 - REVERT(2 txs)
2019-08-04 13:59:31,138: [7551] m.c.manticore:INFO: Generated testcase No. 31 - REVERT(2 txs)
2019-08-04 13:59:32,382: [7547] m.c.manticore:INFO: Generated testcase No. 32 - REVERT(2 txs)
2019-08-04 13:59:33,323: [7555] m.c.manticore:INFO: Generated testcase No. 33 - REVERT(2 txs)
2019-08-04 13:59:34,081: [7542] m.c.manticore:INFO: Generated testcase No. 34 - REVERT(2 txs)
2019-08-04 13:59:34,758: [7553] m.c.manticore:INFO: Generated testcase No. 35 - RETURN(2 txs)
2019-08-04 13:59:34,970: [7551] m.c.manticore:INFO: Generated testcase No. 36 - RETURN(2 txs)
2019-08-04 13:59:36,832: [7547] m.c.manticore:INFO: Generated testcase No. 37 - RETURN(2 txs)
2019-08-04 13:59:38,812: [7555] m.c.manticore:INFO: Generated testcase No. 38 - RETURN(2 txs)
2019-08-04 13:59:39,310: [7551] m.c.manticore:INFO: Generated testcase No. 39 - RETURN(2 txs)
2019-08-04 13:59:39,572: [7553] m.c.manticore:INFO: Generated testcase No. 40 - REVERT(3 txs)
2019-08-04 13:59:40,671: [7547] m.c.manticore:INFO: Generated testcase No. 41 - REVERT(3 txs)
2019-08-04 13:59:45,005: [7551] m.c.manticore:INFO: Generated testcase No. 42 - REVERT(3 txs)
2019-08-04 13:59:45,559: [7553] m.c.manticore:INFO: Generated testcase No. 43 - REVERT(3 txs)
2019-08-04 13:59:47,169: [7547] m.c.manticore:INFO: Generated testcase No. 44 - REVERT(3 txs)
2019-08-04 13:59:51,136: [7551] m.c.manticore:INFO: Generated testcase No. 45 - REVERT(3 txs)
2019-08-04 13:59:51,415: [7553] m.c.manticore:INFO: Generated testcase No. 46 - REVERT(3 txs)
2019-08-04 13:59:52,283: [7547] m.c.manticore:INFO: Generated testcase No. 47 - REVERT(3 txs)
2019-08-04 13:59:56,721: [7553] m.c.manticore:INFO: Generated testcase No. 49 - REVERT(3 txs)
2019-08-04 13:59:57,033: [7551] m.c.manticore:INFO: Generated testcase No. 48 - REVERT(3 txs)
2019-08-04 13:59:58,272: [7547] m.c.manticore:INFO: Generated testcase No. 50 - REVERT(3 txs)
2019-08-04 14:00:03,020: [7551] m.c.manticore:INFO: Generated testcase No. 51 - REVERT(3 txs)
2019-08-04 14:00:04,587: [7547] m.c.manticore:INFO: Generated testcase No. 52 - REVERT(3 txs)
2019-08-04 14:00:08,850: [7551] m.c.manticore:INFO: Generated testcase No. 53 - REVERT(3 txs)
2019-08-04 14:00:11,498: [7547] m.c.manticore:INFO: Generated testcase No. 54 - REVERT(3 txs)
2019-08-04 14:00:17,583: [7551] m.c.manticore:INFO: Generated testcase No. 55 - REVERT(3 txs)
2019-08-04 14:00:19,019: [7550] m.c.manticore:INFO: Generated testcase No. 56 - REVERT(3 txs)
2019-08-04 14:00:22,506: [7555] m.c.manticore:INFO: Generated testcase No. 57 - REVERT(3 txs)
2019-08-04 14:00:23,878: [7542] m.c.manticore:INFO: Generated testcase No. 58 - REVERT(3 txs)
2019-08-04 14:00:23,953: [7551] m.c.manticore:INFO: Generated testcase No. 59 - REVERT(3 txs)
2019-08-04 14:00:25,390: [7550] m.c.manticore:INFO: Generated testcase No. 60 - REVERT(3 txs)
2019-08-04 14:00:26,306: [7557] m.c.manticore:INFO: Generated testcase No. 61 - REVERT(3 txs)
2019-08-04 14:00:27,873: [7555] m.c.manticore:INFO: Generated testcase No. 62 - REVERT(3 txs)
2019-08-04 14:00:30,030: [7551] m.c.manticore:INFO: Generated testcase No. 63 - REVERT(3 txs)
2019-08-04 14:00:32,112: [7557] m.c.manticore:INFO: Generated testcase No. 64 - REVERT(3 txs)
2019-08-04 14:00:33,665: [7555] m.c.manticore:INFO: Generated testcase No. 65 - REVERT(3 txs)
2019-08-04 14:00:37,487: [7557] m.c.manticore:INFO: Generated testcase No. 66 - REVERT(3 txs)
2019-08-04 14:00:37,850: [7545] m.c.manticore:INFO: Generated testcase No. 67 - REVERT(3 txs)
2019-08-04 14:00:37,869: [7551] m.c.manticore:INFO: Generated testcase No. 68 - REVERT(3 txs)
2019-08-04 14:00:43,594: [7551] m.c.manticore:INFO: Generated testcase No. 69 - REVERT(3 txs)
2019-08-04 14:00:45,391: [7545] m.c.manticore:INFO: Generated testcase No. 70 - REVERT(3 txs)
2019-08-04 14:00:50,936: [7551] m.c.manticore:INFO: Generated testcase No. 71 - REVERT(3 txs)
2019-08-04 14:00:51,453: [7545] m.c.manticore:INFO: Generated testcase No. 72 - REVERT(3 txs)
2019-08-04 14:00:55,081: [7553] m.c.manticore:INFO: Generated testcase No. 73 - REVERT(3 txs)
2019-08-04 14:00:56,609: [7551] m.c.manticore:INFO: Generated testcase No. 74 - REVERT(3 txs)
2019-08-04 14:00:56,939: [7541] m.c.manticore:INFO: Generated testcase No. 75 - REVERT(3 txs)
