2019-07-25 05:53:33,995: [12] m.main:INFO: Registered plugins: DetectReentrancyAdvanced, DetectUninitializedStorage, DetectExternalCallAndLeak, DetectInvalid, DetectEnvInstruction, DetectUninitializedMemory, DetectReentrancySimple, DetectUnusedRetVal, DetectDelegatecall, DetectIntegerOverflow, DetectSuicidal
2019-07-25 05:53:33,995: [12] m.main:INFO: Beginning analysis
2019-07-25 05:53:34,054: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 05:53:34,291: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-25 05:53:34,797: [12] m.c.manticore:INFO: Results in /mcore_n6uiy123
2019-07-25 05:53:35,569: [315] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectIntegerOverflow, DetectUninitializedMemory, DetectDelegatecall
2019-07-25 05:53:35,570: [315] m.main:INFO: Beginning analysis
2019-07-25 05:53:35,586: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 05:54:16,417: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-25 05:55:47,114: [1726] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 05:56:20,338: [1725] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 05:56:40,206: [1719] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 05:56:42,442: [1734] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 05:57:20,018: [1731] m.e.detectors:WARNING: Warning COINBASE instruction used
2019-07-25 05:57:29,138: [1734] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 05:57:49,326: [1725] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 05:58:27,258: [1725] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 06:00:23,622: [1726] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 06:01:20,774: [1725] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 324190433619586660918170792239506703365737746192, offset 128)
2019-07-25 06:01:25,739: [1725] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 324190433619586660918170792239506703365737746192, offset 129)
2019-07-25 06:01:27,630: [1725] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 324190433619586660918170792239506703365737746192, offset 130)
2019-07-25 06:01:29,210: [1725] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 324190433619586660918170792239506703365737746192, offset 131)
2019-07-25 06:01:31,151: [1725] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 324190433619586660918170792239506703365737746192, offset 132)
2019-07-25 06:01:34,150: [1725] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 324190433619586660918170792239506703365737746192, offset 133)
2019-07-25 06:01:36,754: [1725] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 324190433619586660918170792239506703365737746192, offset 134)
2019-07-25 06:01:39,463: [1725] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 324190433619586660918170792239506703365737746192, offset 135)
2019-07-25 06:01:43,211: [1725] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 324190433619586660918170792239506703365737746192, offset 136)
2019-07-25 06:01:46,104: [1725] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 324190433619586660918170792239506703365737746192, offset 137)
2019-07-25 06:01:48,630: [1725] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 324190433619586660918170792239506703365737746192, offset 138)
2019-07-25 06:01:51,218: [1725] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 324190433619586660918170792239506703365737746192, offset 139)
2019-07-25 06:01:57,664: [1725] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 324190433619586660918170792239506703365737746192, offset 140)
2019-07-25 06:02:00,867: [1725] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 324190433619586660918170792239506703365737746192, offset 141)
2019-07-25 06:02:03,634: [1725] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 324190433619586660918170792239506703365737746192, offset 142)
