2019-07-25 20:09:12,131: [13] m.main:INFO: Registered plugins: DetectExternalCallAndLeak, DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectUnusedRetVal, DetectUninitializedStorage, DetectReentrancyAdvanced, DetectUninitializedMemory, DetectEnvInstruction, DetectIntegerOverflow, DetectDelegatecall
2019-07-25 20:09:12,131: [13] m.main:INFO: Beginning analysis
2019-07-25 20:09:12,144: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 20:09:12,445: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-25 20:09:12,949: [13] m.c.manticore:INFO: Results in /mcore_envl96pd
2019-07-25 20:09:13,986: [316] m.main:INFO: Registered plugins: DetectUnusedRetVal, DetectUninitializedMemory, DetectIntegerOverflow, DetectExternalCallAndLeak, DetectReentrancySimple, DetectDelegatecall, DetectEnvInstruction, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectInvalid, DetectSuicidal
2019-07-25 20:09:13,987: [316] m.main:INFO: Beginning analysis
2019-07-25 20:09:14,018: [316] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 20:09:32,135: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 20:09:33,437: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 20:09:56,267: [316] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-25 20:10:33,819: [1534] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 20:11:23,867: [1534] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 20:11:36,692: [1534] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 20:11:41,087: [1550] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 20:11:45,100: [1545] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 20:12:43,518: [1538] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 20:13:09,611: [1538] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 20:13:22,472: [1534] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 20:15:53,713: [1534] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333078711247084424359225411170043006228915130664, offset 128)
2019-07-25 20:15:55,494: [1534] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333078711247084424359225411170043006228915130664, offset 129)
2019-07-25 20:15:58,083: [1534] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333078711247084424359225411170043006228915130664, offset 130)
2019-07-25 20:16:01,415: [1534] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333078711247084424359225411170043006228915130664, offset 131)
2019-07-25 20:16:03,395: [1534] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333078711247084424359225411170043006228915130664, offset 132)
2019-07-25 20:16:05,287: [1534] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333078711247084424359225411170043006228915130664, offset 133)
2019-07-25 20:16:07,528: [1534] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333078711247084424359225411170043006228915130664, offset 134)
2019-07-25 20:16:09,588: [1534] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333078711247084424359225411170043006228915130664, offset 135)
2019-07-25 20:16:11,688: [1534] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333078711247084424359225411170043006228915130664, offset 136)
2019-07-25 20:16:14,079: [1534] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333078711247084424359225411170043006228915130664, offset 137)
2019-07-25 20:16:20,071: [1534] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333078711247084424359225411170043006228915130664, offset 138)
2019-07-25 20:16:22,903: [1534] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333078711247084424359225411170043006228915130664, offset 139)
2019-07-25 20:16:25,979: [1534] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333078711247084424359225411170043006228915130664, offset 140)
2019-07-25 20:16:28,419: [1534] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1333078711247084424359225411170043006228915130664, offset 141)
