2019-07-23 22:08:50,270: [13] m.main:INFO: Registered plugins: DetectUnusedRetVal, DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectEnvInstruction, DetectUninitializedStorage, DetectDelegatecall, DetectReentrancyAdvanced, DetectIntegerOverflow, DetectExternalCallAndLeak, DetectUninitializedMemory
2019-07-23 22:08:50,270: [13] m.main:INFO: Beginning analysis
2019-07-23 22:08:50,281: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-07-23 22:08:50,465: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-23 22:08:51,037: [13] m.c.manticore:INFO: Results in /mcore_nfqhyfw7
2019-07-23 22:08:51,865: [316] m.main:INFO: Registered plugins: DetectSuicidal, DetectReentrancyAdvanced, DetectInvalid, DetectUninitializedStorage, DetectExternalCallAndLeak, DetectEnvInstruction, DetectDelegatecall, DetectUninitializedMemory, DetectIntegerOverflow, DetectUnusedRetVal, DetectReentrancySimple
2019-07-23 22:08:51,866: [316] m.main:INFO: Beginning analysis
2019-07-23 22:08:51,877: [316] m.e.manticore:INFO: Starting symbolic create contract
2019-07-23 22:09:08,869: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-23 22:09:10,075: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-23 22:09:33,674: [316] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-23 22:10:15,781: [1519] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-23 22:11:04,050: [1543] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 22:11:17,143: [1543] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-23 22:11:27,714: [1534] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 22:11:37,815: [1523] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-23 22:12:33,766: [1516] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 22:12:55,438: [1518] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-23 22:13:04,368: [1516] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-23 22:15:38,870: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 128)
2019-07-23 22:15:41,206: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 129)
2019-07-23 22:15:43,666: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 130)
2019-07-23 22:15:45,966: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 131)
2019-07-23 22:15:47,646: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 132)
2019-07-23 22:15:49,946: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 133)
2019-07-23 22:15:52,327: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 134)
2019-07-23 22:15:54,738: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 135)
2019-07-23 22:15:56,730: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 136)
2019-07-23 22:16:01,738: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 137)
2019-07-23 22:16:04,042: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 138)
2019-07-23 22:16:06,167: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 139)
2019-07-23 22:16:07,814: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 140)
2019-07-23 22:16:10,562: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 141)
2019-07-23 22:16:13,126: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 142)
2019-07-23 22:16:14,566: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 143)
2019-07-23 22:16:18,202: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 144)
2019-07-23 22:16:20,338: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 145)
2019-07-23 22:16:23,369: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 146)
2019-07-23 22:16:26,240: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 147)
2019-07-23 22:16:28,822: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 148)
2019-07-23 22:16:36,826: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 149)
2019-07-23 22:16:39,642: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 150)
2019-07-23 22:16:41,757: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 151)
2019-07-23 22:16:44,367: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 152)
2019-07-23 22:16:48,115: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 128)
2019-07-23 22:16:48,542: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 153)
2019-07-23 22:16:50,726: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 154)
2019-07-23 22:16:51,026: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 129)
2019-07-23 22:16:53,559: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 155)
2019-07-23 22:16:54,451: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 130)
2019-07-23 22:16:56,251: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 156)
2019-07-23 22:16:59,134: [1516] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 157)
2019-07-23 22:16:59,442: [1523] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 537447078165579656602560907347713311208894569774, offset 131)
