2019-07-22 22:20:21,677: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectEnvInstruction, DetectUnusedRetVal, DetectUninitializedStorage, DetectIntegerOverflow, DetectReentrancyAdvanced, DetectExternalCallAndLeak, DetectUninitializedMemory, DetectDelegatecall
2019-07-22 22:20:21,678: [12] m.main:INFO: Beginning analysis
2019-07-22 22:20:21,691: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-22 22:20:21,898: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-22 22:20:22,294: [12] m.c.manticore:INFO: Results in /mcore_g3l6i1q2
2019-07-22 22:20:22,984: [315] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectExternalCallAndLeak, DetectUnusedRetVal, DetectUninitializedStorage, DetectIntegerOverflow, DetectDelegatecall, DetectReentrancyAdvanced, DetectUninitializedMemory, DetectEnvInstruction
2019-07-22 22:20:22,985: [315] m.main:INFO: Beginning analysis
2019-07-22 22:20:23,027: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-22 22:20:37,584: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-22 22:20:38,486: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-22 22:20:58,295: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-22 22:21:37,838: [1523] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-22 22:22:27,739: [1549] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 22:22:37,938: [1549] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-22 22:22:44,090: [1538] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 22:22:46,618: [1535] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-22 22:23:51,250: [1523] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 22:23:59,826: [1549] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-22 22:24:15,719: [1523] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 22:27:08,814: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 128)
2019-07-22 22:27:12,119: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 129)
2019-07-22 22:27:15,442: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 130)
2019-07-22 22:27:18,762: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 131)
2019-07-22 22:27:21,642: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 132)
2019-07-22 22:27:25,102: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 133)
2019-07-22 22:27:31,222: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 134)
2019-07-22 22:27:31,254: [1515] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 22:27:34,063: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 135)
2019-07-22 22:27:38,147: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 136)
2019-07-22 22:27:42,531: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 137)
2019-07-22 22:27:45,618: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 138)
2019-07-22 22:27:49,310: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 139)
2019-07-22 22:27:52,254: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 140)
2019-07-22 22:27:55,064: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 141)
2019-07-22 22:27:57,530: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 142)
2019-07-22 22:28:00,866: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 143)
2019-07-22 22:28:05,306: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 144)
2019-07-22 22:28:12,058: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 145)
2019-07-22 22:28:16,018: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 128)
2019-07-22 22:28:16,446: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 146)
2019-07-22 22:28:18,964: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 129)
2019-07-22 22:28:20,114: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 147)
2019-07-22 22:28:22,510: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 130)
2019-07-22 22:28:23,358: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 148)
2019-07-22 22:28:25,438: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 131)
2019-07-22 22:28:26,158: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 149)
2019-07-22 22:28:29,502: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 150)
2019-07-22 22:28:32,750: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 151)
2019-07-22 22:28:33,462: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 132)
2019-07-22 22:28:36,154: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 133)
2019-07-22 22:28:36,354: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 152)
2019-07-22 22:28:39,514: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 134)
2019-07-22 22:28:40,118: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 153)
2019-07-22 22:28:42,365: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 135)
2019-07-22 22:28:43,662: [1518] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 154)
2019-07-22 22:28:46,065: [1515] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 526758798157675340863592513001299176753529700411, offset 136)
