2019-08-01 07:07:29,001: [12] m.main:INFO: Registered plugins: DetectUninitializedStorage, DetectSuicidal, DetectDelegatecall, DetectEnvInstruction, DetectUninitializedMemory, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectIntegerOverflow, DetectReentrancySimple, DetectInvalid, DetectReentrancyAdvanced
2019-08-01 07:07:29,001: [12] m.main:INFO: Beginning analysis
2019-08-01 07:07:29,034: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-08-01 07:07:30,752: [12] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-01 07:10:33,197: [310] m.c.worker:ERROR: Exception in state 2: SolverError('',)
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1213, in execute
    result = self._handler(*arguments)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1086, in _handler
    return implementation(*arguments)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 548, in wrapper
    return func(*args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2013, in RETURN
    raise EndTx("RETURN", data)
manticore.platforms.evm.EndTx: EndTX<RETURN>

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/worker.py", line 121, in run
    current_state.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/state.py", line 6, in execute
    return self._platform.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2684, in execute
    self.current_vm.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1285, in execute
    self._advance(exception=True)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1166, in _advance
    self._publish("did_evm_execute_instruction", last_instruction, last_arguments, result)
  File "/usr/local/lib/python3.6/dist-packages/manticore/utils/event.py", line 128, in _publish
    self._publish_impl(_name, *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/utils/event.py", line 145, in _publish_impl
    sink._publish_impl(_name, *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/utils/event.py", line 145, in _publish_impl
    sink._publish_impl(_name, *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/utils/event.py", line 143, in _publish_impl
    sink._publish_impl(_name, self, *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/utils/event.py", line 136, in _publish_impl
    callback(robj(), *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/detectors.py", line 530, in did_evm_execute_instruction_callback
    self._check_finding(state, data)
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/detectors.py", line 502, in _check_finding
    if state.can_be_true(condition):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/state.py", line 297, in can_be_true
    return self._solver.can_be_true(self._constraints, expr)
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 402, in can_be_true
    return self._is_sat()
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 328, in _is_sat
    raise SolverError(status)
manticore.exceptions.SolverError
 
2019-08-01 07:10:34,219: [12] m.e.manticore:INFO: 4 alive states, 10 terminated states
2019-08-01 07:10:45,957: [12] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-08-01 07:17:11,744: [1719] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-01 07:17:14,530: [1689] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-01 07:17:21,335: [1688] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-01 07:17:41,664: [1667] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-01 07:17:41,947: [12] m.e.manticore:INFO: 20 alive states, 50 terminated states
2019-08-01 07:17:53,001: [6419] m.c.manticore:INFO: Generated testcase No. 1 - RETURN(3 txs)
2019-08-01 07:17:53,002: [6414] m.c.manticore:INFO: Generated testcase No. 0 - RETURN(3 txs)
2019-08-01 07:17:53,008: [6416] m.c.manticore:INFO: Generated testcase No. 2 - RETURN(3 txs)
2019-08-01 07:17:53,035: [6407] m.c.manticore:INFO: Generated testcase No. 4 - RETURN(3 txs)
2019-08-01 07:17:53,099: [6405] m.c.manticore:INFO: Generated testcase No. 5 - RETURN(3 txs)
2019-08-01 07:17:53,114: [6412] m.c.manticore:INFO: Generated testcase No. 3 - RETURN(3 txs)
2019-08-01 07:17:53,123: [6422] m.c.manticore:INFO: Generated testcase No. 7 - RETURN(3 txs)
2019-08-01 07:17:53,139: [6415] m.c.manticore:INFO: Generated testcase No. 6 - RETURN(3 txs)
2019-08-01 07:17:53,293: [6409] m.c.manticore:INFO: Generated testcase No. 8 - RETURN(3 txs)
2019-08-01 07:18:28,176: [6409] m.c.manticore:INFO: Generated testcase No. 9 - RETURN(3 txs)
2019-08-01 07:18:28,326: [6422] m.c.manticore:INFO: Generated testcase No. 10 - RETURN(3 txs)
2019-08-01 07:18:32,378: [6415] m.c.manticore:INFO: Generated testcase No. 11 - RETURN(3 txs)
2019-08-01 07:18:36,143: [6419] m.c.manticore:INFO: Generated testcase No. 12 - RETURN(3 txs)
2019-08-01 07:18:36,809: [6416] m.c.manticore:INFO: Generated testcase No. 13 - RETURN(3 txs)
2019-08-01 07:19:07,407: [6415] m.c.manticore:INFO: Generated testcase No. 14 - RETURN(3 txs)
2019-08-01 07:19:22,387: [6409] m.c.manticore:INFO: Generated testcase No. 15 - RETURN(3 txs)
2019-08-01 07:19:27,093: [6419] m.c.manticore:INFO: Generated testcase No. 16 - RETURN(3 txs)
2019-08-01 07:19:27,140: [6422] m.c.manticore:INFO: Generated testcase No. 17 - RETURN(3 txs)
2019-08-01 07:19:53,310: [6415] m.c.manticore:INFO: Generated testcase No. 18 - RETURN(3 txs)
2019-08-01 07:19:57,596: [6416] m.c.manticore:INFO: Generated testcase No. 19 - RETURN(3 txs)
2019-08-01 07:20:03,190: [6409] m.c.manticore:INFO: Generated testcase No. 20 - RETURN(1 txs)
2019-08-01 07:20:05,482: [6422] m.c.manticore:INFO: Generated testcase No. 21 - REVERT(2 txs)
2019-08-01 07:20:07,895: [6419] m.c.manticore:INFO: Generated testcase No. 22 - REVERT(2 txs)
2019-08-01 07:20:19,682: [6409] m.c.manticore:INFO: Generated testcase No. 23 - REVERT(2 txs)
2019-08-01 07:20:27,602: [6422] m.c.manticore:INFO: Generated testcase No. 24 - REVERT(2 txs)
2019-08-01 07:20:28,135: [6419] m.c.manticore:INFO: Generated testcase No. 25 - REVERT(2 txs)
2019-08-01 07:20:31,180: [6416] m.c.manticore:INFO: Generated testcase No. 26 - REVERT(2 txs)
2019-08-01 07:20:36,283: [6415] m.c.manticore:INFO: Generated testcase No. 27 - REVERT(2 txs)
2019-08-01 07:20:40,702: [6409] m.c.manticore:INFO: Generated testcase No. 28 - REVERT(2 txs)
2019-08-01 07:20:49,391: [6422] m.c.manticore:INFO: Generated testcase No. 29 - REVERT(2 txs)
2019-08-01 07:20:53,822: [6419] m.c.manticore:INFO: Generated testcase No. 30 - RETURN(2 txs)
2019-08-01 07:20:57,584: [6416] m.c.manticore:INFO: Generated testcase No. 31 - RETURN(2 txs)
2019-08-01 07:21:00,923: [6415] m.c.manticore:INFO: Generated testcase No. 32 - RETURN(2 txs)
2019-08-01 07:21:12,724: [6409] m.c.manticore:INFO: Generated testcase No. 33 - RETURN(2 txs)
2019-08-01 07:21:27,582: [6419] m.c.manticore:INFO: Generated testcase No. 34 - REVERT(3 txs)
