/unique_chucks/35/0xca58cf6d68344a2b13f0f62d29351466ee4d7c76.sol
jar:file:/usr/local/lib/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_DIV_MUL
patternId: 09hhh1
severity: 2
line: 42
column: 18
content: totalSupply_/37*100

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 141
column: 1
content: functionsetAirdropReceiver(address_airdrop)publiconlyOwner{require(_airdrop!=address(0));airdrop=_airdrop;}

ruleId: SOLIDITY_PRAGMAS_VERSION
patternId: 23fc32
severity: 1
line: 1
column: 16
content: ^

SOLIDITY_OVERPOWERED_ROLE :1
SOLIDITY_PRAGMAS_VERSION :1
SOLIDITY_DIV_MUL :1
