/unique_chucks/22/0xb5766f61911f8b520b0e938aae100834aa3048c6.sol
jar:file:/usr/local/lib/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_CALL_WITHOUT_DATA
patternId: om991k
severity: 2
line: 19
column: 19
content: call.value(balance)()

ruleId: SOLIDITY_DEPRECATED_CONSTRUCTIONS
patternId: 49bd2a
severity: 1
line: 9
column: 42
content: throw

ruleId: SOLIDITY_PRAGMAS_VERSION
patternId: 23fc32
severity: 1
line: 1
column: 16
content: ^

ruleId: SOLIDITY_REVERT_REQUIRE
patternId: c56b12
severity: 1
line: 9
column: 4
content: if(this.balance<totalBountyAmount)throw;

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 83k1no
severity: 1
line: 19
column: 19
content: call.value(balance)()

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 12
column: 2
content: functiongrantBounty(addressbeneficiary,uintamount)payablepreventTheft{bountyAmount[beneficiary]+=amount;totalBountyAmount+=amount;}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 17
column: 2
content: functionclaimBounty()preventTheft{uintbalance=bountyAmount[msg.sender];if(msg.sender.call.value(balance)()){totalBountyAmount-=balance;bountyAmount[msg.sender]=0;}}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 25
column: 2
content: functiontransferBounty(addressto,uintvalue)preventTheft{if(bountyAmount[msg.sender]>=value){bountyAmount[to]+=value;bountyAmount[msg.sender]-=value;}}

SOLIDITY_VISIBILITY :3
SOLIDITY_DEPRECATED_CONSTRUCTIONS :1
SOLIDITY_PRAGMAS_VERSION :1
SOLIDITY_REVERT_REQUIRE :1
SOLIDITY_UPGRADE_TO_050 :1
SOLIDITY_CALL_WITHOUT_DATA :1
