2019-07-22 20:45:00,791: [12] m.main:INFO: Registered plugins: DetectReentrancyAdvanced, DetectReentrancySimple, DetectInvalid, DetectUninitializedStorage, DetectEnvInstruction, DetectDelegatecall, DetectIntegerOverflow, DetectUninitializedMemory, DetectExternalCallAndLeak, DetectSuicidal, DetectUnusedRetVal
2019-07-22 20:45:00,791: [12] m.main:INFO: Beginning analysis
2019-07-22 20:45:00,800: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-22 20:45:01,075: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-22 20:45:01,489: [12] m.c.manticore:INFO: Results in /mcore_bofotokj
2019-07-22 20:45:02,334: [315] m.main:INFO: Registered plugins: DetectReentrancyAdvanced, DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectUnusedRetVal, DetectUninitializedStorage, DetectIntegerOverflow, DetectDelegatecall, DetectEnvInstruction, DetectUninitializedMemory, DetectExternalCallAndLeak
2019-07-22 20:45:02,334: [315] m.main:INFO: Beginning analysis
2019-07-22 20:45:02,368: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-22 20:45:34,322: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-22 20:46:25,867: [1489] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 20:46:47,676: [1496] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 20:47:29,675: [1495] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 20:47:33,314: [1491] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 20:48:20,277: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 128)
2019-07-22 20:48:21,054: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 129)
2019-07-22 20:48:21,772: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 130)
2019-07-22 20:48:22,566: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 131)
2019-07-22 20:48:23,467: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 132)
2019-07-22 20:48:24,776: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 133)
2019-07-22 20:48:26,566: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 134)
2019-07-22 20:48:27,258: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 135)
2019-07-22 20:48:27,872: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 136)
2019-07-22 20:48:28,502: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 137)
2019-07-22 20:48:29,174: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 138)
2019-07-22 20:48:29,771: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 139)
2019-07-22 20:48:30,954: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 140)
2019-07-22 20:48:32,165: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 141)
2019-07-22 20:48:33,172: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 142)
2019-07-22 20:48:33,964: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 143)
2019-07-22 20:48:34,867: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 144)
2019-07-22 20:48:35,522: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 145)
2019-07-22 20:48:37,376: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 146)
2019-07-22 20:48:38,166: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 147)
2019-07-22 20:48:38,977: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 148)
2019-07-22 20:48:39,575: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 149)
2019-07-22 20:48:40,350: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 150)
2019-07-22 20:48:41,061: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 151)
2019-07-22 20:48:41,971: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 152)
2019-07-22 20:48:43,070: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 153)
2019-07-22 20:48:43,779: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 154)
2019-07-22 20:48:44,566: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 155)
2019-07-22 20:48:45,172: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 156)
2019-07-22 20:48:45,875: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 157)
2019-07-22 20:48:46,479: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 158)
2019-07-22 20:48:47,072: [1489] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1118781662719927814654717289053992842476560010153, offset 159)
