2019-07-24 17:16:08,446: [13] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectUnusedRetVal, DetectUninitializedStorage, DetectDelegatecall, DetectEnvInstruction, DetectReentrancyAdvanced, DetectIntegerOverflow, DetectUninitializedMemory, DetectExternalCallAndLeak
2019-07-24 17:16:08,447: [13] m.main:INFO: Beginning analysis
2019-07-24 17:16:08,494: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 17:16:08,733: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-24 17:16:09,154: [13] m.c.manticore:INFO: Results in /mcore_1oar8han
2019-07-24 17:16:09,906: [316] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectUninitializedStorage, DetectReentrancyAdvanced, DetectDelegatecall, DetectEnvInstruction, DetectIntegerOverflow, DetectUninitializedMemory, DetectUnusedRetVal, DetectExternalCallAndLeak
2019-07-24 17:16:09,907: [316] m.main:INFO: Beginning analysis
2019-07-24 17:16:09,921: [316] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 17:16:27,623: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 17:16:28,995: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 17:16:52,253: [316] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-24 17:17:35,820: [1522] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 17:18:35,795: [1540] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 17:18:47,412: [1540] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 17:18:55,713: [1531] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 17:18:58,996: [1544] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 17:19:56,167: [1542] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 17:20:22,103: [1536] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 17:20:23,420: [1542] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 17:23:26,000: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1098610212766213081574876607807056114274204773699, offset 128)
2019-07-24 17:23:28,792: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1098610212766213081574876607807056114274204773699, offset 129)
2019-07-24 17:23:31,659: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1098610212766213081574876607807056114274204773699, offset 130)
2019-07-24 17:23:34,259: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1098610212766213081574876607807056114274204773699, offset 131)
2019-07-24 17:23:36,391: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1098610212766213081574876607807056114274204773699, offset 132)
2019-07-24 17:23:39,760: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1098610212766213081574876607807056114274204773699, offset 133)
2019-07-24 17:23:41,887: [1527] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 17:23:42,518: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1098610212766213081574876607807056114274204773699, offset 134)
2019-07-24 17:23:44,912: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1098610212766213081574876607807056114274204773699, offset 135)
2019-07-24 17:23:48,175: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1098610212766213081574876607807056114274204773699, offset 136)
2019-07-24 17:23:50,675: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1098610212766213081574876607807056114274204773699, offset 137)
2019-07-24 17:23:56,813: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1098610212766213081574876607807056114274204773699, offset 138)
2019-07-24 17:23:59,675: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1098610212766213081574876607807056114274204773699, offset 139)
2019-07-24 17:24:02,795: [1537] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1098610212766213081574876607807056114274204773699, offset 140)
