2019-07-25 00:09:32,883: [12] m.main:INFO: Registered plugins: DetectUninitializedStorage, DetectExternalCallAndLeak, DetectSuicidal, DetectEnvInstruction, DetectUnusedRetVal, DetectIntegerOverflow, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectDelegatecall, DetectReentrancySimple, DetectInvalid
2019-07-25 00:09:32,884: [12] m.main:INFO: Beginning analysis
2019-07-25 00:09:32,896: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 00:09:57,095: [12] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-25 00:10:57,081: [1700] m.e.detectors:WARNING: Reachable external call to sender
2019-07-25 00:13:52,573: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 128)
2019-07-25 00:13:53,382: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 129)
2019-07-25 00:13:54,671: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 130)
2019-07-25 00:13:55,566: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 131)
2019-07-25 00:13:56,376: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 132)
2019-07-25 00:13:57,106: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 133)
2019-07-25 00:13:57,859: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 134)
2019-07-25 00:13:58,983: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 135)
2019-07-25 00:13:59,854: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 136)
2019-07-25 00:14:00,578: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 137)
2019-07-25 00:14:01,369: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 138)
2019-07-25 00:14:02,290: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 139)
2019-07-25 00:14:03,111: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 140)
2019-07-25 00:14:04,566: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 141)
2019-07-25 00:14:05,305: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 142)
2019-07-25 00:14:06,175: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 143)
2019-07-25 00:14:06,788: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 144)
2019-07-25 00:14:07,457: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 145)
2019-07-25 00:14:08,566: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 146)
2019-07-25 00:14:09,400: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 147)
2019-07-25 00:14:10,204: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 148)
2019-07-25 00:14:11,508: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 149)
2019-07-25 00:14:12,082: [1696] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1293362013873801256401273412943713591930495405109, offset 150)
