2019-08-06 00:11:17,739: [12] m.main:INFO: Registered plugins: DetectUnusedRetVal, DetectReentrancySimple, DetectInvalid, DetectDelegatecall, DetectUninitializedStorage, DetectExternalCallAndLeak, DetectReentrancyAdvanced, DetectSuicidal, DetectUninitializedMemory, DetectEnvInstruction, DetectIntegerOverflow
2019-08-06 00:11:17,739: [12] m.main:INFO: Beginning analysis
2019-08-06 00:11:17,765: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-08-06 00:11:17,899: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-08-06 00:11:18,282: [12] m.c.manticore:INFO: Results in /mcore_xjk22kvv
2019-08-06 00:11:19,092: [315] m.main:INFO: Registered plugins: DetectSuicidal, DetectReentrancyAdvanced, DetectReentrancySimple, DetectInvalid, DetectDelegatecall, DetectEnvInstruction, DetectUninitializedStorage, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectUninitializedMemory, DetectIntegerOverflow
2019-08-06 00:11:19,092: [315] m.main:INFO: Beginning analysis
2019-08-06 00:11:19,102: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-08-06 00:11:48,584: [373] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-06 00:11:49,791: [373] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-06 00:12:08,562: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-06 00:12:35,669: [2062] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-06 00:13:03,277: [2082] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-06 00:13:08,536: [2082] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-06 00:13:13,081: [2065] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-06 00:13:14,956: [2062] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-06 00:13:41,132: [2059] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-06 00:13:55,748: [2059] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-06 00:13:55,840: [2085] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-06 00:15:37,640: [2058] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1066681302244473177799868977967972591338360246885, offset 128)
2019-08-06 00:15:39,284: [2058] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1066681302244473177799868977967972591338360246885, offset 129)
2019-08-06 00:15:41,065: [2058] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1066681302244473177799868977967972591338360246885, offset 130)
2019-08-06 00:15:42,756: [2058] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1066681302244473177799868977967972591338360246885, offset 131)
2019-08-06 00:15:44,430: [2058] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1066681302244473177799868977967972591338360246885, offset 132)
2019-08-06 00:15:46,872: [2058] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1066681302244473177799868977967972591338360246885, offset 133)
2019-08-06 00:15:48,517: [2058] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1066681302244473177799868977967972591338360246885, offset 134)
2019-08-06 00:15:49,879: [2058] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1066681302244473177799868977967972591338360246885, offset 135)
2019-08-06 00:15:51,717: [2058] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1066681302244473177799868977967972591338360246885, offset 136)
2019-08-06 00:15:53,549: [2058] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1066681302244473177799868977967972591338360246885, offset 137)
2019-08-06 00:15:58,282: [2058] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1066681302244473177799868977967972591338360246885, offset 138)
2019-08-06 00:16:00,557: [2058] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1066681302244473177799868977967972591338360246885, offset 139)
2019-08-06 00:16:02,066: [2058] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1066681302244473177799868977967972591338360246885, offset 140)
2019-08-06 00:16:04,553: [2058] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1066681302244473177799868977967972591338360246885, offset 141)
