2019-07-23 03:47:10,334: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectDelegatecall, DetectUninitializedStorage, DetectExternalCallAndLeak, DetectSuicidal, DetectReentrancyAdvanced, DetectUninitializedMemory, DetectEnvInstruction, DetectUnusedRetVal, DetectIntegerOverflow
2019-07-23 03:47:10,334: [12] m.main:INFO: Beginning analysis
2019-07-23 03:47:10,372: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-23 03:47:11,998: [12] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-23 03:47:13,059: [12] m.e.manticore:INFO: 0 alive states, 2 terminated states
2019-07-23 03:47:13,180: [12] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-07-23 03:47:13,380: [582] m.c.manticore:INFO: Generated testcase No. 0 - RETURN(1 txs)
2019-07-23 03:47:13,396: [583] m.c.manticore:INFO: Generated testcase No. 1 - REVERT(2 txs)
2019-07-23 03:47:14,482: [12] m.c.manticore:INFO: Results in /mcore_825wgfxc
2019-07-23 03:47:15,586: [897] m.main:INFO: Registered plugins: DetectSuicidal, DetectEnvInstruction, DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectUninitializedStorage, DetectReentrancyAdvanced, DetectDelegatecall, DetectExternalCallAndLeak, DetectIntegerOverflow, DetectUninitializedMemory
2019-07-23 03:47:15,586: [897] m.main:INFO: Beginning analysis
2019-07-23 03:47:15,597: [897] m.e.manticore:INFO: Starting symbolic create contract
2019-07-23 03:47:18,754: [897] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-23 03:47:23,971: [897] m.e.manticore:INFO: 1 alive states, 7 terminated states
2019-07-23 03:47:25,073: [897] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-07-23 03:47:31,149: [897] m.e.manticore:INFO: 1 alive states, 14 terminated states
2019-07-23 03:47:32,639: [2639] m.c.manticore:INFO: Generated testcase No. 1 - RETURN(3 txs)
2019-07-23 03:47:32,642: [2644] m.c.manticore:INFO: Generated testcase No. 0 - RETURN(1 txs)
2019-07-23 03:47:32,744: [2638] m.c.manticore:INFO: Generated testcase No. 2 - REVERT(2 txs)
2019-07-23 03:47:32,821: [2642] m.c.manticore:INFO: Generated testcase No. 3 - REVERT(2 txs)
2019-07-23 03:47:32,831: [2650] m.c.manticore:INFO: Generated testcase No. 7 - REVERT(2 txs)
2019-07-23 03:47:32,838: [2647] m.c.manticore:INFO: Generated testcase No. 4 - REVERT(2 txs)
2019-07-23 03:47:32,847: [2651] m.c.manticore:INFO: Generated testcase No. 5 - REVERT(2 txs)
2019-07-23 03:47:32,917: [2654] m.c.manticore:INFO: Generated testcase No. 8 - RETURN(2 txs)
2019-07-23 03:47:32,933: [2648] m.c.manticore:INFO: Generated testcase No. 6 - REVERT(2 txs)
2019-07-23 03:47:33,052: [2655] m.c.manticore:INFO: Generated testcase No. 9 - REVERT(3 txs)
2019-07-23 03:47:49,520: [2644] m.c.manticore:INFO: Generated testcase No. 10 - REVERT(3 txs)
2019-07-23 03:47:56,325: [2642] m.c.manticore:INFO: Generated testcase No. 12 - REVERT(3 txs)
2019-07-23 03:47:56,346: [2638] m.c.manticore:INFO: Generated testcase No. 11 - REVERT(3 txs)
2019-07-23 03:47:56,550: [2651] m.c.manticore:INFO: Generated testcase No. 13 - REVERT(3 txs)
2019-07-23 03:47:57,019: [2648] m.c.manticore:INFO: Generated testcase No. 14 - REVERT(3 txs)
2019-07-23 03:48:10,288: [897] m.c.manticore:INFO: Results in /mcore_ni0xglin
2019-07-23 03:48:13,087: [3389] m.main:INFO: Registered plugins: DetectUninitializedMemory, DetectReentrancyAdvanced, DetectEnvInstruction, DetectIntegerOverflow, DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectDelegatecall, DetectExternalCallAndLeak, DetectUninitializedStorage, DetectSuicidal
2019-07-23 03:48:13,088: [3389] m.main:INFO: Beginning analysis
2019-07-23 03:48:13,097: [3389] m.e.manticore:INFO: Starting symbolic create contract
2019-07-23 03:48:13,572: [3433] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-23 03:48:13,997: [3389] m.c.manticore:INFO: Results in /mcore_x1532vsd
2019-07-23 03:48:14,761: [3692] m.main:INFO: Registered plugins: DetectExternalCallAndLeak, DetectUninitializedStorage, DetectUnusedRetVal, DetectSuicidal, DetectReentrancyAdvanced, DetectInvalid, DetectEnvInstruction, DetectDelegatecall, DetectUninitializedMemory, DetectIntegerOverflow, DetectReentrancySimple
2019-07-23 03:48:14,762: [3692] m.main:INFO: Beginning analysis
2019-07-23 03:48:14,773: [3692] m.e.manticore:INFO: Starting symbolic create contract
2019-07-23 03:48:51,756: [3692] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-23 03:56:22,079: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 128)
2019-07-23 03:56:23,970: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 129)
2019-07-23 03:56:26,574: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 130)
2019-07-23 03:56:27,973: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 131)
2019-07-23 03:56:30,070: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 132)
2019-07-23 03:56:32,455: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 133)
2019-07-23 03:56:36,572: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 134)
2019-07-23 03:56:38,778: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 135)
2019-07-23 03:56:40,646: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 136)
2019-07-23 03:56:42,323: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 137)
2019-07-23 03:56:43,472: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 138)
2019-07-23 03:56:45,578: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 139)
2019-07-23 03:56:47,467: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 140)
2019-07-23 03:56:49,526: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 141)
2019-07-23 03:56:51,873: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 142)
2019-07-23 03:56:53,870: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 143)
2019-07-23 03:56:57,270: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 144)
2019-07-23 03:56:59,071: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 145)
2019-07-23 03:57:01,966: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 146)
2019-07-23 03:57:03,966: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 147)
2019-07-23 03:57:06,358: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 148)
2019-07-23 03:57:08,671: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 149)
2019-07-23 03:57:10,850: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 150)
2019-07-23 03:57:12,867: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 151)
2019-07-23 03:57:14,810: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 152)
2019-07-23 03:57:16,958: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 153)
2019-07-23 03:57:18,873: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 154)
2019-07-23 03:57:20,768: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 155)
2019-07-23 03:57:25,867: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 156)
2019-07-23 03:57:27,178: [4808] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 128)
2019-07-23 03:57:27,366: [4788] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 65436781368658906451603688594653077792355534752, offset 157)
