2019-07-25 16:58:34,286: [13] m.main:INFO: Registered plugins: DetectUnusedRetVal, DetectUninitializedStorage, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectDelegatecall, DetectIntegerOverflow, DetectReentrancySimple, DetectInvalid
2019-07-25 16:58:34,286: [13] m.main:INFO: Beginning analysis
2019-07-25 16:58:34,301: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 16:58:34,581: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-25 16:58:35,113: [13] m.c.manticore:INFO: Results in /mcore_l1_9640l
2019-07-25 16:58:35,973: [316] m.main:INFO: Registered plugins: DetectUnusedRetVal, DetectReentrancySimple, DetectInvalid, DetectExternalCallAndLeak, DetectUninitializedStorage, DetectSuicidal, DetectEnvInstruction, DetectReentrancyAdvanced, DetectDelegatecall, DetectUninitializedMemory, DetectIntegerOverflow
2019-07-25 16:58:35,974: [316] m.main:INFO: Beginning analysis
2019-07-25 16:58:35,997: [316] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 16:58:55,975: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 16:58:57,453: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 16:59:25,157: [316] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-25 17:00:16,173: [1524] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 17:01:18,138: [1518] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 17:01:29,953: [1518] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 17:01:44,621: [1530] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 17:01:45,441: [1529] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 17:02:48,921: [1540] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 17:03:20,053: [1540] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 17:03:23,038: [1546] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 17:06:03,125: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 128)
2019-07-25 17:06:04,969: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 129)
2019-07-25 17:06:08,234: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 130)
2019-07-25 17:06:11,537: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 131)
2019-07-25 17:06:13,568: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 132)
2019-07-25 17:06:15,969: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 133)
2019-07-25 17:06:18,266: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 134)
2019-07-25 17:06:20,433: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 135)
2019-07-25 17:06:23,153: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 136)
2019-07-25 17:06:25,625: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 137)
2019-07-25 17:06:27,269: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 138)
2019-07-25 17:06:33,561: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 139)
2019-07-25 17:06:37,533: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 140)
2019-07-25 17:06:40,441: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 141)
2019-07-25 17:06:42,978: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 142)
2019-07-25 17:06:45,758: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 143)
2019-07-25 17:06:48,379: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 144)
2019-07-25 17:06:50,363: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 145)
2019-07-25 17:06:52,766: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 146)
2019-07-25 17:06:56,014: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 147)
2019-07-25 17:06:58,829: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 148)
2019-07-25 17:07:02,117: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 149)
2019-07-25 17:07:04,537: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 150)
2019-07-25 17:07:06,565: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 151)
2019-07-25 17:07:08,558: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 152)
2019-07-25 17:07:14,817: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 153)
2019-07-25 17:07:16,980: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 154)
2019-07-25 17:07:19,221: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 155)
2019-07-25 17:07:21,665: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 156)
2019-07-25 17:07:22,328: [1524] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 128)
2019-07-25 17:07:25,377: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 157)
2019-07-25 17:07:25,453: [1524] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 129)
2019-07-25 17:07:28,717: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 158)
2019-07-25 17:07:30,149: [1524] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 130)
2019-07-25 17:07:32,373: [1540] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 367884368443354168298987227229095602412133012112, offset 159)
