2019-07-25 05:08:52,188: [13] m.main:INFO: Registered plugins: DetectEnvInstruction, DetectIntegerOverflow, DetectUnusedRetVal, DetectInvalid, DetectDelegatecall, DetectUninitializedMemory, DetectSuicidal, DetectExternalCallAndLeak, DetectReentrancyAdvanced, DetectReentrancySimple, DetectUninitializedStorage
2019-07-25 05:08:52,188: [13] m.main:INFO: Beginning analysis
2019-07-25 05:08:52,200: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 05:08:52,438: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-25 05:08:52,980: [13] m.c.manticore:INFO: Results in /mcore_ytpcr78v
2019-07-25 05:08:53,898: [316] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUninitializedMemory, DetectDelegatecall, DetectIntegerOverflow
2019-07-25 05:08:53,899: [316] m.main:INFO: Beginning analysis
2019-07-25 05:08:53,910: [316] m.e.manticore:INFO: Starting symbolic create contract
2019-07-25 05:09:11,672: [366] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 05:09:13,162: [366] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 05:09:40,029: [316] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-25 05:10:29,265: [1518] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 05:11:27,029: [1516] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 05:11:38,817: [1516] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 05:11:47,355: [1526] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 05:11:57,449: [1535] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 05:13:00,645: [1518] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 05:13:25,877: [1518] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 05:13:27,133: [1532] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-25 05:16:38,978: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 460094152832733046071974586768244441423755500454, offset 128)
2019-07-25 05:16:41,649: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 460094152832733046071974586768244441423755500454, offset 129)
2019-07-25 05:16:44,037: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 460094152832733046071974586768244441423755500454, offset 130)
2019-07-25 05:16:47,278: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 460094152832733046071974586768244441423755500454, offset 131)
2019-07-25 05:16:50,217: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 460094152832733046071974586768244441423755500454, offset 132)
2019-07-25 05:16:58,421: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 460094152832733046071974586768244441423755500454, offset 133)
2019-07-25 05:17:01,517: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 460094152832733046071974586768244441423755500454, offset 134)
2019-07-25 05:17:04,275: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 460094152832733046071974586768244441423755500454, offset 135)
2019-07-25 05:17:07,129: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 460094152832733046071974586768244441423755500454, offset 136)
2019-07-25 05:17:10,463: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 460094152832733046071974586768244441423755500454, offset 137)
2019-07-25 05:17:11,177: [1518] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-25 05:17:13,349: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 460094152832733046071974586768244441423755500454, offset 138)
2019-07-25 05:17:16,825: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 460094152832733046071974586768244441423755500454, offset 139)
2019-07-25 05:17:20,714: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 460094152832733046071974586768244441423755500454, offset 140)
2019-07-25 05:17:23,958: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 460094152832733046071974586768244441423755500454, offset 141)
2019-07-25 05:17:28,551: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 460094152832733046071974586768244441423755500454, offset 142)
2019-07-25 05:17:32,213: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 460094152832733046071974586768244441423755500454, offset 143)
2019-07-25 05:17:35,263: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 460094152832733046071974586768244441423755500454, offset 144)
