/unique_chucks/35/0xca18498e5720122e726068f2a6a90138a35476c8.sol
jar:file:/usr/local/lib/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 53
column: 2
content: for(uint256i=0;i<_recipients.length;i++){emitTransfer(address(this),_recipients[i],777);}

ruleId: SOLIDITY_GAS_LIMIT_IN_LOOPS
patternId: f6f853
severity: 2
line: 53
column: 2
content: for(uint256i=0;i<_recipients.length;i++){emitTransfer(address(this),_recipients[i],777);}

ruleId: SOLIDITY_LOCKED_MONEY
patternId: 30281d
severity: 3
line: 3
column: 0
content: contractSafePromo{stringpublicurl="http://ecos.ee";stringpublicname="ECOS PROMO";stringpublicsymbol="ECOS";addressowner;uint256publictotalSupply;eventTransfer(addressindexed_from,addressindexed_to,uint256_value);constructor()public{owner=msg.sender;totalSupply=1;}functionbalanceOf(address_owner)publicviewreturns(uint256balance){return777;}functiontransfer(address_to,uint256_value)publicreturns(boolsuccess){returntrue;}functiontransferFrom(address_from,address_to,uint256_value)publicreturns(boolsuccess){returntrue;}functionapprove(address_spender,uint256_value)publicreturns(boolsuccess){returntrue;}functionallowance(address_owner,address_spender)publicviewreturns(uint256remaining){return0;}functionpromo(address[]_recipients)public{require(msg.sender==owner);for(uint256i=0;i<_recipients.length;i++){emitTransfer(address(this),_recipients[i],777);}}functionsetInfo(string_name)publicreturns(bool){require(msg.sender==owner);name=_name;returntrue;}functionsetSymbol(string_symbol)publicreturns(bool){require(msg.sender==owner);symbol=_symbol;returntrue;}function()publicpayable{}}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 60
column: 1
content: functionsetInfo(string_name)publicreturns(bool){require(msg.sender==owner);name=_name;returntrue;}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 68
column: 1
content: functionsetSymbol(string_symbol)publicreturns(bool){require(msg.sender==owner);symbol=_symbol;returntrue;}

ruleId: SOLIDITY_PRAGMAS_VERSION
patternId: 23fc32
severity: 1
line: 1
column: 16
content: ^

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 91h3sa
severity: 1
line: 76
column: 12
content: public

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 49
column: 16
content: address[]_recipients

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 60
column: 18
content: string_name

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 68
column: 20
content: string_symbol

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 8
column: 1
content: addressowner;

SOLIDITY_VISIBILITY :1
SOLIDITY_OVERPOWERED_ROLE :2
SOLIDITY_PRAGMAS_VERSION :1
SOLIDITY_LOCKED_MONEY :1
SOLIDITY_EXTRA_GAS_IN_LOOPS :1
SOLIDITY_UPGRADE_TO_050 :4
SOLIDITY_GAS_LIMIT_IN_LOOPS :1
