2019-07-22 18:50:21,265: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUninitializedMemory, DetectDelegatecall
2019-07-22 18:50:21,265: [12] m.main:INFO: Beginning analysis
2019-07-22 18:50:21,276: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-22 18:50:28,732: [12] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-22 18:50:40,572: [853] m.e.detectors:WARNING: Reachable external call to sender
2019-07-22 18:51:15,477: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 128)
2019-07-22 18:51:15,863: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 129)
2019-07-22 18:51:16,247: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 130)
2019-07-22 18:51:16,672: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 131)
2019-07-22 18:51:16,974: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 132)
2019-07-22 18:51:17,378: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 133)
2019-07-22 18:51:17,714: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 134)
2019-07-22 18:51:18,365: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 135)
2019-07-22 18:51:18,661: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 136)
2019-07-22 18:51:19,075: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 137)
2019-07-22 18:51:19,569: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 138)
2019-07-22 18:51:19,965: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 139)
2019-07-22 18:51:20,307: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 140)
2019-07-22 18:51:20,666: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 141)
2019-07-22 18:51:21,164: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 142)
2019-07-22 18:51:21,558: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 143)
2019-07-22 18:51:21,966: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 144)
2019-07-22 18:51:22,370: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 145)
2019-07-22 18:51:22,863: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 146)
2019-07-22 18:51:23,264: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 147)
2019-07-22 18:51:23,566: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 148)
2019-07-22 18:51:23,865: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 149)
2019-07-22 18:51:24,266: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 150)
2019-07-22 18:51:24,566: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 151)
2019-07-22 18:51:24,966: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 152)
2019-07-22 18:51:25,259: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 153)
2019-07-22 18:51:25,569: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 154)
2019-07-22 18:51:25,862: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 155)
2019-07-22 18:51:26,618: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 156)
2019-07-22 18:51:26,962: [855] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1409458343877036298815113862126153257939985981756, offset 157)
