2019-07-26 10:14:30,709: [12] m.main:INFO: Registered plugins: DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUnusedRetVal, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectDelegatecall, DetectReentrancySimple, DetectInvalid
2019-07-26 10:14:30,709: [12] m.main:INFO: Beginning analysis
2019-07-26 10:14:30,724: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 10:14:30,921: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-26 10:14:31,393: [12] m.c.manticore:INFO: Results in /mcore_xd3yp28x
2019-07-26 10:14:32,114: [315] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectEnvInstruction, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectDelegatecall, DetectIntegerOverflow, DetectUninitializedMemory
2019-07-26 10:14:32,115: [315] m.main:INFO: Beginning analysis
2019-07-26 10:14:32,131: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 10:15:02,578: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-26 10:15:55,795: [1486] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 10:16:21,968: [1513] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 10:17:08,488: [1504] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 10:17:10,418: [1513] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-26 10:18:04,115: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 128)
2019-07-26 10:18:04,812: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 129)
2019-07-26 10:18:06,011: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 130)
2019-07-26 10:18:06,916: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 131)
2019-07-26 10:18:07,887: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 132)
2019-07-26 10:18:08,876: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 133)
2019-07-26 10:18:10,097: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 134)
2019-07-26 10:18:11,124: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 135)
2019-07-26 10:18:12,072: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 136)
2019-07-26 10:18:12,610: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 137)
2019-07-26 10:18:13,383: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 138)
2019-07-26 10:18:15,421: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 139)
2019-07-26 10:18:16,416: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 140)
2019-07-26 10:18:17,110: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 141)
2019-07-26 10:18:17,922: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 142)
2019-07-26 10:18:18,619: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 143)
2019-07-26 10:18:19,215: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 144)
2019-07-26 10:18:20,113: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 145)
2019-07-26 10:18:21,006: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 146)
2019-07-26 10:18:22,207: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 147)
2019-07-26 10:18:23,018: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 148)
2019-07-26 10:18:23,703: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 149)
2019-07-26 10:18:24,504: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 150)
2019-07-26 10:18:25,670: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 151)
2019-07-26 10:18:26,464: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 152)
2019-07-26 10:18:27,512: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 153)
2019-07-26 10:18:29,222: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 154)
2019-07-26 10:18:29,913: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 155)
2019-07-26 10:18:30,891: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 156)
2019-07-26 10:18:32,122: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 157)
2019-07-26 10:18:32,914: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 158)
2019-07-26 10:18:33,417: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 159)
2019-07-26 10:18:35,115: [1513] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 128)
2019-07-26 10:18:35,712: [1513] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 129)
2019-07-26 10:18:36,020: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 128)
2019-07-26 10:18:36,405: [1513] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 130)
2019-07-26 10:18:36,511: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 129)
2019-07-26 10:18:37,083: [1513] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 131)
2019-07-26 10:18:37,324: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 130)
2019-07-26 10:18:37,610: [1513] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 132)
2019-07-26 10:18:37,903: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 131)
2019-07-26 10:18:38,215: [1513] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 133)
2019-07-26 10:18:38,330: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 132)
2019-07-26 10:18:38,802: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 133)
2019-07-26 10:18:39,210: [1513] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 134)
2019-07-26 10:18:39,340: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 134)
2019-07-26 10:18:39,625: [1513] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 135)
2019-07-26 10:18:39,822: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 135)
2019-07-26 10:18:40,020: [1513] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 136)
2019-07-26 10:18:40,315: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 136)
2019-07-26 10:18:40,507: [1513] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 137)
2019-07-26 10:18:40,830: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 137)
2019-07-26 10:18:40,921: [1513] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 138)
2019-07-26 10:18:41,314: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 138)
2019-07-26 10:18:41,522: [1513] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 139)
2019-07-26 10:18:42,121: [1513] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 140)
2019-07-26 10:18:42,910: [1513] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 141)
2019-07-26 10:18:43,019: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 139)
2019-07-26 10:18:43,323: [1513] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 142)
2019-07-26 10:18:43,507: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 140)
2019-07-26 10:18:43,904: [1513] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 143)
2019-07-26 10:18:44,413: [1493] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 141)
2019-07-26 10:18:44,511: [1513] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1383678526169837264880835210212824529721050062857, offset 144)
