/unique_chucks/14/0x53886565ca8d856eb96f0d2859d1e49a71211880.sol
jar:file:/usr/local/lib/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_BALANCE_EQUALITY
patternId: 5094ad
severity: 1
line: 71
column: 10
content: _address[i].balance==0

ruleId: SOLIDITY_EXTRA_GAS_IN_LOOPS
patternId: d3j11j
severity: 1
line: 83
column: 9
content: for(uinti=0;i<_values.length;i++){tokenInstance.transfer(_recipients[i],_values[i]);}

ruleId: SOLIDITY_FUNCTIONS_RETURNS_TYPE_AND_NO_RETURN
patternId: 47acc2
severity: 1
line: 65
column: 2
content: functiondoAirDrop(address[]_address,uint256_amount,uint256_ethAmount)onlyOwnerpublicreturns(bool){uint256count=_address.length;for(uint256i=0;i<count;i++){tokenInstance.transfer(_address[i],_amount);if((_address[i].balance==0)&&(this.balance>=_ethAmount)){require(_address[i].send(_ethAmount));}}}

ruleId: SOLIDITY_FUNCTIONS_RETURNS_TYPE_AND_NO_RETURN
patternId: 47acc2
severity: 1
line: 90
column: 2
content: functiontransferEthToOnwer()onlyOwnerpublicreturns(bool){require(owner.send(this.balance));}

ruleId: SOLIDITY_GAS_LIMIT_IN_LOOPS
patternId: f6f853
severity: 2
line: 67
column: 4
content: for(uint256i=0;i<count;i++){tokenInstance.transfer(_address[i],_amount);if((_address[i].balance==0)&&(this.balance>=_ethAmount)){require(_address[i].send(_ethAmount));}}

ruleId: SOLIDITY_GAS_LIMIT_IN_LOOPS
patternId: f6f853
severity: 2
line: 83
column: 9
content: for(uinti=0;i<_values.length;i++){tokenInstance.transfer(_recipients[i],_values[i]);}

ruleId: SOLIDITY_PRAGMAS_VERSION
patternId: 23fc32
severity: 1
line: 1
column: 16
content: ^

ruleId: SOLIDITY_SEND
patternId: 430636
severity: 1
line: 73
column: 29
content: send(_ethAmount)

ruleId: SOLIDITY_SEND
patternId: 430636
severity: 1
line: 91
column: 18
content: send(this.balance)

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 65
column: 21
content: address[]_address

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 81
column: 22
content: address[]_recipients

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 341gim
severity: 1
line: 81
column: 45
content: uint[]_values

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 97
column: 2
content: function()payable{}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 105
column: 2
content: functionkill()onlyOwner{selfdestruct(owner);}

SOLIDITY_VISIBILITY :2
SOLIDITY_PRAGMAS_VERSION :1
SOLIDITY_FUNCTIONS_RETURNS_TYPE_AND_NO_RETURN :2
SOLIDITY_SEND :2
SOLIDITY_EXTRA_GAS_IN_LOOPS :1
SOLIDITY_UPGRADE_TO_050 :3
SOLIDITY_GAS_LIMIT_IN_LOOPS :2
SOLIDITY_BALANCE_EQUALITY :1
