2019-07-22 13:42:50,696: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectDelegatecall, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectEnvInstruction, DetectSuicidal, DetectUninitializedMemory, DetectExternalCallAndLeak, DetectIntegerOverflow
2019-07-22 13:42:50,697: [12] m.main:INFO: Beginning analysis
2019-07-22 13:42:50,731: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-22 13:42:50,950: [63] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-22 13:42:51,281: [12] m.c.manticore:INFO: Results in /mcore_c_z12muz
2019-07-22 13:42:51,932: [315] m.main:INFO: Registered plugins: DetectIntegerOverflow, DetectSuicidal, DetectReentrancySimple, DetectInvalid, DetectReentrancyAdvanced, DetectEnvInstruction, DetectDelegatecall, DetectUninitializedStorage, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectUninitializedMemory
2019-07-22 13:42:51,933: [315] m.main:INFO: Beginning analysis
2019-07-22 13:42:51,951: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-22 13:43:07,487: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-22 13:43:08,326: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-22 13:43:25,089: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-22 13:44:03,256: [1526] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-22 13:44:50,722: [1526] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 13:45:01,031: [1526] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-22 13:45:05,758: [1535] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-22 13:45:06,953: [1517] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 13:46:07,073: [1526] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 13:46:20,354: [1519] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-22 13:46:34,534: [1526] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 13:48:48,466: [1525] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 619679640397280204600943461340830593255850986735, offset 128)
2019-07-22 13:48:50,662: [1525] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 619679640397280204600943461340830593255850986735, offset 129)
2019-07-22 13:48:53,142: [1525] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 619679640397280204600943461340830593255850986735, offset 130)
2019-07-22 13:48:55,260: [1525] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 619679640397280204600943461340830593255850986735, offset 131)
2019-07-22 13:48:57,626: [1525] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 619679640397280204600943461340830593255850986735, offset 132)
2019-07-22 13:49:00,207: [1525] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 619679640397280204600943461340830593255850986735, offset 133)
2019-07-22 13:49:02,522: [1525] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 619679640397280204600943461340830593255850986735, offset 134)
2019-07-22 13:49:05,246: [1525] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 619679640397280204600943461340830593255850986735, offset 135)
2019-07-22 13:49:08,550: [1525] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 619679640397280204600943461340830593255850986735, offset 136)
2019-07-22 13:49:10,646: [1525] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 619679640397280204600943461340830593255850986735, offset 137)
2019-07-22 13:49:13,322: [1525] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 619679640397280204600943461340830593255850986735, offset 138)
2019-07-22 13:49:20,058: [1525] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 619679640397280204600943461340830593255850986735, offset 139)
2019-07-22 13:49:22,434: [1525] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 619679640397280204600943461340830593255850986735, offset 140)
2019-07-22 13:49:25,226: [1525] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 619679640397280204600943461340830593255850986735, offset 141)
