2019-07-24 04:10:19,273: [13] m.main:INFO: Registered plugins: DetectReentrancyAdvanced, DetectUnusedRetVal, DetectReentrancySimple, DetectInvalid, DetectDelegatecall, DetectSuicidal, DetectExternalCallAndLeak, DetectIntegerOverflow, DetectUninitializedMemory, DetectUninitializedStorage, DetectEnvInstruction
2019-07-24 04:10:19,273: [13] m.main:INFO: Beginning analysis
2019-07-24 04:10:19,283: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 04:10:19,549: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-24 04:10:20,098: [13] m.c.manticore:INFO: Results in /mcore_mwa6wucx
2019-07-24 04:10:20,974: [316] m.main:INFO: Registered plugins: DetectEnvInstruction, DetectReentrancyAdvanced, DetectReentrancySimple, DetectInvalid, DetectDelegatecall, DetectUnusedRetVal, DetectUninitializedStorage, DetectIntegerOverflow, DetectSuicidal, DetectExternalCallAndLeak, DetectUninitializedMemory
2019-07-24 04:10:20,974: [316] m.main:INFO: Beginning analysis
2019-07-24 04:10:20,986: [316] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 04:10:40,256: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 04:10:41,467: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 04:11:04,897: [316] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-24 04:11:47,331: [1536] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 04:12:38,555: [1516] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 04:12:51,542: [1516] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 04:13:02,646: [1539] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 04:13:07,126: [1536] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 04:14:08,027: [1519] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 04:14:29,347: [1516] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 04:14:37,925: [1519] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 04:17:22,030: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 128)
2019-07-24 04:17:26,506: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 129)
2019-07-24 04:17:34,958: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 130)
2019-07-24 04:17:38,250: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 131)
2019-07-24 04:17:41,563: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 132)
2019-07-24 04:17:44,642: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 133)
2019-07-24 04:17:48,623: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 134)
2019-07-24 04:17:51,038: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 135)
2019-07-24 04:17:53,542: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 136)
2019-07-24 04:17:57,458: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 137)
2019-07-24 04:18:00,430: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 138)
2019-07-24 04:18:03,130: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 139)
2019-07-24 04:18:05,642: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 140)
2019-07-24 04:18:07,834: [1542] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 04:18:08,535: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 141)
2019-07-24 04:18:12,330: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 142)
2019-07-24 04:18:21,834: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 143)
2019-07-24 04:18:24,714: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 144)
2019-07-24 04:18:28,547: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 145)
2019-07-24 04:18:32,118: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 146)
2019-07-24 04:18:35,138: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 147)
2019-07-24 04:18:38,218: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 148)
2019-07-24 04:18:41,046: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 149)
2019-07-24 04:18:43,161: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 150)
2019-07-24 04:18:45,562: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 151)
2019-07-24 04:18:49,102: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 152)
2019-07-24 04:18:52,010: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 153)
2019-07-24 04:18:55,314: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 154)
2019-07-24 04:18:59,463: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 155)
2019-07-24 04:19:02,638: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 156)
2019-07-24 04:19:03,430: [1547] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 128)
2019-07-24 04:19:05,611: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 157)
2019-07-24 04:19:06,563: [1547] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 129)
2019-07-24 04:19:11,542: [1547] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 130)
2019-07-24 04:19:14,462: [1547] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 131)
2019-07-24 04:19:15,434: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 158)
2019-07-24 04:19:17,558: [1547] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 132)
2019-07-24 04:19:18,306: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 159)
2019-07-24 04:19:25,627: [1547] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 133)
2019-07-24 04:19:27,666: [1547] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 134)
2019-07-24 04:19:29,538: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 128)
2019-07-24 04:19:30,738: [1547] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 135)
2019-07-24 04:19:32,938: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 129)
2019-07-24 04:19:34,138: [1547] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 136)
2019-07-24 04:19:37,064: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 130)
2019-07-24 04:19:37,546: [1547] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 137)
2019-07-24 04:19:40,442: [1547] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 138)
2019-07-24 04:19:40,457: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 131)
2019-07-24 04:19:43,616: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 132)
2019-07-24 04:19:45,164: [1547] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 139)
2019-07-24 04:19:47,158: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 133)
2019-07-24 04:19:48,342: [1547] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 140)
2019-07-24 04:19:50,059: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 134)
2019-07-24 04:19:51,838: [1547] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 141)
2019-07-24 04:19:53,902: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 135)
2019-07-24 04:19:54,958: [1547] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 142)
2019-07-24 04:19:57,814: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 136)
2019-07-24 04:19:58,122: [1547] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 143)
2019-07-24 04:20:01,239: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 137)
2019-07-24 04:20:01,522: [1547] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 144)
2019-07-24 04:20:04,842: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 138)
2019-07-24 04:20:09,138: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 139)
2019-07-24 04:20:11,506: [1547] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 721456766106114585005619137635746199297423992175, offset 145)
