2019-07-22 16:43:59,973: [12] m.main:INFO: Registered plugins: DetectDelegatecall, DetectSuicidal, DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectEnvInstruction, DetectUninitializedStorage, DetectIntegerOverflow, DetectReentrancyAdvanced, DetectExternalCallAndLeak, DetectUninitializedMemory
2019-07-22 16:43:59,973: [12] m.main:INFO: Beginning analysis
2019-07-22 16:43:59,986: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-22 16:44:00,254: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-22 16:44:00,680: [12] m.c.manticore:INFO: Results in /mcore_rw6fchk9
2019-07-22 16:44:01,414: [315] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectSuicidal, DetectExternalCallAndLeak, DetectEnvInstruction, DetectUninitializedMemory, DetectDelegatecall, DetectIntegerOverflow
2019-07-22 16:44:01,414: [315] m.main:INFO: Beginning analysis
2019-07-22 16:44:01,447: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-22 16:44:17,961: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-22 16:44:19,031: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-22 16:44:39,708: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-22 16:45:17,764: [1536] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-22 16:46:03,350: [1527] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 16:46:14,965: [1527] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-22 16:46:20,722: [1520] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 16:46:30,230: [1529] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-22 16:47:20,950: [1522] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 16:47:41,650: [1527] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-22 16:47:43,342: [1522] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 16:50:26,946: [1527] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1395187250672459069204063742086884549647557941817, offset 128)
2019-07-22 16:50:32,327: [1527] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1395187250672459069204063742086884549647557941817, offset 129)
2019-07-22 16:50:34,850: [1527] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1395187250672459069204063742086884549647557941817, offset 130)
2019-07-22 16:50:35,842: [1515] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 16:50:36,646: [1527] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1395187250672459069204063742086884549647557941817, offset 131)
2019-07-22 16:50:39,418: [1527] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1395187250672459069204063742086884549647557941817, offset 132)
2019-07-22 16:50:41,802: [1527] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1395187250672459069204063742086884549647557941817, offset 133)
2019-07-22 16:50:44,554: [1527] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1395187250672459069204063742086884549647557941817, offset 134)
2019-07-22 16:50:48,166: [1527] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1395187250672459069204063742086884549647557941817, offset 135)
2019-07-22 16:50:51,544: [1527] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1395187250672459069204063742086884549647557941817, offset 136)
2019-07-22 16:50:55,750: [1527] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1395187250672459069204063742086884549647557941817, offset 137)
2019-07-22 16:50:59,078: [1527] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1395187250672459069204063742086884549647557941817, offset 138)
2019-07-22 16:51:02,322: [1527] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1395187250672459069204063742086884549647557941817, offset 139)
2019-07-22 16:51:04,722: [1527] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1395187250672459069204063742086884549647557941817, offset 140)
2019-07-22 16:51:12,215: [1527] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1395187250672459069204063742086884549647557941817, offset 141)
2019-07-22 16:51:15,462: [1527] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1395187250672459069204063742086884549647557941817, offset 142)
2019-07-22 16:51:19,026: [1527] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1395187250672459069204063742086884549647557941817, offset 143)
