2019-07-22 14:43:17,374: [13] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectEnvInstruction, DetectDelegatecall, DetectUninitializedMemory, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectIntegerOverflow
2019-07-22 14:43:17,374: [13] m.main:INFO: Beginning analysis
2019-07-22 14:43:17,385: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-07-22 14:43:17,587: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-22 14:43:18,077: [13] m.c.manticore:INFO: Results in /mcore_gzbacxoz
2019-07-22 14:43:18,871: [316] m.main:INFO: Registered plugins: DetectUnusedRetVal, DetectReentrancySimple, DetectDelegatecall, DetectExternalCallAndLeak, DetectSuicidal, DetectUninitializedStorage, DetectIntegerOverflow, DetectEnvInstruction, DetectInvalid, DetectReentrancyAdvanced, DetectUninitializedMemory
2019-07-22 14:43:18,871: [316] m.main:INFO: Beginning analysis
2019-07-22 14:43:18,884: [316] m.e.manticore:INFO: Starting symbolic create contract
2019-07-22 14:43:51,777: [316] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-22 14:44:42,886: [1506] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 14:45:04,464: [1500] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 14:45:50,168: [1506] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 14:45:50,558: [1486] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-22 14:46:39,263: [1497] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1142274313659151549945951085279730650395727846986, offset 128)
2019-07-22 14:46:40,242: [1497] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1142274313659151549945951085279730650395727846986, offset 129)
2019-07-22 14:46:40,954: [1497] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1142274313659151549945951085279730650395727846986, offset 130)
2019-07-22 14:46:42,866: [1497] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1142274313659151549945951085279730650395727846986, offset 131)
2019-07-22 14:46:43,656: [1497] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1142274313659151549945951085279730650395727846986, offset 132)
2019-07-22 14:46:44,542: [1497] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1142274313659151549945951085279730650395727846986, offset 133)
2019-07-22 14:46:45,376: [1497] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1142274313659151549945951085279730650395727846986, offset 134)
2019-07-22 14:46:46,371: [1497] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1142274313659151549945951085279730650395727846986, offset 135)
2019-07-22 14:46:47,166: [1497] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1142274313659151549945951085279730650395727846986, offset 136)
2019-07-22 14:46:47,772: [1497] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1142274313659151549945951085279730650395727846986, offset 137)
2019-07-22 14:46:48,570: [1497] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1142274313659151549945951085279730650395727846986, offset 138)
