2019-08-04 15:16:15,063: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectReentrancyAdvanced, DetectUnusedRetVal, DetectUninitializedStorage, DetectIntegerOverflow, DetectDelegatecall, DetectEnvInstruction, DetectUninitializedMemory, DetectExternalCallAndLeak
2019-08-04 15:16:15,063: [12] m.main:INFO: Beginning analysis
2019-08-04 15:16:15,074: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-08-04 15:16:15,207: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-08-04 15:16:15,454: [12] m.c.manticore:INFO: Results in /mcore_05wq4c9v
2019-08-04 15:16:16,059: [315] m.main:INFO: Registered plugins: DetectIntegerOverflow, DetectExternalCallAndLeak, DetectEnvInstruction, DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectUninitializedMemory, DetectUnusedRetVal, DetectDelegatecall, DetectUninitializedStorage, DetectReentrancyAdvanced
2019-08-04 15:16:16,059: [315] m.main:INFO: Beginning analysis
2019-08-04 15:16:16,070: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-08-04 15:16:32,707: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-04 15:16:33,645: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-04 15:16:53,473: [370] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-04 15:16:54,198: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-04 15:17:16,307: [1597] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-04 15:17:37,711: [1591] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-04 15:17:42,213: [1591] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-04 15:17:44,302: [1596] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-04 15:17:44,315: [1572] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-04 15:18:07,113: [1597] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-04 15:18:17,211: [1597] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-04 15:18:20,518: [1574] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-04 15:19:29,521: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 444238030391063755384179315078003564404365200923, offset 128)
2019-08-04 15:19:30,406: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 444238030391063755384179315078003564404365200923, offset 129)
2019-08-04 15:19:31,826: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 444238030391063755384179315078003564404365200923, offset 130)
2019-08-04 15:19:33,013: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 444238030391063755384179315078003564404365200923, offset 131)
2019-08-04 15:19:34,103: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 444238030391063755384179315078003564404365200923, offset 132)
2019-08-04 15:19:37,109: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 444238030391063755384179315078003564404365200923, offset 133)
2019-08-04 15:19:38,301: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 444238030391063755384179315078003564404365200923, offset 134)
2019-08-04 15:19:39,486: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 444238030391063755384179315078003564404365200923, offset 135)
2019-08-04 15:19:40,477: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 444238030391063755384179315078003564404365200923, offset 136)
2019-08-04 15:19:41,515: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 444238030391063755384179315078003564404365200923, offset 137)
2019-08-04 15:19:42,815: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 444238030391063755384179315078003564404365200923, offset 138)
2019-08-04 15:19:44,613: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 444238030391063755384179315078003564404365200923, offset 139)
2019-08-04 15:19:45,993: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 444238030391063755384179315078003564404365200923, offset 140)
2019-08-04 15:19:47,203: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 444238030391063755384179315078003564404365200923, offset 141)
2019-08-04 15:19:48,390: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 444238030391063755384179315078003564404365200923, offset 142)
