2019-07-24 07:35:14,140: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectUninitializedStorage, DetectExternalCallAndLeak, DetectSuicidal, DetectEnvInstruction, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectDelegatecall, DetectIntegerOverflow
2019-07-24 07:35:14,141: [12] m.main:INFO: Beginning analysis
2019-07-24 07:35:14,163: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 07:35:14,343: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-24 07:35:14,919: [12] m.c.manticore:INFO: Results in /mcore_xxipyg13
2019-07-24 07:35:16,108: [315] m.main:INFO: Registered plugins: DetectIntegerOverflow, DetectExternalCallAndLeak, DetectReentrancyAdvanced, DetectDelegatecall, DetectSuicidal, DetectUninitializedStorage, DetectEnvInstruction, DetectReentrancySimple, DetectUnusedRetVal, DetectInvalid, DetectUninitializedMemory
2019-07-24 07:35:16,112: [315] m.main:INFO: Beginning analysis
2019-07-24 07:35:16,174: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-24 07:35:43,704: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 07:35:46,792: [363] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 07:36:27,517: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-24 07:37:34,438: [1564] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 07:38:38,370: [1577] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 07:38:49,429: [1577] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 07:39:04,333: [1564] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 07:39:08,626: [1567] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 07:40:40,517: [1577] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 07:41:21,581: [1577] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-07-24 07:41:21,873: [1567] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-24 07:45:38,590: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 128)
2019-07-24 07:45:43,593: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 129)
2019-07-24 07:45:48,337: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 130)
2019-07-24 07:45:55,673: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 131)
2019-07-24 07:46:00,450: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 132)
2019-07-24 07:46:05,942: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 133)
2019-07-24 07:46:09,112: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 134)
2019-07-24 07:46:11,377: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 135)
2019-07-24 07:46:15,453: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 136)
2019-07-24 07:46:19,373: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 137)
2019-07-24 07:46:22,549: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 138)
2019-07-24 07:46:24,877: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 139)
2019-07-24 07:46:32,937: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 140)
2019-07-24 07:46:36,677: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 141)
2019-07-24 07:46:41,145: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 142)
2019-07-24 07:46:44,629: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 143)
2019-07-24 07:46:49,389: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 144)
2019-07-24 07:46:52,797: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 145)
2019-07-24 07:46:56,769: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 146)
2019-07-24 07:47:00,121: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 147)
2019-07-24 07:47:04,258: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 148)
2019-07-24 07:47:07,340: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 149)
2019-07-24 07:47:10,773: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 150)
2019-07-24 07:47:14,069: [1564] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 128)
2019-07-24 07:47:14,858: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 151)
2019-07-24 07:47:18,157: [1564] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 129)
2019-07-24 07:47:22,349: [1564] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 130)
2019-07-24 07:47:24,033: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 152)
2019-07-24 07:47:26,042: [1564] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 131)
2019-07-24 07:47:27,867: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 153)
2019-07-24 07:47:30,138: [1564] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 132)
2019-07-24 07:47:31,325: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 154)
2019-07-24 07:47:33,757: [1564] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 133)
2019-07-24 07:47:34,953: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 155)
2019-07-24 07:47:38,942: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 156)
2019-07-24 07:47:43,197: [1578] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 157)
2019-07-24 07:47:43,221: [1564] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1260889185111250924985036532394112402727329711693, offset 134)
