2019-08-03 09:23:46,496: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectUninitializedMemory, DetectSuicidal, DetectEnvInstruction, DetectIntegerOverflow, DetectReentrancyAdvanced, DetectInvalid, DetectDelegatecall, DetectUnusedRetVal, DetectUninitializedStorage, DetectExternalCallAndLeak
2019-08-03 09:23:46,497: [12] m.main:INFO: Beginning analysis
2019-08-03 09:23:46,534: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-08-03 09:23:46,661: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-08-03 09:23:46,940: [12] m.c.manticore:INFO: Results in /mcore_evtxn_uw
2019-08-03 09:23:47,673: [315] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectDelegatecall, DetectUnusedRetVal, DetectUninitializedMemory, DetectIntegerOverflow, DetectExternalCallAndLeak, DetectSuicidal, DetectReentrancyAdvanced, DetectEnvInstruction, DetectUninitializedStorage
2019-08-03 09:23:47,673: [315] m.main:INFO: Beginning analysis
2019-08-03 09:23:47,729: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-08-03 09:23:47,847: [359] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-08-03 09:23:48,059: [315] m.c.manticore:INFO: Results in /mcore_me37fuqr
2019-08-03 09:23:48,774: [618] m.main:INFO: Registered plugins: DetectEnvInstruction, DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectUnusedRetVal, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectDelegatecall, DetectIntegerOverflow, DetectExternalCallAndLeak, DetectUninitializedMemory
2019-08-03 09:23:48,774: [618] m.main:INFO: Beginning analysis
2019-08-03 09:23:48,823: [618] m.e.manticore:INFO: Starting symbolic create contract
2019-08-03 09:23:57,767: [618] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-03 09:29:25,973: [618] m.e.manticore:INFO: 2 alive states, 12 terminated states
2019-08-03 09:29:31,068: [618] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-08-03 09:36:47,287: [2688] m.c.worker:ERROR: Exception in state 8: SolverError('',)
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/worker.py", line 121, in run
    current_state.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/state.py", line 6, in execute
    return self._platform.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2684, in execute
    self.current_vm.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1210, in execute
    last_pc, last_gas, instruction, arguments, fee, allocated = self._checkpoint()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1109, in _checkpoint
    self._consume(fee)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 972, in _consume
    self.constraints, constraint
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 436, in get_all_values
    while self._is_sat():
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 328, in _is_sat
    raise SolverError(status)
manticore.exceptions.SolverError
 
2019-08-03 09:37:00,134: [618] m.e.manticore:INFO: 4 alive states, 35 terminated states
2019-08-03 09:37:06,428: [5507] m.c.manticore:INFO: Generated testcase No. 0 - RETURN(3 txs)
2019-08-03 09:37:06,625: [5524] m.c.manticore:INFO: Generated testcase No. 3 - REVERT(2 txs)
2019-08-03 09:37:06,653: [5495] m.c.manticore:INFO: Generated testcase No. 1 - RETURN(3 txs)
2019-08-03 09:37:06,702: [5492] m.c.manticore:INFO: Generated testcase No. 2 - RETURN(3 txs)
2019-08-03 09:37:06,723: [5532] m.c.manticore:INFO: Generated testcase No. 4 - REVERT(2 txs)
2019-08-03 09:37:06,793: [5545] m.c.manticore:INFO: Generated testcase No. 6 - REVERT(2 txs)
2019-08-03 09:37:06,803: [5500] m.c.manticore:INFO: Generated testcase No. 5 - RETURN(3 txs)
2019-08-03 09:37:06,885: [5512] m.c.manticore:INFO: Generated testcase No. 7 - RETURN(1 txs)
2019-08-03 09:37:07,005: [5518] m.c.manticore:INFO: Generated testcase No. 8 - REVERT(2 txs)
2019-08-03 09:37:55,806: [5532] m.c.manticore:INFO: Generated testcase No. 9 - REVERT(2 txs)
2019-08-03 09:37:56,214: [5512] m.c.manticore:INFO: Generated testcase No. 10 - REVERT(2 txs)
2019-08-03 09:37:57,582: [5545] m.c.manticore:INFO: Generated testcase No. 11 - REVERT(2 txs)
2019-08-03 09:37:59,440: [5518] m.c.manticore:INFO: Generated testcase No. 12 - REVERT(2 txs)
2019-08-03 09:37:59,724: [5507] m.c.manticore:INFO: Generated testcase No. 13 - REVERT(2 txs)
2019-08-03 09:38:00,219: [5524] m.c.manticore:INFO: Generated testcase No. 15 - THROW(2 txs)
2019-08-03 09:38:00,227: [5495] m.c.manticore:INFO: Generated testcase No. 14 - THROW(2 txs)
2019-08-03 09:38:00,713: [5500] m.c.manticore:INFO: Generated testcase No. 16 - RETURN(2 txs)
2019-08-03 09:38:00,839: [5492] m.c.manticore:INFO: Generated testcase No. 17 - RETURN(2 txs)
2019-08-03 09:38:44,203: [5532] m.c.manticore:INFO: Generated testcase No. 18 - REVERT(3 txs)
2019-08-03 09:38:49,884: [5512] m.c.manticore:INFO: Generated testcase No. 19 - REVERT(3 txs)
2019-08-03 09:38:50,223: [5545] m.c.manticore:INFO: Generated testcase No. 20 - REVERT(3 txs)
2019-08-03 09:38:52,404: [5500] m.c.manticore:INFO: Generated testcase No. 21 - REVERT(3 txs)
2019-08-03 09:38:53,833: [5518] m.c.manticore:INFO: Generated testcase No. 22 - REVERT(3 txs)
2019-08-03 09:38:53,888: [5492] m.c.manticore:INFO: Generated testcase No. 23 - REVERT(3 txs)
2019-08-03 09:38:54,114: [5507] m.c.manticore:INFO: Generated testcase No. 24 - REVERT(3 txs)
2019-08-03 09:39:43,010: [5532] m.c.manticore:INFO: Generated testcase No. 25 - REVERT(3 txs)
2019-08-03 09:39:47,594: [5500] m.c.manticore:INFO: Generated testcase No. 26 - REVERT(3 txs)
2019-08-03 09:39:49,878: [5492] m.c.manticore:INFO: Generated testcase No. 27 - REVERT(3 txs)
2019-08-03 09:39:50,111: [5518] m.c.manticore:INFO: Generated testcase No. 28 - REVERT(3 txs)
2019-08-03 09:39:50,210: [5545] m.c.manticore:INFO: Generated testcase No. 29 - REVERT(3 txs)
