2019-08-06 17:51:17,461: [13] m.main:INFO: Registered plugins: DetectSuicidal, DetectInvalid, DetectEnvInstruction, DetectReentrancyAdvanced, DetectDelegatecall, DetectUninitializedStorage, DetectReentrancySimple, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectUninitializedMemory, DetectIntegerOverflow
2019-08-06 17:51:17,461: [13] m.main:INFO: Beginning analysis
2019-08-06 17:51:17,471: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-08-06 17:51:17,618: [57] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-08-06 17:51:17,875: [13] m.c.manticore:INFO: Results in /mcore_ftwt_6pk
2019-08-06 17:51:18,655: [316] m.main:INFO: Registered plugins: DetectIntegerOverflow, DetectReentrancyAdvanced, DetectUninitializedMemory, DetectSuicidal, DetectExternalCallAndLeak, DetectInvalid, DetectReentrancySimple, DetectUnusedRetVal, DetectEnvInstruction, DetectDelegatecall, DetectUninitializedStorage
2019-08-06 17:51:18,656: [316] m.main:INFO: Beginning analysis
2019-08-06 17:51:18,669: [316] m.e.manticore:INFO: Starting symbolic create contract
2019-08-06 17:51:39,839: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-06 17:51:40,987: [364] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-06 17:52:03,960: [316] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-06 17:52:30,642: [1529] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-06 17:52:53,507: [1529] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-06 17:52:59,022: [1529] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-06 17:53:03,278: [1524] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-06 17:53:06,815: [1535] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-06 17:53:33,024: [1552] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-06 17:53:45,426: [1552] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-06 17:53:48,227: [1524] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-06 17:55:15,450: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 128)
2019-08-06 17:55:17,622: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 129)
2019-08-06 17:55:18,979: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 130)
2019-08-06 17:55:20,344: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 131)
2019-08-06 17:55:21,891: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 132)
2019-08-06 17:55:23,323: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 133)
2019-08-06 17:55:24,914: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 134)
2019-08-06 17:55:26,383: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 135)
2019-08-06 17:55:27,626: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 136)
2019-08-06 17:55:32,515: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 137)
2019-08-06 17:55:33,386: [1552] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-06 17:55:33,607: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 138)
2019-08-06 17:55:35,493: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 139)
2019-08-06 17:55:37,487: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 140)
2019-08-06 17:55:39,091: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 141)
2019-08-06 17:55:41,142: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 142)
2019-08-06 17:55:43,131: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 143)
2019-08-06 17:55:44,939: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 144)
2019-08-06 17:55:47,178: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 145)
2019-08-06 17:55:49,539: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 146)
2019-08-06 17:55:51,404: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 147)
2019-08-06 17:55:53,443: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 148)
2019-08-06 17:55:55,099: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 149)
2019-08-06 17:55:56,739: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 150)
2019-08-06 17:56:02,219: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 151)
2019-08-06 17:56:04,231: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 152)
2019-08-06 17:56:06,239: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 153)
2019-08-06 17:56:08,029: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 154)
2019-08-06 17:56:10,514: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 155)
2019-08-06 17:56:12,035: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 156)
2019-08-06 17:56:14,006: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 157)
2019-08-06 17:56:15,887: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 158)
2019-08-06 17:56:16,842: [1519] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 128)
2019-08-06 17:56:17,431: [1535] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 273222824118723785622586693768407723022625664196, offset 159)
