/unique_chucks/48/0x043a0f6f167c81d6bc22066c0525fe88a2da3c5a.sol
jar:file:/usr/local/lib/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_LOCKED_MONEY
patternId: 30281d
severity: 3
line: 23
column: 0
content: contractRailMinegalievPrivateSale{usingSafeMathforuint256;uint256publictokenPurchased;uint256publicamountPurchasedWithDecimals;uint256publicweiToReceive;uint256publicpricePerEther;uint256publictimeLimit;addresspublicbuyerAddress;addresspublicowner;boolpublicpurchaseHalted;eventBuy(addressindexedrecipient,uint256tokenAmountWithDecimals,uint256price);modifieronlyOwner(){require(msg.sender==owner);_;}functionRailMinegalievPrivateSale(uint256amount,uint256price,uint256limit,addressbuyer)public{owner=msg.sender;purchaseHalted=false;weiToReceive=amount*(1ether);pricePerEther=price;timeLimit=limit;buyerAddress=buyer;}function()payablepublic{require(!purchaseHalted);require(weiToReceive==msg.value);require(buyerAddress==msg.sender);require(now<=timeLimit);uint256currentPurchase=msg.value.mul(pricePerEther);amountPurchasedWithDecimals=amountPurchasedWithDecimals.add(currentPurchase);tokenPurchased=tokenPurchased.add(currentPurchase.div(1ether));purchaseHalted=true;owner.transfer(msg.value);Buy(msg.sender,currentPurchase,pricePerEther);}functiontransferOwnership(addressnewOwner)onlyOwnerpublic{owner=newOwner;}functionsetPrivateSaleHalt(boolhalted)onlyOwnerpublic{purchaseHalted=halted;}functionsetTimeLimit(uint256newTimeLimit)onlyOwnerpublic{timeLimit=newTimeLimit;}functionsetAmountToReceive(uint256newAmountToReceive)onlyOwnerpublic{weiToReceive=newAmountToReceive*(1ether);}functionsetPrice(uint256newPrice)onlyOwnerpublic{pricePerEther=newPrice;}functionsetBuyerAddress(addressnewBuyerAddress)onlyOwnerpublic{buyerAddress=newBuyerAddress;}}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 79
column: 1
content: functionsetPrivateSaleHalt(boolhalted)onlyOwnerpublic{purchaseHalted=halted;}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 83
column: 1
content: functionsetTimeLimit(uint256newTimeLimit)onlyOwnerpublic{timeLimit=newTimeLimit;}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 87
column: 1
content: functionsetAmountToReceive(uint256newAmountToReceive)onlyOwnerpublic{weiToReceive=newAmountToReceive*(1ether);}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 91
column: 1
content: functionsetPrice(uint256newPrice)onlyOwnerpublic{pricePerEther=newPrice;}

ruleId: SOLIDITY_OVERPOWERED_ROLE
patternId: j83hf7
severity: 2
line: 95
column: 1
content: functionsetBuyerAddress(addressnewBuyerAddress)onlyOwnerpublic{buyerAddress=newBuyerAddress;}

ruleId: SOLIDITY_PRAGMAS_VERSION
patternId: 23fc32
severity: 1
line: 1
column: 16
content: ^

ruleId: SOLIDITY_SAFEMATH
patternId: 837cac
severity: 1
line: 24
column: 1
content: usingSafeMathforuint256;

ruleId: SOLIDITY_UPGRADE_TO_050
patternId: 91h3sa
severity: 1
line: 59
column: 2
content: public

SOLIDITY_SAFEMATH :1
SOLIDITY_OVERPOWERED_ROLE :5
SOLIDITY_PRAGMAS_VERSION :1
SOLIDITY_LOCKED_MONEY :1
SOLIDITY_UPGRADE_TO_050 :1
